playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2533040","null","Mohamed Sanu","WR","ATL","WR","ATL","null","8.78","null","null","null","45","null","null","0.1","null","null","null","8.78","8.78","4.6609","null",
"2533046","null","Dwayne Allen","TE","IND","TE","IND","null","4.73","null","null","null","25","null","null","0.12","null","null","null","4.73","4.73","4.8735","null",
"2533349","null","Austin Davis","QB","DEN","QB","DEN","null","1.56","null","null","null","38","null","null","0.113","null","null","null","1.56","1.56","null","null",
"2533436","null","Brock Osweiler","QB","HOU","QB","HOU","null","13.898","null","null","null","25","null","null","0.286","null","null","null","13.898","13.898","5.1573","null",
"2533437","null","Ronnie Hillman","RB","SD","RB","SD","null","1.95","null","null","null","78","null","null","0.365","null","null","null","1.95","1.95","null","null",
"2533457","null","Alfred Morris","RB","DAL","RB","DAL","null","2.9","null","null","null","66","null","null","0.16","null","null","null","2.9","2.9","4.5116","null",
"2533460","null","Robert Turbin","RB","IND","RB","IND","null","3.76","null","null","null","57","null","null","0.24","null","null","null","3.76","3.76","3.8471","null",
"2534241","null","Derek Carrier","TE","WAS","TE","WAS","null","0.63","null","null","null","62","null","null","0.025","null","null","null","0.63","0.63","5.1795","null",
"2534571","null","Bobby Rainey","RB","NYG","RB","NYG","null","4.79","null","null","null","49","null","null","0.245","null","null","null","4.79","4.79","5.6508","null",
"2534770","null","Jonathan Grimes","RB","HOU","RB","HOU","null","2.86","null","null","null","67","null","null","0.245","null","null","null","2.86","2.86","7.8343","null",
"2534797","null","Greg Zuerlein","K","LA","K","LA","null","5.5","null","null","null","28","null","null","0.45","null","null","null","5.5","5.5","4.5293","null",
"2534820","null","Garrett Celek","TE","SF","TE","SF","null","4.14","null","null","null","32","null","null","0.57","null","null","null","4.14","4.14","2.7313","null",
"2535696","null","Joe Banyard","RB","JAC","RB","JAC","null","0","null","null","null","105","null","null","null","null","null","null","0","0","null","null",
"2535698","null","Cole Beasley","WR","DAL","WR","DAL","null","10.83","null","null","null","22","null","null","0.07","null","null","null","10.83","10.83","4.8421","null",
"2535708","null","Lance Dunbar","RB","DAL","RB","DAL","null","2.33","null","null","null","74","null","null","0.105","null","null","null","2.33","2.33","7.4545","null",
"2535869","null","Rod Streater","WR","SF","WR","SF","null","1.49","null","null","null","112","null","null","0.085","null","null","null","1.49","1.49","6.6532","null",
"2535890","null","Travaris Cadet","RB","NO","RB","NO","null","2.42","null","null","null","71","null","null","0.055","null","null","null","2.42","2.42","6.5052","null",
"2535943","null","Sean McGrath","TE","SD","TE","SD","null","0.28","null","null","null","68","null","null","0.045","null","null","null","0.28","0.28","5.4856","null",
"2535964","null","Josh Bellamy","WR","CHI","WR","CHI","null","2.13","null","null","null","101","null","null","0.025","null","null","null","2.13","2.13","5.4458","null",
"2535966","null","Brenton Bersin","WR","CAR","WR","CAR","null","0.14","null","null","null","142","null","null","0.045","null","null","null","0.14","0.14","null","null",
"2535988","null","Brittan Golden","WR","ARI","WR","ARI","null","1.37","null","null","null","114","null","null","0.065","null","null","null","1.37","1.37","6.6532","null",
"2536044","null","Jamize Olawale","RB","OAK","RB","OAK","null","2.34","null","null","null","73","null","null","0.04","null","null","null","2.34","2.34","6.79","null",
"2536340","null","Justin Tucker","K","BAL","K","BAL","null","10.2","null","null","null","3","null","null","1.05","null","null","null","10.2","10.2","2.2229","null",
"2536342","null","Brandon Bostick","TE","NYJ","TE","NYJ","null","0.25","null","null","null","69","null","null","0.05","null","null","null","0.25","0.25","null","null",
"2537933","null","Larry Donnell","TE","NYG","TE","NYG","null","4.19","null","null","null","30","null","null","0.05","null","null","null","4.19","4.19","null","null",
"2539205","null","Terrance Williams","WR","DAL","WR","DAL","null","5.64","null","null","null","70","null","null","0.215","null","null","null","5.64","5.64","6.1703","null",
"2539217","null","Andre Ellington","RB","ARI","RB","ARI","null","3.29","null","null","null","59","null","null","0.025","null","null","null","3.29","3.29","4.4167","null",
"2539227","null","Dustin Hopkins","K","WAS","K","WAS","null","8.8","null","null","null","7","null","null","0.2","null","null","null","8.8","8.8","5.8472","null",
"2539250","null","Quinton Patton","WR","SF","WR","SF","null","4.16","null","null","null","83","null","null","0.235","null","null","null","4.16","4.16","null","null",
"2539260","null","Denard Robinson","RB","JAC","RB","JAC","null","7.08","null","null","null","37","null","null","0.16","null","null","null","7.08","7.08","5.366","null",
"2539265","null","Rex Burkhead","RB","CIN","RB","CIN","null","7.79","null","null","null","29","null","null","0.02","null","null","null","7.79","7.79","4.1319","null",
"2539275","null","Mike Glennon","QB","TB","QB","TB","null","0.84","null","null","null","43","null","null","0.279","null","null","null","0.84","0.84","null","null",
"2539287","null","Landry Jones","QB","PIT","QB","PIT","null","0.308","null","null","null","46","null","null","0.053","null","null","null","0.308","0.308","null","null",
"2539289","null","Kenjon Barner","RB","PHI","RB","PHI","null","3.25","null","null","null","61","null","null","0.055","null","null","null","3.25","3.25","6.8849","null",
"2539303","null","Zach Line","RB","MIN","RB","MIN","null","1.49","null","null","null","80","null","null","0.03","null","null","null","1.49","1.49","5.9356","null",
"2539308","null","Matt Barkley","QB","CHI","QB","CHI","null","13.442","null","null","null","27","null","null","0.346","null","null","null","13.442","13.442","6.2895","null",
"2539315","null","Stepfan Taylor","RB","ARI","RB","ARI","null","0.61","null","null","null","96","null","null","0.01","null","null","null","0.61","0.61","null","null",
"2539322","null","Christine Michael","RB","GB","RB","GB","null","6.01","null","null","null","43","null","null","0.73","null","null","null","6.01","6.01","6.4103","null",
"2539637","null","Caleb Sturgis","K","PHI","K","PHI","null","8.3","null","null","null","12","null","null","0.3","null","null","null","8.3","8.3","5.8472","null",
"2539645","null","Brandon Williams","TE","SEA","TE","SEA","null","0.18","null","null","null","71","null","null","0.035","null","null","null","0.18","0.18","8.5459","null",
"2539663","null","Mike Gillislee","RB","BUF","RB","BUF","null","5.25","null","null","null","45","null","null","0.17","null","null","null","5.25","5.25","null","null",
"2539961","null","Ryan Nassib","QB","NYG","QB","NYG","null","0.034","null","null","null","52","null","null","0.014","null","null","null","0.034","0.034","null","null",
"2539964","null","Marquise Goodwin","WR","BUF","WR","BUF","null","3.99","null","null","null","84","null","null","0.22","null","null","null","3.99","3.99","null","null",
"2539980","null","Kerwynn Williams","RB","ARI","RB","ARI","null","0.59","null","null","null","98","null","null","0.03","null","null","null","0.59","0.59","null","null",
"2539995","null","Mychal Rivera","TE","OAK","TE","OAK","null","2.66","null","null","null","39","null","null","0.555","null","null","null","2.66","2.66","4.7715","null",
"2540011","null","Chris Thompson","RB","WAS","RB","WAS","null","4.62","null","null","null","50","null","null","0.16","null","null","null","4.62","4.62","null","null",
"2540020","null","Theo Riddick","RB","DET","RB","DET","null","8.78","null","null","null","28","null","null","1","null","null","null","8.78","8.78","null","null",
"2540037","null","Fozzy Whittaker","RB","CAR","RB","CAR","null","2.39","null","null","null","72","null","null","0.055","null","null","null","2.39","2.39","5.0812","null",
"2540145","null","Cordarrelle Patterson","WR","MIN","WR","MIN","null","4.52","null","null","null","78","null","null","0.075","null","null","null","4.52","4.52","3.8157","null",
"2540148","null","Tyler Eifert","TE","CIN","TE","CIN","null","9.99","null","null","null","2","null","null","0.51","null","null","null","9.99","9.99","2.6293","null",
"2540151","null","Justin Hunter","WR","BUF","WR","BUF","null","2.08","null","null","null","103","null","null","0.21","null","null","null","2.08","2.08","5.9891","null",
"2540157","null","Stedman Bailey","WR","LA","WR","LA","null","0.78","null","null","null","124","null","null","0.06","null","null","null","0.78","0.78","null","null",
"2540158","null","Zach Ertz","TE","PHI","TE","PHI","null","9.58","null","null","null","3","null","null","0.44","null","null","null","9.58","9.58","4.0574","null",
"2540165","null","DeAndre Hopkins","WR","HOU","WR","HOU","null","11.75","null","null","null","15","null","null","0.13","null","null","null","11.75","11.75","3.5139","null",
"2540175","null","LeVeon Bell","RB","PIT","RB","PIT","null","19.39","null","null","null","2","null","null","3.6","null","null","null","19.39","19.39","0.9041","null",
"2540177","null","Marquess Wilson","WR","CHI","WR","CHI","null","11.04","null","null","null","21","null","null","0.21","null","null","null","11.04","11.04","5.325","null",
"2540178","null","Knile Davis","RB","KC","RB","KC","null","0.88","null","null","null","90","null","null","0.02","null","null","null","0.88","0.88","5.6508","null",
"2540200","null","Dion Sims","TE","MIA","TE","MIA","null","4.46","null","null","null","28","null","null","0.165","null","null","null","4.46","4.46","2.4253","null",
"2540202","null","Kenny Stills","WR","MIA","WR","MIA","null","9.21","null","null","null","39","null","null","0.07","null","null","null","9.21","9.21","6.1099","null",
"2540203","null","Levine Toilolo","TE","ATL","TE","ATL","null","1.81","null","null","null","43","null","null","0.13","null","null","null","1.81","1.81","5.9956","null",
"2540204","null","Spencer Ware","RB","KC","RB","KC","null","12.29","null","null","null","11","null","null","0.345","null","null","null","12.29","12.29","2.6129","null",
"2540211","null","Gavin Escobar","TE","DAL","TE","DAL","null","1.5","null","null","null","49","null","null","0.305","null","null","null","1.5","1.5","5.1795","null",
"2540215","null","Vance McDonald","TE","SF","TE","SF","null","7.83","null","null","null","13","null","null","0.81","null","null","null","7.83","7.83","3.8534","null",
"2540224","null","Mike James","RB","TB","RB","TB","null","0.58","null","null","null","99","null","null","0.19","null","null","null","0.58","0.58","null","null",
"2540230","null","Kyle Juszczyk","RB","BAL","RB","BAL","null","2.61","null","null","null","69","null","null","0.18","null","null","null","2.61","2.61","6.1255","null",
"2540232","null","Jack Doyle","TE","IND","TE","IND","null","5.18","null","null","null","21","null","null","0.13","null","null","null","5.18","5.18","4.4655","null",
"2540258","null","Travis Kelce","TE","KC","TE","KC","null","9.38","null","null","null","4","null","null","0.485","null","null","null","9.38","9.38","1.5072","null",
"2540259","null","MarQueis Gray","TE","MIA","TE","MIA","null","1.3","null","null","null","50","null","null","0.21","null","null","null","1.3","1.3","5.5876","null",
"2540928","null","Darren Fells","TE","ARI","TE","ARI","null","2.86","null","null","null","36","null","null","0.12","null","null","null","2.86","2.86","8.2398","null",
"2541147","null","Charles Johnson","WR","MIN","WR","MIN","null","2.23","null","null","null","100","null","null","0.1","null","null","null","2.23","2.23","4.9024","null",
"2541161","null","Latavius Murray","RB","OAK","RB","OAK","null","9.9","null","null","null","22","null","null","0.305","null","null","null","9.9","9.9","null","null",
"2541187","null","Demetrius Harris","TE","KC","TE","KC","null","1.09","null","null","null","51","null","null","0.05","null","null","null","1.09","1.09","4.9755","null",
"2541199","null","Luke Willson","TE","SEA","TE","SEA","null","1.7","null","null","null","44","null","null","0.095","null","null","null","1.7","1.7","null","null",
"2541316","null","Ryan Griffin","TE","HOU","TE","HOU","null","4.4","null","null","null","29","null","null","0.235","null","null","null","4.4","4.4","null","null",
"2541388","null","Brice Butler","WR","DAL","WR","DAL","null","2.56","null","null","null","95","null","null","0.205","null","null","null","2.56","2.56","2.729","null",
"2541544","null","Benny Cunningham","RB","LA","RB","LA","null","2.98","null","null","null","64","null","null","0.07","null","null","null","2.98","2.98","4.5116","null",
"2541556","null","Brandon McManus","K","DEN","K","DEN","null","11","null","null","null","1","null","null","0.45","null","null","null","11","11","4.8588","null",
"2541785","null","Adam Thielen","WR","MIN","WR","MIN","null","8.62","null","null","null","48","null","null","0.4","null","null","null","8.62","8.62","null","null",
"2541834","null","Josh Hill","TE","NO","TE","NO","null","2.78","null","null","null","37","null","null","0.1","null","null","null","2.78","2.78","5.2815","null",
"2541940","null","Rashad Ross","WR","WAS","WR","WAS","null","1.11","null","null","null","118","null","null","0.01","null","null","null","1.11","1.11","null","null",
"2541944","null","Russell Shepard","WR","TB","WR","TB","null","2.6","null","null","null","94","null","null","0.125","null","null","null","2.6","2.6","4.5402","null",
"2542065","null","Matt McGloin","QB","OAK","QB","OAK","null","0.06","null","null","null","50","null","null","0.021","null","null","null","0.06","0.06","null","null",
"2543457","null","Sammy Watkins","WR","BUF","WR","BUF","null","8.37","null","null","null","49","null","null","0.305","null","null","null","8.37","8.37","null","null",
"2543466","null","Eric Ebron","TE","DET","TE","DET","null","7.89","null","null","null","12","null","null","0.375","null","null","null","7.89","7.89","2.6293","null",
"2543468","null","Mike Evans","WR","TB","WR","TB","null","14.75","null","null","null","6","null","null","0.75","null","null","null","14.75","14.75","null","null",
"2543471","null","Kelvin Benjamin","WR","CAR","WR","CAR","null","9.04","null","null","null","42","null","null","0.09","null","null","null","9.04","9.04","null","null",
"2543475","null","Marqise Lee","WR","JAC","WR","JAC","null","6.57","null","null","null","61","null","null","0.145","null","null","null","6.57","6.57","4.0572","null",
"2543477","null","Blake Bortles","QB","JAC","QB","JAC","null","13.782","null","null","null","26","null","null","0.352","null","null","null","13.782","13.782","null","null",
"2543488","null","Jarvis Landry","WR","MIA","WR","MIA","null","10.04","null","null","null","31","null","null","0.165","null","null","null","10.04","10.04","4.6609","null",
"2543495","null","Davante Adams","WR","GB","WR","GB","null","13.3","null","null","null","10","null","null","0.675","null","null","null","13.3","13.3","3.4535","null",
"2543496","null","Odell Beckham","WR","NYG","WR","NYG","null","15.73","null","null","null","4","null","null","0.85","null","null","null","15.73","15.73","null","null",
"2543497","null","AJ McCarron","QB","CIN","QB","CIN","null","1.762","null","null","null","36","null","null","0.129","null","null","null","1.762","1.762","null","null",
"2543498","null","Brandin Cooks","WR","NO","WR","NO","null","11.61","null","null","null","17","null","null","0.255","null","null","null","11.61","11.61","4.1176","null",
"2543499","null","Derek Carr","QB","OAK","QB","OAK","null","15.166","null","null","null","20","null","null","0.251","null","null","null","15.166","15.166","5.1573","null",
"2543500","null","Jordan Matthews","WR","PHI","WR","PHI","null","9.2","null","null","null","40","null","null","0.14","null","null","null","9.2","9.2","null","null",
"2543509","null","Allen Robinson","WR","JAC","WR","JAC","null","12.3","null","null","null","12","null","null","0.51","null","null","null","12.3","12.3","3.3327","null",
"2543551","null","KaDeem Carey","RB","CHI","RB","CHI","null","2.44","null","null","null","70","null","null","0.035","null","null","null","2.44","2.44","6.1255","null",
"2543583","null","Devonta Freeman","RB","ATL","RB","ATL","null","14.33","null","null","null","6","null","null","0.75","null","null","null","14.33","14.33","2.518","null",
"2543590","null","Cody Latimer","WR","DEN","WR","DEN","null","3.15","null","null","null","90","null","null","0.145","null","null","null","3.15","3.15","null","null",
"2543603","null","Jeremy Hill","RB","CIN","RB","CIN","null","10.11","null","null","null","21","null","null","0.355","null","null","null","10.11","10.11","null","null",
"2543605","null","Zach Mettenberger","QB","PIT","QB","PIT","null","0.044","null","null","null","51","null","null","0.017","null","null","null","0.044","0.044","null","null",
"2543614","null","Donte Moncrief","WR","IND","WR","IND","null","11.63","null","null","null","16","null","null","0.125","null","null","null","11.63","11.63","4.9628","null",
"2543638","null","DeAnthony Thomas","WR","KC","WR","KC","null","2.39","null","null","null","96","null","null","0.075","null","null","null","2.39","2.39","null","null",
"2543640","null","Tom Savage","QB","HOU","QB","HOU","null","1.418","null","null","null","40","null","null","0.477","null","null","null","1.418","1.418","null","null",
"2543641","null","Devin Street","WR","IND","WR","IND","null","0.56","null","null","null","133","null","null","0.085","null","null","null","0.56","0.56","null","null",
"2543664","null","Terrance West","RB","BAL","RB","BAL","null","7.21","null","null","null","35","null","null","0.09","null","null","null","7.21","7.21","3.7521","null",
"2543683","null","Austin Seferian-Jenkins","TE","NYJ","TE","NYJ","null","2.04","null","null","null","42","null","null","0.285","null","null","null","2.04","2.04","6.5057","null",
"2543715","null","Jerick McKinnon","RB","MIN","RB","MIN","null","7.77","null","null","null","30","null","null","0.19","null","null","null","7.77","7.77","4.1319","null",
"2543721","null","C.J. Fiedorowicz","TE","HOU","TE","HOU","null","6.25","null","null","null","16","null","null","0.11","null","null","null","6.25","6.25","null","null",
"2543743","null","Carlos Hyde","RB","SF","RB","SF","null","11.93","null","null","null","14","null","null","0.235","null","null","null","11.93","11.93","2.9927","null",
"2543750","null","Jeff Janis","WR","GB","WR","GB","null","1.62","null","null","null","109","null","null","0.055","null","null","null","1.62","1.62","6.4117","null",
"2543759","null","Ryan Grant","WR","WAS","WR","WAS","null","1.11","null","null","null","118","null","null","0.035","null","null","null","1.11","1.11","2.729","null",
"2543773","null","James White","RB","NE","RB","NE","null","7.16","null","null","null","36","null","null","0.1","null","null","null","7.16","7.16","3.7521","null",
"2543801","null","Jimmy Garoppolo","QB","NE","QB","NE","null","2.606","null","null","null","34","null","null","0.673","null","null","null","2.606","2.606","null","null",
"2543828","null","Quincy Enunwa","WR","NYJ","WR","NYJ","null","10.07","null","null","null","30","null","null","0.065","null","null","null","10.07","10.07","4.178","null",
"2550162","null","James Wright","WR","CIN","WR","CIN","null","0.48","null","null","null","134","null","null","0.025","null","null","null","0.48","0.48","null","null",
"2550183","null","Jeremy Butler","WR","SD","WR","SD","null","1.44","null","null","null","113","null","null","0.08","null","null","null","1.44","1.44","5.9288","null",
"2550223","null","Freddie Martino","WR","TB","WR","TB","null","0.88","null","null","null","122","null","null","0.065","null","null","null","0.88","0.88","5.6873","null",
"2550256","null","Willie Snead","WR","NO","WR","NO","null","8.89","null","null","null","44","null","null","0.135","null","null","null","8.89","8.89","4.2383","null",
"2550263","null","Juwan Thompson","RB","DEN","RB","DEN","null","0.65","null","null","null","95","null","null","0.04","null","null","null","0.65","0.65","8.5937","null",
"2550268","null","Charcandrick West","RB","KC","RB","KC","null","5.31","null","null","null","44","null","null","0.125","null","null","null","5.31","5.31","2.8028","null",
"2550272","null","Albert Wilson","WR","KC","WR","KC","null","4.25","null","null","null","82","null","null","0.175","null","null","null","4.25","4.25","5.2647","null",
"2550284","null","Trey Burton","TE","PHI","TE","PHI","null","1.07","null","null","null","53","null","null","0.12","null","null","null","1.07","1.07","4.7715","null",
"2550313","null","Richard Rodgers","TE","GB","TE","GB","null","3.68","null","null","null","33","null","null","0.39","null","null","null","3.68","3.68","5.2815","null",
"2550325","null","Chandler Catanzaro","K","ARI","K","ARI","null","5.9","null","null","null","25","null","null","0.15","null","null","null","5.9","5.9","4.8588","null",
"2550328","null","Brandon Coleman","WR","NO","WR","NO","null","4.41","null","null","null","80","null","null","0.105","null","null","null","4.41","4.41","6.5929","null",
"2550405","null","Erik Swoope","TE","IND","TE","IND","null","1.54","null","null","null","47","null","null","0.02","null","null","null","1.54","1.54","5.4856","null",
"2550454","null","Asante Cleveland","TE","SD","TE","SD","null","0.14","null","null","null","73","null","null","0.025","null","null","null","0.14","0.14","null","null",
"2550512","null","Damien Williams","RB","MIA","RB","MIA","null","4.9","null","null","null","48","null","null","0.195","null","null","null","4.9","4.9","4.2268","null",
"2550521","null","Xavier Grimble","TE","PIT","TE","PIT","null","0.85","null","null","null","56","null","null","0.025","null","null","null","0.85","0.85","null","null",
"2550542","null","Kapri Bibbs","RB","DEN","RB","DEN","null","6.1","null","null","null","42","null","null","0.44","null","null","null","6.1","6.1","2.8028","null",
"2550545","null","Chris Boswell","K","PIT","K","PIT","null","5.4","null","null","null","29","null","null","0.7","null","null","null","5.4","5.4","6.8357","null",
"2550546","null","Philly Brown","WR","CAR","WR","CAR","null","3.26","null","null","null","88","null","null","0.06","null","null","null","3.26","3.26","null","null",
"2550597","null","Seth Roberts","WR","OAK","WR","OAK","null","6.74","null","null","null","58","null","null","0.125","null","null","null","6.74","6.74","4.9628","null",
"2550617","null","Taylor Gabriel","WR","ATL","WR","ATL","null","9.69","null","null","null","34","null","null","0.28","null","null","null","9.69","9.69","5.0232","null",
"2550636","null","Cairo Santos","K","KC","K","KC","null","8.5","null","null","null","10","null","null","0.15","null","null","null","8.5","8.5","5.1883","null",
"2550656","null","Cameron Brate","TE","TB","TE","TB","null","8.56","null","null","null","8","null","null","0.115","null","null","null","8.56","8.56","3.3434","null",
"2550738","null","Fitzgerald Toussaint","RB","PIT","RB","PIT","null","2.18","null","null","null","76","null","null","0.135","null","null","null","2.18","2.18","5.4609","null",
"2552033","null","Jameis Winston","QB","TB","QB","TB","null","17.436","null","null","null","10","null","null","0.416","null","null","null","17.436","17.436","6.667","null",
"2552369","null","Bryce Petty","QB","NYJ","QB","NYJ","null","2.104","null","null","null","35","null","null","0.37","null","null","null","2.104","2.104","null","null",
"2552375","null","Cameron Artis-Payne","RB","CAR","RB","CAR","null","3.75","null","null","null","58","null","null","0.465","null","null","null","3.75","3.75","null","null",
"2552379","null","Jeremy Langford","RB","CHI","RB","CHI","null","7.5","null","null","null","34","null","null","0.315","null","null","null","7.5","7.5","2.8977","null",
"2552382","null","Malcolm Brown","RB","LA","RB","LA","null","0.54","null","null","null","100","null","null","0.305","null","null","null","0.54","0.54","5.6508","null",
"2552396","null","Ben Koyack","TE","JAC","TE","JAC","null","4.95","null","null","null","24","null","null","0.275","null","null","null","4.95","4.95","5.4856","null",
"2552397","null","Clive Walford","TE","OAK","TE","OAK","null","5.09","null","null","null","22","null","null","0.11","null","null","null","5.09","5.09","4.7715","null",
"2552399","null","Jeff Heuerman","TE","DEN","TE","DEN","null","0.34","null","null","null","67","null","null","0.075","null","null","null","0.34","0.34","null","null",
"2552402","null","Nick Boyle","TE","BAL","TE","BAL","null","0.64","null","null","null","61","null","null","0.015","null","null","null","0.64","0.64","null","null",
"2552403","null","Nick OLeary","TE","BUF","TE","BUF","null","1.01","null","null","null","54","null","null","0.14","null","null","null","1.01","1.01","8.3419","null",
"2552409","null","DeVante Parker","WR","MIA","WR","MIA","null","7.03","null","null","null","55","null","null","0.17","null","null","null","7.03","7.03","null","null",
"2552415","null","Jamison Crowder","WR","WAS","WR","WAS","null","11.4","null","null","null","18","null","null","0.15","null","null","null","11.4","11.4","4.4798","null",
"2552418","null","Justin Hardy","WR","ATL","WR","ATL","null","2.75","null","null","null","93","null","null","0.17","null","null","null","2.75","2.75","5.1439","null",
"2552420","null","Keith Mumphery","WR","HOU","WR","HOU","null","0.39","null","null","null","137","null","null","0.04","null","null","null","0.39","0.39","0.9782","null",
"2552424","null","Phillip Dorsett","WR","IND","WR","IND","null","5.07","null","null","null","73","null","null","0.055","null","null","null","5.07","5.07","5.6269","null",
"2552429","null","Ty Montgomery","WR","GB","WR","GB","null","4.64","null","null","null","77","null","null","0.14","null","null","null","4.64","4.64","4.6006","null",
"2552430","null","Tyler Lockett","WR","SEA","WR","SEA","null","6.64","null","null","null","59","null","null","0.06","null","null","null","6.64","6.64","4.6006","null",
"2552453","null","Tevin Coleman","RB","ATL","RB","ATL","null","9.61","null","null","null","23","null","null","0.24","null","null","null","9.61","9.61","5.366","null",
"2552458","null","Devin Funchess","WR","CAR","WR","CAR","null","5.73","null","null","null","68","null","null","0.05","null","null","null","5.73","5.73","4.6609","null",
"2552469","null","Melvin Gordon","RB","SD","RB","SD","null","14.14","null","null","null","7","null","null","1.43","null","null","null","14.14","14.14","2.6129","null",
"2552470","null","Sammie Coates","WR","PIT","WR","PIT","null","4.48","null","null","null","79","null","null","0.095","null","null","null","4.48","4.48","5.808","null",
"2552471","null","T.J. Yeldon","RB","JAC","RB","JAC","null","7.57","null","null","null","33","null","null","0.215","null","null","null","7.57","7.57","null","null",
"2552475","null","Todd Gurley","RB","LA","RB","LA","null","11.95","null","null","null","12","null","null","0.015","null","null","null","11.95","11.95","3.942","null",
"2552477","null","Aaron Ripkowski","RB","GB","RB","GB","null","0.93","null","null","null","88","null","null","0.05","null","null","null","0.93","0.93","5.8407","null",
"2552478","null","Blake Bell","TE","SF","TE","SF","null","0.62","null","null","null","63","null","null","0.08","null","null","null","0.62","0.62","null","null",
"2552487","null","Amari Cooper","WR","OAK","WR","OAK","null","11.81","null","null","null","13","null","null","0.05","null","null","null","11.81","11.81","2.9101","null",
"2552491","null","Dorial Green-Beckham","WR","PHI","WR","PHI","null","5.58","null","null","null","71","null","null","0.41","null","null","null","5.58","5.58","6.3514","null",
"2552580","null","A.J. Derby","TE","DEN","TE","DEN","null","1.55","null","null","null","46","null","null","0.01","null","null","null","1.55","1.55","null","null",
"2552582","null","Jay Ajayi","RB","MIA","RB","MIA","null","12.38","null","null","null","10","null","null","0.26","null","null","null","12.38","12.38","4.4167","null",
"2552586","null","Tyler Kroft","TE","CIN","TE","CIN","null","0.89","null","null","null","55","null","null","0.045","null","null","null","0.89","0.89","null","null",
"2552588","null","Brett Hundley","QB","GB","QB","GB","null","-0.072","null","null","null","60","null","null","0.018","null","null","null","-0.072","-0.072","null","null",
"2552597","null","Breshad Perriman","WR","BAL","WR","BAL","null","6.1","null","null","null","65","null","null","0.155","null","null","null","6.1","6.1","6.6532","null",
"2552600","null","Nelson Agholor","WR","PHI","WR","PHI","null","3.57","null","null","null","87","null","null","0.315","null","null","null","3.57","3.57","7.8607","null",
"2552608","null","Stefon Diggs","WR","MIN","WR","MIN","null","15.01","null","null","null","5","null","null","0.485","null","null","null","15.01","15.01","null","null",
"2552633","null","Jesse James","TE","PIT","TE","PIT","null","1.54","null","null","null","48","null","null","0.14","null","null","null","1.54","1.54","4.6695","null",
"2552635","null","Matt Jones","RB","WAS","RB","WAS","null","4.15","null","null","null","55","null","null","0.24","null","null","null","4.15","4.15","null","null",
"2552652","null","Chris Conley","WR","KC","WR","KC","null","5.27","null","null","null","72","null","null","0.22","null","null","null","5.27","5.27","null","null",
"2552656","null","J.J. Nelson","WR","ARI","WR","ARI","null","6.36","null","null","null","63","null","null","0.225","null","null","null","6.36","6.36","3.8157","null",
"2553112","null","Jason Myers","K","JAC","K","JAC","null","6.8","null","null","null","20","null","null","0.1","null","null","null","6.8","6.8","0.905","null",
"2553318","null","James OShaughnessy","TE","KC","TE","KC","null","0.14","null","null","null","73","null","null","0.05","null","null","null","0.14","0.14","null","null",
"2553435","null","David Johnson","RB","ARI","RB","ARI","null","15.61","null","null","null","4","null","null","0.84","null","null","null","15.61","15.61","null","null",
"2553439","null","Mike Davis","RB","SF","RB","SF","null","1.68","null","null","null","79","null","null","0.205","null","null","null","1.68","1.68","null","null",
"2553568","null","Cameron Meredith","WR","CHI","WR","CHI","null","9.35","null","null","null","38","null","null","0.145","null","null","null","9.35","9.35","5.1439","null",
"2553606","null","Jordan Taylor","WR","DEN","WR","DEN","null","1.35","null","null","null","115","null","null","0.16","null","null","null","1.35","1.35","4.2987","null",
"2553621","null","Lucky Whitehead","WR","DAL","WR","DAL","null","0.57","null","null","null","132","null","null","0.05","null","null","null","0.57","0.57","8.404","null",
"2553631","null","Zach Zenner","RB","DET","RB","DET","null","3.19","null","null","null","63","null","null","0.24","null","null","null","3.19","3.19","8.8785","null",
"2553648","null","Andrew Franks","K","MIA","K","MIA","null","4.7","null","null","null","30","null","null","null","null","null","null","4.7","4.7","8.4831","null",
"2553650","null","Corey Grant","RB","JAC","RB","JAC","null","0.61","null","null","null","96","null","null","0.025","null","null","null","0.61","0.61","7.1697","null",
"2553652","null","Chris Harper","WR","SF","WR","SF","null","0.64","null","null","null","128","null","null","0.045","null","null","null","2.56","2.56","3.5742","null",
"2553652","null","Chris Harper","WR","SF","WR","SF","null","0.64","null","null","null","128","null","null","0.045","null","null","null","2.56","2.56","3.5742","null",
"2553652","null","Chris Harper","WR","SF","WR","SF","null","0.64","null","null","null","128","null","null","0.045","null","null","null","2.56","2.56","3.5742","null",
"2553652","null","Chris Harper","WR","SF","WR","SF","null","0.64","null","null","null","128","null","null","0.045","null","null","null","2.56","2.56","3.5742","null",
"2553660","null","Akeem Hunt","RB","HOU","RB","HOU","null","1.46","null","null","null","81","null","null","0.15","null","null","null","1.46","1.46","4.9863","null",
"2553725","null","Bradley Marquez","WR","LA","WR","LA","null","2.13","null","null","null","101","null","null","0.08","null","null","null","2.13","2.13","3.9968","null",
"2553733","null","Thomas Rawls","RB","SEA","RB","SEA","null","10.46","null","null","null","20","null","null","0.455","null","null","null","10.46","10.46","4.5116","null",
