playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2505587","null","Anquan Boldin","WR","DET","WR","DET","null","3.6","null","null","null","77","null","null","0.05","null","null","null","3.6","3.6","5.4217","null",
"2505629","null","Jason Witten","TE","DAL","TE","DAL","null","4.7","null","null","null","14","null","null","0.6","null","null","null","4.7","4.7","2.9392","null",
"2505936","null","Steven Jackson","RB","NE","RB","NE","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2505982","null","Matt Schaub","QB","ATL","QB","ATL","null","0.32","null","null","null","39","null","null","0","null","null","null","0.32","0.32","null","null",
"2505996","null","Eli Manning","QB","NYG","QB","NYG","null","13.2","null","null","null","25","null","null","0.54","null","null","null","13.2","13.2","7.7993","null",
"2506004","null","Jerricho Cotchery","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2506053","null","Luke McCown","QB","NO","QB","NO","null","0.32","null","null","null","39","null","null","0","null","null","null","0.32","0.32","null","null",
"2506063","null","Josh Scobee","K","FA","K","FA","null","0","null","null","null","31","null","null","0","null","null","null","0","0","null","null",
"2506106","null","Larry Fitzgerald","WR","ARI","WR","ARI","null","12.6","null","null","null","8","null","null","0.25","null","null","null","12.6","12.6","null","null",
"2506109","null","Ben Roethlisberger","QB","PIT","QB","PIT","null","13.86","null","null","null","20","null","null","0.08","null","null","null","13.86","13.86","2.8927","null",
"2506121","null","Philip Rivers","QB","SD","QB","SD","null","19.72","null","null","null","5","null","null","0.32","null","null","null","19.72","19.72","4.4024","null",
"2506147","null","John Kuhn","RB","NO","RB","NO","null","0.6","null","null","null","85","null","null","1.1102e-16","null","null","null","0.6","0.6","7.212","null",
"2506194","null","Nick Novak","K","HOU","K","HOU","null","2","null","null","null","23","null","null","0","null","null","null","2","2","4.5293","null",
"2506222","null","Josh Cribbs","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2506264","null","Robbie Gould","K","NYG","K","NYG","null","5","null","null","null","15","null","null","0","null","null","null","5","5","7.8241","null",
"2506340","null","Alex Smith","QB","KC","QB","KC","null","15.16","null","null","null","16","null","null","0.36","null","null","null","15.16","15.16","6.667","null",
"2506341","null","Ronnie Brown","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2506363","null","Aaron Rodgers","QB","GB","QB","GB","null","19.58","null","null","null","6","null","null","0.44","null","null","null","19.58","19.58","null","null",
"2506386","null","Mike Nugent","K","CIN","K","CIN","null","2","null","null","null","23","null","null","0","null","null","null","2","2","3.2114","null",
"2506400","null","Vincent Jackson","WR","TB","WR","TB","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2506404","null","Frank Gore","RB","IND","RB","IND","null","7.3","null","null","null","28","null","null","0.05","null","null","null","7.3","7.3","2.835","null",
"2506467","null","Darren Sproles","RB","PHI","RB","PHI","null","5.5","null","null","null","36","null","null","0.95","null","null","null","5.5","5.5","5.1186","null",
"2506481","null","Dan Orlovsky","QB","DET","QB","DET","null","0.08","null","null","null","60","null","null","0.04","null","null","null","0.08","0.08","null","null",
"2506546","null","Derek Anderson","QB","CAR","QB","CAR","null","0.24","null","null","null","48","null","null","0.04","null","null","null","0.24","0.24","null","null",
"2506581","null","Ryan Fitzpatrick","QB","NYJ","QB","NYJ","null","16.14","null","null","null","11","null","null","0.24","null","null","null","16.14","16.14","null","null",
"2506619","null","Daniel Fells","TE","NYG","TE","NYG","null","0","null","null","null","81","null","null","0","null","null","null","0","0","null","null",
"2506677","null","Matt Prater","K","DET","K","DET","null","12","null","null","null","2","null","null","0","null","null","null","12","12","3.2114","null",
"2506871","null","Fred Jackson","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2506874","null","Reggie Bush","RB","BUF","RB","BUF","null","1.2","null","null","null","70","null","null","0.1","null","null","null","1.2","1.2","8.7344","null",
"2506885","null","Santonio Holmes","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2506895","null","Kellen Clemens","QB","SD","QB","SD","null","0.32","null","null","null","39","null","null","0","null","null","null","0.32","0.32","null","null",
"2506897","null","Devin Hester","WR","BAL","WR","BAL","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2506922","null","Stephen Gostkowski","K","NE","K","NE","null","6","null","null","null","13","null","null","0.5","null","null","null","6","6","8.4831","null",
"2507029","null","Eric Weems","WR","ATL","WR","ATL","null","0.1","null","null","null","152","null","null","0.1","null","null","null","0.1","0.1","null","null",
"2507164","null","Adrian Peterson","RB","MIN","RB","MIN","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2507166","null","Ted Ginn","WR","CAR","WR","CAR","null","4.9","null","null","null","61","null","null","0","null","null","null","4.9","4.9","null","null",
"2507170","null","Zach Miller","TE","FA","TE","FA","null","0","null","null","null","81","null","null","0","null","null","null","0","0","null","null",
"2507183","null","James Jones","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2507218","null","Brent Celek","TE","PHI","TE","PHI","null","0.6","null","null","null","52","null","null","0","null","null","null","0.6","0.6","8.4191","null",
"2507225","null","Nick Folk","K","NYJ","K","NYJ","null","12","null","null","null","2","null","null","0.5","null","null","null","12","12","7.1652","null",
"2507232","null","Mason Crosby","K","GB","K","GB","null","5","null","null","null","15","null","null","0","null","null","null","5","5","2.5524","null",
"2507237","null","Jordan Palmer","QB","FA","QB","FA","null","0","null","null","null","63","null","null","0","null","null","null","0","0","null","null",
"2507278","null","Jackie Battle","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2507282","null","Matt Moore","QB","MIA","QB","MIA","null","0.08","null","null","null","60","null","null","0.08","null","null","null","0.08","0.08","null","null",
"2507374","null","Steven Hauschka","K","SEA","K","SEA","null","5","null","null","null","15","null","null","0","null","null","null","5","5","null","null",
"2507401","null","Dan Carpenter","K","BUF","K","BUF","null","2","null","null","null","23","null","null","0.5","null","null","null","2","2","2.2229","null",
"2507405","null","Matthew Mulligan","TE","DET","TE","DET","null","0.1","null","null","null","76","null","null","0","null","null","null","0.1","0.1","null","null",
"2507428","null","Mike Tolbert","RB","CAR","RB","CAR","null","0.9","null","null","null","76","null","null","0","null","null","null","0.9","0.9","7.5926","null",
"2507463","null","Connor Barth","K","CHI","K","CHI","null","11","null","null","null","5","null","null","1","null","null","null","11","11","8.1536","null",
"2507486","null","Kellen Davis","TE","FA","TE","FA","null","0","null","null","null","81","null","null","0","null","null","null","0","0","null","null",
"2507763","null","Mike Wallace","WR","BAL","WR","BAL","null","11.6","null","null","null","17","null","null","0.6","null","null","null","11.6","11.6","4.6297","null",
"2507779","null","Donald Brown","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2507828","null","Logan Paulsen","TE","CHI","TE","CHI","null","0.1","null","null","null","76","null","null","0","null","null","null","0.1","0.1","9.6369","null",
"2507855","null","Victor Cruz","WR","NYG","WR","NYG","null","4.3","null","null","null","68","null","null","0.1","null","null","null","4.3","4.3","4.9343","null",
"2507883","null","Jeff Cumberland","TE","SD","TE","SD","null","0","null","null","null","81","null","null","0","null","null","null","0","0","null","null",
"2507999","null","Chris Ivory","RB","JAC","RB","JAC","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2508051","null","John Conner","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2508061","null","Antonio Brown","WR","PIT","WR","PIT","null","14.5","null","null","null","1","null","null","0.6","null","null","null","14.5","14.5","1.2789","null",
"2508096","null","Tyler Clutts","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2508101","null","James Develin","RB","NE","RB","NE","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2508112","null","Rob Housler","TE","FA","TE","FA","null","0","null","null","null","81","null","null","0","null","null","null","0","0","null","null",
"2508115","null","Vincent Brown","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2528181","null","Bryan Walters","WR","JAC","WR","JAC","null","1.2","null","null","null","109","null","null","0","null","null","null","1.2","1.2","7.1276","null",
"2530515","null","Chris Hogan","WR","NE","WR","NE","null","2.9","null","null","null","92","null","null","0.45","null","null","null","2.9","2.9","null","null",
"2530516","null","Robert Hughes","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2530575","null","Drew Davis","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2530598","null","Jeremy Ross","WR","NYJ","WR","NYJ","null","0.2","null","null","null","150","null","null","0.05","null","null","null","0.2","0.2","null","null",
"2530660","null","Kamar Aiken","WR","BAL","WR","BAL","null","3.2","null","null","null","88","null","null","0.1","null","null","null","3.2","3.2","null","null",
"2530690","null","DuJuan Harris","RB","SF","RB","SF","null","2.2","null","null","null","49","null","null","0","null","null","null","2.2","2.2","4.4526","null",
"2530699","null","Henry Hynoski","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2530700","null","Dontrelle Inman","WR","SD","WR","SD","null","11","null","null","null","18","null","null","0.05","null","null","null","11","11","null","null",
"2530747","null","Doug Baldwin","WR","SEA","WR","SEA","null","12.9","null","null","null","5","null","null","0.1","null","null","null","12.9","12.9","2.6801","null",
"2530763","null","Patrick DiMarco","RB","ATL","RB","ATL","null","0.4","null","null","null","89","null","null","0","null","null","null","0.4","0.4","8.8296","null",
"2532790","null","Travis Benjamin","WR","SD","WR","SD","null","4.9","null","null","null","61","null","null","0.05","null","null","null","4.9","4.9","4.0205","null",
"2532797","null","Brandon Bolden","RB","NE","RB","NE","null","0.8","null","null","null","79","null","null","0","null","null","null","0.8","0.8","null","null",
"2532799","null","Jarrett Boykin","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2532802","null","LaVon Brazill","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2532807","null","Ryan Broyles","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2532820","null","Kirk Cousins","QB","WAS","QB","WAS","null","15.5","null","null","null","15","null","null","0.39","null","null","null","15.5","15.5","5.5347","null",
"2532823","null","Juron Criner","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2532835","null","Rhett Ellison","TE","MIN","TE","MIN","null","0.7","null","null","null","51","null","null","0.1","null","null","null","0.7","0.7","4.6643","null",
"2532838","null","Coby Fleener","TE","NO","TE","NO","null","3.7","null","null","null","19","null","null","0.2","null","null","null","3.7","3.7","4.8673","null",
"2532841","null","Michael Floyd","WR","ARI","WR","ARI","null","5.1","null","null","null","57","null","null","0.1","null","null","null","5.1","5.1","null","null",
"2532842","null","Nick Foles","QB","KC","QB","KC","null","0.32","null","null","null","39","null","null","0.02","null","null","null","0.32","0.32","null","null",
"2532850","null","T.J. Graham","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2532851","null","Cyrus Gray","RB","ATL","RB","ATL","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2532853","null","Ladarius Green","TE","PIT","TE","PIT","null","1.4","null","null","null","34","null","null","0","null","null","null","1.4","1.4","5.9836","null",
"2532862","null","Junior Hemingway","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2532864","null","Dan Herron","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2532865","null","T.Y. Hilton","WR","IND","WR","IND","null","5.8","null","null","null","48","null","null","0.2","null","null","null","5.8","5.8","null","null",
"2532876","null","A.J. Jenkins","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2532884","null","Marvin Jones","WR","DET","WR","DET","null","4","null","null","null","74","null","null","0.1","null","null","null","4","4","null","null",
"2532887","null","Jermaine Kearse","WR","SEA","WR","SEA","null","10.5","null","null","null","21","null","null","0.05","null","null","null","10.5","10.5","6.7621","null",
"2532888","null","Case Keenum","QB","LA","QB","LA","null","0.16","null","null","null","54","null","null","0.02","null","null","null","0.16","0.16","null","null",
"2532894","null","Ryan Lindley","QB","FA","QB","FA","null","0","null","null","null","63","null","null","0","null","null","null","0","0","null","null",
"2532899","null","Doug Martin","RB","TB","RB","TB","null","13.5","null","null","null","10","null","null","0.75","null","null","null","13.5","13.5","3.5962","null",
"2532917","null","Kellen Moore","QB","DAL","QB","DAL","null","0","null","null","null","63","null","null","0","null","null","null","0","0","null","null",
"2532926","null","Isaiah Pead","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2532933","null","Brian Quick","WR","LA","WR","LA","null","9.1","null","null","null","28","null","null","0.1","null","null","null","9.1","9.1","6.5184","null",
"2532956","null","Ryan Tannehill","QB","MIA","QB","MIA","null","13.54","null","null","null","23","null","null","0.32","null","null","null","13.54","13.54","6.2895","null",
"2532975","null","Russell Wilson","QB","SEA","QB","SEA","null","15.06","null","null","null","17","null","null","0.81","null","null","null","15.06","15.06","5.1573","null",
"2532978","null","Jarius Wright","WR","MIN","WR","MIN","null","1.2","null","null","null","109","null","null","0","null","null","null","1.2","1.2","3.3503","null",
"2533012","null","Vick Ballard","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2533028","null","James Hanna","TE","DAL","TE","DAL","null","0","null","null","null","81","null","null","0","null","null","null","0","0","null","null",
"2533030","null","Jonas Gray","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2533031","null","Andrew Luck","QB","IND","QB","IND","null","15.68","null","null","null","14","null","null","0.35","null","null","null","15.68","15.68","5.1573","null",
"2533034","null","Lamar Miller","RB","HOU","RB","HOU","null","14.3","null","null","null","6","null","null","0.35","null","null","null","14.3","14.3","3.3107","null",
"2533036","null","LaMichael James","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2533037","null","Chris Polk","RB","HOU","RB","HOU","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2533038","null","Justin Blackmon","WR","JAC","WR","JAC","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2533039","null","Alshon Jeffery","WR","CHI","WR","CHI","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2533040","null","Mohamed Sanu","WR","ATL","WR","ATL","null","4.8","null","null","null","64","null","null","0.3","null","null","null","4.8","4.8","4.6906","null",
"2533046","null","Dwayne Allen","TE","IND","TE","IND","null","2.4","null","null","null","27","null","null","0.15","null","null","null","2.4","2.4","4.8673","null",
"2533047","null","Orson Charles","TE","DET","TE","DET","null","0","null","null","null","81","null","null","0","null","null","null","0","0","null","null",
"2533349","null","Austin Davis","QB","DEN","QB","DEN","null","0.16","null","null","null","54","null","null","0.04","null","null","null","0.16","0.16","null","null",
"2533353","null","Cory Harkey","TE","LA","TE","LA","null","0.1","null","null","null","76","null","null","0.05","null","null","null","0.1","0.1","null","null",
"2533436","null","Brock Osweiler","QB","HOU","QB","HOU","null","12.26","null","null","null","27","null","null","0.58","null","null","null","12.26","12.26","5.1573","null",
"2533437","null","Ronnie Hillman","RB","SD","RB","SD","null","3.2","null","null","null","41","null","null","0.15","null","null","null","3.2","3.2","null","null",
"2533444","null","Randy Bullock","K","PIT","K","PIT","null","0","null","null","null","31","null","null","0","null","null","null","0","0","null","null",
"2533457","null","Alfred Morris","RB","DAL","RB","DAL","null","1.8","null","null","null","57","null","null","0.05","null","null","null","1.8","1.8","4.5477","null",
"2533460","null","Robert Turbin","RB","IND","RB","IND","null","1.9","null","null","null","55","null","null","0.05","null","null","null","1.9","1.9","3.8816","null",
"2533537","null","Stephen Hill","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2533540","null","Edwin Baker","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2533545","null","Bernard Pierce","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2534241","null","Derek Carrier","TE","WAS","TE","WAS","null","0.5","null","null","null","58","null","null","0","null","null","null","0.5","0.5","5.1717","null",
"2534244","null","Chase Ford","TE","FA","TE","FA","null","0","null","null","null","81","null","null","0","null","null","null","0","0","null","null",
"2534436","null","Deonte Thompson","WR","CHI","WR","CHI","null","3.1","null","null","null","89","null","null","0.15","null","null","null","3.1","3.1","4.6297","null",
"2534437","null","Austin Johnson","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2534571","null","Bobby Rainey","RB","NYG","RB","NYG","null","0.5","null","null","null","88","null","null","0.1","null","null","null","0.5","0.5","5.6895","null",
"2534770","null","Jonathan Grimes","RB","HOU","RB","HOU","null","0","null","null","null","99","null","null","0","null","null","null","0","0","7.8781","null",
"2534789","null","Daryl Richardson","RB","FA","RB","FA","null","0.8","null","null","null","79","null","null","0.05","null","null","null","0.8","0.8","null","null",
"2534796","null","Bryce Brown","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2534797","null","Greg Zuerlein","K","LA","K","LA","null","1","null","null","null","29","null","null","1","null","null","null","1","1","4.5293","null",
"2534820","null","Garrett Celek","TE","SF","TE","SF","null","1.8","null","null","null","32","null","null","0.3","null","null","null","1.8","1.8","2.7362","null",
"2534871","null","Derrick Coleman","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2535634","null","Chris Givens","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2535696","null","Joe Banyard","RB","JAC","RB","JAC","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2535698","null","Cole Beasley","WR","DAL","WR","DAL","null","5.2","null","null","null","56","null","null","0.15","null","null","null","5.2","5.2","4.8734","null",
"2535708","null","Lance Dunbar","RB","DAL","RB","DAL","null","1.1","null","null","null","71","null","null","0.05","null","null","null","1.1","1.1","7.4974","null",
"2535724","null","Dominique Jones","TE","MIA","TE","MIA","null","0.2","null","null","null","72","null","null","0","null","null","null","0.2","0.2","2.9392","null",
"2535869","null","Rod Streater","WR","SF","WR","SF","null","3.8","null","null","null","76","null","null","0.2","null","null","null","3.8","3.8","6.7012","null",
"2535882","null","Mike Brown","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2535890","null","Travaris Cadet","RB","NO","RB","NO","null","1","null","null","null","73","null","null","0","null","null","null","1","1","6.5459","null",
"2535943","null","Sean McGrath","TE","SD","TE","SD","null","0.2","null","null","null","72","null","null","0.05","null","null","null","0.2","0.2","5.4762","null",
"2535964","null","Josh Bellamy","WR","CHI","WR","CHI","null","1.6","null","null","null","101","null","null","0.2","null","null","null","1.6","1.6","5.4827","null",
"2535966","null","Brenton Bersin","WR","CAR","WR","CAR","null","0.3","null","null","null","146","null","null","0","null","null","null","0.3","0.3","null","null",
"2535988","null","Brittan Golden","WR","ARI","WR","ARI","null","0.7","null","null","null","125","null","null","0","null","null","null","0.7","0.7","6.7012","null",
"2536031","null","Damaris Johnson","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2536044","null","Jamize Olawale","RB","OAK","RB","OAK","null","0.9","null","null","null","76","null","null","0.05","null","null","null","0.9","0.9","6.8314","null",
"2536071","null","Cooper Helfet","TE","FA","TE","FA","null","0","null","null","null","81","null","null","0","null","null","null","0","0","null","null",
"2536340","null","Justin Tucker","K","BAL","K","BAL","null","12","null","null","null","2","null","null","1","null","null","null","12","12","2.2229","null",
"2536342","null","Brandon Bostick","TE","NYJ","TE","NYJ","null","0.9","null","null","null","44","null","null","0","null","null","null","0.9","0.9","null","null",
"2536532","null","Jorvorskie Lane","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2537933","null","Larry Donnell","TE","NYG","TE","NYG","null","0.6","null","null","null","52","null","null","0","null","null","null","0.6","0.6","null","null",
"2539202","null","Chris Gragg","TE","BUF","TE","BUF","null","0","null","null","null","81","null","null","0","null","null","null","0","0","null","null",
"2539203","null","Cobi Hamilton","WR","PIT","WR","PIT","null","2.5","null","null","null","93","null","null","0.15","null","null","null","2.5","2.5","4.6297","null",
"2539205","null","Terrance Williams","WR","DAL","WR","DAL","null","3.4","null","null","null","81","null","null","0.05","null","null","null","3.4","3.4","6.2138","null",
"2539217","null","Andre Ellington","RB","ARI","RB","ARI","null","1.6","null","null","null","63","null","null","0","null","null","null","1.6","1.6","4.4526","null",
"2539227","null","Dustin Hopkins","K","WAS","K","WAS","null","6","null","null","null","13","null","null","1","null","null","null","6","6","5.8472","null",
"2539228","null","EJ Manuel","QB","BUF","QB","BUF","null","0.2","null","null","null","50","null","null","0","null","null","null","0.2","0.2","null","null",
"2539235","null","Tavarres King","WR","NYG","WR","NYG","null","0.7","null","null","null","125","null","null","0","null","null","null","0.7","0.7","null","null",
"2539246","null","Chris Harper","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2539250","null","Quinton Patton","WR","SF","WR","SF","null","1.1","null","null","null","115","null","null","0","null","null","null","1.1","1.1","null","null",
"2539256","null","Aaron Dobson","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2539260","null","Denard Robinson","RB","JAC","RB","JAC","null","2.2","null","null","null","49","null","null","0.1","null","null","null","2.2","2.2","5.4041","null",
"2539265","null","Rex Burkhead","RB","CIN","RB","CIN","null","1.7","null","null","null","59","null","null","0","null","null","null","1.7","1.7","4.1671","null",
"2539275","null","Mike Glennon","QB","TB","QB","TB","null","0.2","null","null","null","50","null","null","0.02","null","null","null","0.2","0.2","null","null",
"2539287","null","Landry Jones","QB","PIT","QB","PIT","null","0.4","null","null","null","36","null","null","0.04","null","null","null","0.4","0.4","null","null",
"2539289","null","Kenjon Barner","RB","PHI","RB","PHI","null","1.7","null","null","null","62","null","null","0.1","null","null","null","1.7","1.7","6.9265","null",
"2539303","null","Zach Line","RB","MIN","RB","MIN","null","0.4","null","null","null","89","null","null","0","null","null","null","0.4","0.4","5.975","null",
"2539308","null","Matt Barkley","QB","CHI","QB","CHI","null","19.86","null","null","null","4","null","null","0.21","null","null","null","19.86","19.86","6.2895","null",
"2539315","null","Stepfan Taylor","RB","ARI","RB","ARI","null","0.4","null","null","null","89","null","null","0.05","null","null","null","0.4","0.4","null","null",
"2539322","null","Christine Michael","RB","GB","RB","GB","null","2.3","null","null","null","48","null","null","0.1","null","null","null","2.3","2.3","6.4508","null",
"2539327","null","Joseph Fauria","TE","FA","TE","FA","null","0","null","null","null","81","null","null","0","null","null","null","0","0","null","null",
"2539336","null","Tavon Austin","WR","LA","WR","LA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2539341","null","Montee Ball","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2539637","null","Caleb Sturgis","K","PHI","K","PHI","null","5","null","null","null","15","null","null","0","null","null","null","5","5","5.8472","null",
"2539645","null","Brandon Williams","TE","SEA","TE","SEA","null","0.1","null","null","null","76","null","null","0.1","null","null","null","0.1","0.1","8.5206","null",
"2539663","null","Mike Gillislee","RB","BUF","RB","BUF","null","2.2","null","null","null","49","null","null","0.2","null","null","null","2.2","2.2","null","null",
"2539961","null","Ryan Nassib","QB","NYG","QB","NYG","null","0.26","null","null","null","47","null","null","0.02","null","null","null","0.26","0.26","null","null",
"2539964","null","Marquise Goodwin","WR","BUF","WR","BUF","null","3.3","null","null","null","83","null","null","0","null","null","null","3.3","3.3","null","null",
"2539995","null","Mychal Rivera","TE","OAK","TE","OAK","null","1.3","null","null","null","38","null","null","0.2","null","null","null","1.3","1.3","4.7658","null",
"2540005","null","Marlon Brown","WR","DEN","WR","DEN","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2540011","null","Chris Thompson","RB","WAS","RB","WAS","null","2.9","null","null","null","45","null","null","0.15","null","null","null","2.9","2.9","null","null",
"2540020","null","Theo Riddick","RB","DET","RB","DET","null","6.3","null","null","null","35","null","null","1.1","null","null","null","6.3","6.3","null","null",
"2540037","null","Fozzy Whittaker","RB","CAR","RB","CAR","null","1.9","null","null","null","55","null","null","0.1","null","null","null","1.9","1.9","5.1186","null",
"2540145","null","Cordarrelle Patterson","WR","MIN","WR","MIN","null","3.4","null","null","null","81","null","null","0.1","null","null","null","3.4","3.4","3.8377","null",
"2540148","null","Tyler Eifert","TE","CIN","TE","CIN","null","11.3","null","null","null","2","null","null","1","null","null","null","11.3","11.3","2.6347","null",
"2540151","null","Justin Hunter","WR","BUF","WR","BUF","null","8.6","null","null","null","32","null","null","0.1","null","null","null","8.6","8.6","6.031","null",
"2540154","null","Keenan Allen","WR","SD","WR","SD","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2540156","null","Giovani Bernard","RB","CIN","RB","CIN","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2540157","null","Stedman Bailey","WR","LA","WR","LA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2540158","null","Zach Ertz","TE","PHI","TE","PHI","null","10.5","null","null","null","3","null","null","0.65","null","null","null","10.5","10.5","4.0554","null",
"2540165","null","DeAndre Hopkins","WR","HOU","WR","HOU","null","6.2","null","null","null","44","null","null","0.25","null","null","null","6.2","6.2","3.5331","null",
"2540168","null","Eddie Lacy","RB","GB","RB","GB","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2540171","null","Joseph Randle","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2540173","null","Tyler Bray","QB","KC","QB","KC","null","0","null","null","null","63","null","null","0","null","null","null","0","0","null","null",
"2540175","null","LeVeon Bell","RB","PIT","RB","PIT","null","16.3","null","null","null","5","null","null","2.05","null","null","null","16.3","16.3","0.9319","null",
"2540177","null","Marquess Wilson","WR","CHI","WR","CHI","null","3.3","null","null","null","83","null","null","0","null","null","null","3.3","3.3","5.3608","null",
"2540178","null","Knile Davis","RB","KC","RB","KC","null","0","null","null","null","99","null","null","0","null","null","null","0","0","5.6895","null",
"2540181","null","Josh Boyce","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2540200","null","Dion Sims","TE","MIA","TE","MIA","null","1.9","null","null","null","30","null","null","0.05","null","null","null","1.9","1.9","2.4318","null",
"2540202","null","Kenny Stills","WR","MIA","WR","MIA","null","4.2","null","null","null","70","null","null","0.05","null","null","null","4.2","4.2","6.1528","null",
"2540203","null","Levine Toilolo","TE","ATL","TE","ATL","null","1","null","null","null","42","null","null","0.05","null","null","null","1","1","5.9836","null",
"2540204","null","Spencer Ware","RB","KC","RB","KC","null","14.2","null","null","null","7","null","null","0.55","null","null","null","14.2","14.2","2.6447","null",
"2540211","null","Gavin Escobar","TE","DAL","TE","DAL","null","0.5","null","null","null","58","null","null","0","null","null","null","0.5","0.5","5.1717","null",
"2540215","null","Vance McDonald","TE","SF","TE","SF","null","3.5","null","null","null","22","null","null","0.4","null","null","null","3.5","3.5","3.8525","null",
"2540224","null","Mike James","RB","TB","RB","TB","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
