3562.22,77.308
39.6106
aaron rodgers,devonta freeman,jeremy hill,rashad jennings,allen robinson,kelvin benjamin,deandre hopkins,greg olsen,tennessee,
blake bortles,david johnson,devonta freeman,tevin coleman,terrelle pryor,mike wallace,steve smith,greg olsen,new orleans,
cam newton,david johnson,rashad jennings,allen robinson,brandon marshall,deandre hopkins,mike wallace,tyler eifert,cincinnati,
cam newton,david johnson,devonta freeman,tevin coleman,allen robinson,kelvin benjamin,deandre hopkins,charles clay,new orleans,
tom brady,melvin gordon,devonta freeman,jeremy hill,allen robinson,brandon marshall,deandre hopkins,charles clay,tennessee,
tom brady,devonta freeman,jeremy hill,rashad jennings,allen robinson,kelvin benjamin,mike wallace,greg olsen,cincinnati,
tom brady,carlos hyde,thomas rawls,amari cooper,allen robinson,brandon marshall,deandre hopkins,tyler eifert,tennessee,
tom brady,jeremy hill,thomas rawls,devontae booker,amari cooper,terrelle pryor,brandon marshall,greg olsen,new orleans,
aaron rodgers,devonta freeman,jeremy hill,doug martin,amari cooper,brandon marshall,mike wallace,greg olsen,tennessee,
tom brady,david johnson,carlos hyde,tevin coleman,brandon marshall,deandre hopkins,mike wallace,travis kelce,tennessee,
tom brady,devonta freeman,jeremy hill,isaiah crowell,allen robinson,deandre hopkins,mike wallace,greg olsen,tennessee,
tom brady,carlos hyde,thomas rawls,tevin coleman,amari cooper,brandon marshall,steve smith,greg olsen,denver,
blake bortles,david johnson,devonta freeman,jeremy hill,amari cooper,kelvin benjamin,deandre hopkins,gary barnidge,tennessee,
tom brady,jeremy hill,carlos hyde,doug martin,amari cooper,allen robinson,brandon marshall,tyler eifert,new orleans,
tom brady,devonta freeman,jeremy hill,terrelle pryor,brandon marshall,deandre hopkins,mike wallace,greg olsen,denver,
tom brady,devonta freeman,thomas rawls,devontae booker,allen robinson,deandre hopkins,mike wallace,greg olsen,tennessee,
ryan fitzpatrick,david johnson,devonta freeman,rashad jennings,allen robinson,terrelle pryor,kelvin benjamin,gary barnidge,new orleans,
cam newton,david johnson,devonta freeman,tevin coleman,allen robinson,terrelle pryor,steve smith,gary barnidge,tennessee,
ryan fitzpatrick,david johnson,jeremy hill,allen robinson,brandon marshall,deandre hopkins,mike wallace,greg olsen,denver,
tom brady,rashad jennings,thomas rawls,tevin coleman,amari cooper,allen robinson,terrelle pryor,tyler eifert,tennessee,
cam newton,devonta freeman,carlos hyde,rashad jennings,allen robinson,brandon marshall,mike wallace,greg olsen,denver,
blake bortles,david johnson,devonta freeman,jeremy hill,brandon marshall,mike wallace,kenny britt,greg olsen,new orleans,
tom brady,david johnson,jeremy hill,carlos hyde,kelvin benjamin,mike wallace,steve smith,gary barnidge,tennessee,
tom brady,david johnson,rashad jennings,tevin coleman,terrelle pryor,kelvin benjamin,steve smith,charles clay,tennessee,
blake bortles,david johnson,devonta freeman,tevin coleman,amari cooper,allen robinson,deandre hopkins,charles clay,new orleans,
cam newton,david johnson,devonta freeman,tevin coleman,brandon marshall,deandre hopkins,mike wallace,greg olsen,cincinnati,
cam newton,devonta freeman,carlos hyde,tevin coleman,amari cooper,allen robinson,steve smith,greg olsen,tennessee,
blake bortles,david johnson,jeremy hill,devontae booker,amari cooper,allen robinson,brandon marshall,travis kelce,tennessee,
cam newton,devonta freeman,jeremy hill,rashad jennings,allen robinson,terrelle pryor,kelvin benjamin,greg olsen,new orleans,
cam newton,david johnson,devonta freeman,jeremy hill,brandon marshall,steve smith,tyler boyd,greg olsen,cincinnati,
ryan fitzpatrick,david johnson,jeremy hill,carlos hyde,allen robinson,deandre hopkins,steve smith,greg olsen,tennessee,
