playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","7.06","null","null","null","15","null","null","0.125","null","null","null","7.06","7.06","null","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","17.49","null","null","null","17","null","null","0.61","null","null","null","17.49","17.49","6.527","null",
"2495158","null","Leonard Hankerson","WR","FA","WR","FA","null","0","null","null","null","146","null","null","0","null","null","null","0","0","null","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","0.83","null","null","null","121","null","null","0.06","null","null","null","0.83","0.83","null","null",
"2495161","null","Roy Helu","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","NO","RB","NO","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2495181","null","Jerrod Johnson","QB","DAL","QB","DAL","null","0","null","null","null","61","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","16.47","null","null","null","21","null","null","0.085","null","null","null","16.47","16.47","4.0901","null",
"2495187","null","Lance Kendricks","TE","LA","TE","LA","null","5.53","null","null","null","25","null","null","0.135","null","null","null","5.53","5.53","4.2062","null",
"2495189","null","Jeremy Kerley","WR","SF","WR","SF","null","7.85","null","null","null","52","null","null","0.14","null","null","null","7.85","7.85","null","null",
"2495192","null","Greg Little","WR","FA","WR","FA","null","0","null","null","null","146","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","TEN","RB","TEN","null","18.57","null","null","null","2","null","null","1.97","null","null","null","18.57","18.57","1.6425","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","4.64","null","null","null","31","null","null","0.46","null","null","null","4.64","4.64","5.9483","null",
"2495215","null","Christian Ponder","QB","SF","QB","SF","null","0","null","null","null","61","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","BUF","WR","BUF","null","0","null","null","null","146","null","null","0","null","null","null","0","0","null","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","18.82","null","null","null","9","null","null","0.41","null","null","null","18.82","18.82","6.97","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","0","null","null","null","77","null","null","0","null","null","null","0","0","null","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","6.83","null","null","null","18","null","null","0.185","null","null","null","6.83","6.83","null","null",
"2495306","null","Ricardo Lockette","WR","FA","WR","FA","null","0","null","null","null","146","null","null","0","null","null","null","0","0","null","null",
"2495314","null","Bruce Miller","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","8.19","null","null","null","32","null","null","0.625","null","null","null","8.19","8.19","3.2883","null",
"2495331","null","Aldrick Robinson","WR","ATL","WR","ATL","null","1.96","null","null","null","113","null","null","0.065","null","null","null","1.96","1.96","6.666","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","0","null","null","null","99","null","null","0","null","null","null","0","0","4.8625","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","0","null","null","null","77","null","null","0","null","null","null","0","0","null","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","7.09","null","null","null","14","null","null","0.075","null","null","null","7.09","7.09","null","null",
"2495425","null","Scott Tolzien","QB","IND","QB","IND","null","0.096","null","null","null","50","null","null","0","null","null","null","0.096","0.096","null","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","1.634","null","null","null","32","null","null","1.076","null","null","null","1.634","1.634","null","null",
"2495443","null","Ryan Mallett","QB","BAL","QB","BAL","null","0.112","null","null","null","41","null","null","0","null","null","null","0.112","0.112","null","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","10.32","null","null","null","29","null","null","0.065","null","null","null","10.32","10.32","3.4797","null",
"2495450","null","A.J. Green","WR","CIN","WR","CIN","null","18.2","null","null","null","2","null","null","2.54","null","null","null","18.2","18.2","null","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","null","2.71","null","null","null","99","null","null","0.105","null","null","null","2.71","2.71","6.1349","null",
"2495454","null","Julio Jones","WR","ATL","WR","ATL","null","16.55","null","null","null","3","null","null","1.795","null","null","null","16.55","16.55","null","null",
"2495455","null","Cam Newton","QB","CAR","QB","CAR","null","25.77","null","null","null","1","null","null","4.47","null","null","null","25.77","25.77","null","null",
"2495459","null","Torrey Smith","WR","SF","WR","SF","null","8.55","null","null","null","46","null","null","0.36","null","null","null","8.55","8.55","6.2943","null",
"2495461","null","Shaun Draughn","RB","SF","RB","SF","null","5.35","null","null","null","44","null","null","0.39","null","null","null","5.35","5.35","6.5082","null",
"2495466","null","Mark Ingram","RB","NO","RB","NO","null","14.78","null","null","null","5","null","null","0.555","null","null","null","14.78","14.78","null","null",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2495469","null","Dion Lewis","RB","NE","RB","NE","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2495470","null","Stevan Ridley","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2495472","null","Jordan Todman","RB","IND","RB","IND","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2495473","null","Shane Vereen","RB","NYG","RB","NYG","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2495558","null","Dwayne Bowe","WR","FA","WR","FA","null","0","null","null","null","146","null","null","0","null","null","null","0","0","null","null",
"2495560","null","Ahmad Bradshaw","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2495573","null","Scott Chandler","TE","FA","TE","FA","null","0","null","null","null","77","null","null","0","null","null","null","0","0","null","null",
"2495620","null","Clark Harris","TE","CIN","TE","CIN","null","0","null","null","null","77","null","null","0","null","null","null","0","0","null","null",
"2495651","null","Jacoby Jones","WR","FA","WR","FA","null","0","null","null","null","146","null","null","0","null","null","null","0","0","null","null",
"2495663","null","Marshawn Lynch","RB","FA","RB","FA","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2495700","null","Greg Olsen","TE","CAR","TE","CAR","null","12.84","null","null","null","1","null","null","1.05","null","null","null","12.84","12.84","2.255","null",
"2495748","null","Drew Stanton","QB","ARI","QB","ARI","null","0.112","null","null","null","41","null","null","0.002","null","null","null","0.112","0.112","null","null",
"2495802","null","Jason Avant","WR","KC","WR","KC","null","0","null","null","null","146","null","null","0","null","null","null","0","0","null","null",
"2495821","null","Marques Colston","WR","FA","WR","FA","null","0","null","null","null","146","null","null","0","null","null","null","0","0","null","null",
"2495824","null","Jay Cutler","QB","CHI","QB","CHI","null","0","null","null","null","61","null","null","0","null","null","null","0","0","null","null",
"2495825","null","Owen Daniels","TE","FA","TE","FA","null","0","null","null","null","77","null","null","0","null","null","null","0","0","null","null",
"2495826","null","Vernon Davis","TE","WAS","TE","WAS","null","6.57","null","null","null","21","null","null","0.305","null","null","null","6.57","6.57","5.5999","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","null","0.28","null","null","null","72","null","null","0.015","null","null","null","0.28","0.28","4.6243","null",
"2495838","null","Bruce Gradkowski","QB","PIT","QB","PIT","null","0","null","null","null","61","null","null","0","null","null","null","0","0","null","null",
"2495863","null","Tarvaris Jackson","QB","FA","QB","FA","null","0","null","null","null","61","null","null","0","null","null","null","0","0","null","null",
"2495867","null","Greg Jennings","WR","FA","WR","FA","null","0","null","null","null","146","null","null","0","null","null","null","0","0","null","null",
"2495888","null","Marcedes Lewis","TE","JAC","TE","JAC","null","2.29","null","null","null","40","null","null","0.03","null","null","null","2.29","2.29","null","null",
"2495893","null","Brandon Marshall","WR","NYJ","WR","NYJ","null","11.4","null","null","null","24","null","null","0.405","null","null","null","11.4","11.4","null","null",
"2495966","null","Delanie Walker","TE","TEN","TE","TEN","null","9.36","null","null","null","4","null","null","0.515","null","null","null","9.36","9.36","2.7428","null",
"2495974","null","Charlie Whitehurst","QB","CLE","QB","CLE","null","0","null","null","null","61","null","null","0","null","null","null","0","0","null","null",
"2495979","null","DeAngelo Williams","RB","PIT","RB","PIT","null","6.07","null","null","null","40","null","null","0.165","null","null","null","6.07","6.07","null","null",
"2499255","null","Richard Gordon","TE","BAL","TE","BAL","null","0","null","null","null","77","null","null","0","null","null","null","0","0","null","null",
"2504211","null","Tom Brady","QB","NE","QB","NE","null","20.12","null","null","null","4","null","null","0.13","null","null","null","20.12","20.12","2.0964","null",
"2504531","null","Michael Vick","QB","FA","QB","FA","null","0","null","null","null","61","null","null","0","null","null","null","0","0","null","null",
"2504595","null","Steve Smith","WR","BAL","WR","BAL","null","0","null","null","null","146","null","null","0","null","null","null","0","0","null","null",
"2504775","null","Drew Brees","QB","NO","QB","NO","null","20.66","null","null","null","3","null","null","0.565","null","null","null","20.66","20.66","2.3179","null",
"2505076","null","Josh McCown","QB","CLE","QB","CLE","null","0","null","null","null","61","null","null","0","null","null","null","0","0","null","null",
"2505245","null","Carson Palmer","QB","ARI","QB","ARI","null","19.91","null","null","null","6","null","null","0.48","null","null","null","19.91","19.91","3.204","null",
"2505299","null","Antonio Gates","TE","SD","TE","SD","null","6.97","null","null","null","16","null","null","0.105","null","null","null","6.97","6.97","3.9971","null",
"2505354","null","Tony Romo","QB","DAL","QB","DAL","null","0","null","null","null","61","null","null","0","null","null","null","0","0","null","null",
"2505551","null","Andre Johnson","WR","TEN","WR","TEN","null","5.22","null","null","null","80","null","null","0.22","null","null","null","5.22","5.22","4.17","null",
"2505587","null","Anquan Boldin","WR","DET","WR","DET","null","9.14","null","null","null","40","null","null","0.18","null","null","null","9.14","9.14","null","null",
"2505629","null","Jason Witten","TE","DAL","TE","DAL","null","7.28","null","null","null","12","null","null","0.18","null","null","null","7.28","7.28","null","null",
"2505790","null","Wes Welker","WR","LA","WR","LA","null","0","null","null","null","146","null","null","0","null","null","null","0","0","null","null",
"2505936","null","Steven Jackson","RB","NE","RB","NE","null","0","null","null","null","99","null","null","0","null","null","null","0","0","null","null",
"2505982","null","Matt Schaub","QB","ATL","QB","ATL","null","0.088","null","null","null","57","null","null","0.004","null","null","null","0.088","0.088","null","null",
"2505996","null","Eli Manning","QB","NYG","QB","NYG","null","14.94","null","null","null","28","null","null","1.905","null","null","null","14.94","14.94","7.4131","null",
"2506053","null","Luke McCown","QB","NO","QB","NO","null","0.124","null","null","null","37","null","null","0.006","null","null","null","0.124","0.124","null","null",
"2506106","null","Larry Fitzgerald","WR","ARI","WR","ARI","null","14.77","null","null","null","4","null","null","0.33","null","null","null","14.77","14.77","3.2141","null",
"2506109","null","Ben Roethlisberger","QB","PIT","QB","PIT","null","21.94","null","null","null","2","null","null","1.55","null","null","null","21.94","21.94","3.204","null",
"2506121","null","Philip Rivers","QB","SD","QB","SD","null","16.47","null","null","null","21","null","null","0.18","null","null","null","16.47","16.47","7.1916","null",
"2506122","null","Benjamin Watson","TE","BAL","TE","BAL","null","0","null","null","null","77","null","null","0","null","null","null","0","0","null","null",
"2506147","null","John Kuhn","RB","NO","RB","NO","null","1.23","null","null","null","79","null","null","0.165","null","null","null","1.23","1.23","4.8625","null",
