playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2495331","null","Aldrick Robinson","WR","ATL","WR","ATL","null","0.75","null","null","null","131","null","null","0.02","null","null","null","0.75","0.75","0.8365","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","0","null","null","null","112","null","null","0","null","null","null","0","0","4.7211","null",
"2495341","null","Cecil Shorts","WR","TB","WR","TB","null","2.41","null","null","null","108","null","null","0.115","null","null","null","2.41","2.41","1.726","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","0.42","null","null","null","74","null","null","0.05","null","null","null","0.42","0.42","8.3827","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","8.78","null","null","null","7","null","null","0.275","null","null","null","8.78","8.78","null","null",
"2495425","null","Scott Tolzien","QB","IND","QB","IND","null","0.092","null","null","null","61","null","null","0.004","null","null","null","0.092","0.092","null","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","6.07","null","null","null","20","null","null","0.235","null","null","null","6.07","6.07","null","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","12.19","null","null","null","29","null","null","0.795","null","null","null","12.19","12.19","2.3564","null",
"2495443","null","Ryan Mallett","QB","BAL","QB","BAL","null","0.12","null","null","null","56","null","null","0.012","null","null","null","0.12","0.12","null","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","11.12","null","null","null","30","null","null","0.085","null","null","null","11.12","11.12","5.0467","null",
"2495450","null","A.J. Green","WR","CIN","WR","CIN","null","17","null","null","null","3","null","null","1.31","null","null","null","17","17","0.9551","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","null","2.8","null","null","null","99","null","null","0.045","null","null","null","2.8","2.8","9.0789","null",
"2495454","null","Julio Jones","WR","ATL","WR","ATL","null","16.55","null","null","null","4","null","null","1.925","null","null","null","16.55","16.55","null","null",
"2495455","null","Cam Newton","QB","CAR","QB","CAR","null","24.84","null","null","null","1","null","null","4.325","null","null","null","24.84","24.84","2.5187","null",
"2495459","null","Torrey Smith","WR","SF","WR","SF","null","7.75","null","null","null","53","null","null","0.075","null","null","null","7.75","7.75","6.3512","null",
"2495461","null","Shaun Draughn","RB","SF","RB","SF","null","4.72","null","null","null","52","null","null","0.25","null","null","null","4.72","4.72","3.6932","null",
"2495466","null","Mark Ingram","RB","NO","RB","NO","null","13.82","null","null","null","8","null","null","1","null","null","null","13.82","13.82","3.9253","null",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","null","0","null","null","null","112","null","null","0","null","null","null","0","0","null","null",
"2495469","null","Dion Lewis","RB","NE","RB","NE","null","0","null","null","null","112","null","null","0","null","null","null","0","0","null","null",
"2495470","null","Stevan Ridley","RB","FA","RB","FA","null","0","null","null","null","112","null","null","0","null","null","null","0","0","null","null",
"2495471","null","Jacquizz Rodgers","RB","FA","RB","FA","null","0","null","null","null","112","null","null","0","null","null","null","0","0","null","null",
"2495472","null","Jordan Todman","RB","IND","RB","IND","null","0","null","null","null","112","null","null","0","null","null","null","0","0","null","null",
"2495473","null","Shane Vereen","RB","NYG","RB","NYG","null","9.99","null","null","null","29","null","null","0.11","null","null","null","9.99","9.99","4.1905","null",
"2495558","null","Dwayne Bowe","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2495560","null","Ahmad Bradshaw","RB","FA","RB","FA","null","0","null","null","null","112","null","null","0","null","null","null","0","0","null","null",
"2495573","null","Scott Chandler","TE","FA","TE","FA","null","0","null","null","null","84","null","null","0","null","null","null","0","0","null","null",
"2495620","null","Clark Harris","TE","CIN","TE","CIN","null","0","null","null","null","84","null","null","0","null","null","null","0","0","null","null",
"2495651","null","Jacoby Jones","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2495663","null","Marshawn Lynch","RB","FA","RB","FA","null","0","null","null","null","112","null","null","0","null","null","null","0","0","null","null",
"2495700","null","Greg Olsen","TE","CAR","TE","CAR","null","12.02","null","null","null","2","null","null","1.89","null","null","null","12.02","12.02","2.6288","null",
"2495748","null","Drew Stanton","QB","ARI","QB","ARI","null","0.1","null","null","null","59","null","null","0.006","null","null","null","0.1","0.1","null","null",
"2495802","null","Jason Avant","WR","KC","WR","KC","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2495821","null","Marques Colston","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2495824","null","Jay Cutler","QB","CHI","QB","CHI","null","16.41","null","null","null","19","null","null","0.3","null","null","null","16.41","16.41","6.0899","null",
"2495825","null","Owen Daniels","TE","FA","TE","FA","null","0","null","null","null","84","null","null","0","null","null","null","0","0","null","null",
"2495826","null","Vernon Davis","TE","WAS","TE","WAS","null","0.72","null","null","null","62","null","null","0.03","null","null","null","0.72","0.72","3.4245","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","null","0.93","null","null","null","58","null","null","0.06","null","null","null","0.93","0.93","7.4646","null",
"2495838","null","Bruce Gradkowski","QB","PIT","QB","PIT","null","0","null","null","null","65","null","null","0","null","null","null","0","0","null","null",
"2495863","null","Tarvaris Jackson","QB","SEA","QB","SEA","null","0","null","null","null","65","null","null","0","null","null","null","0","0","null","null",
"2495867","null","Greg Jennings","WR","FA","WR","FA","null","0","null","null","null","153","null","null","0","null","null","null","0","0","null","null",
"2495888","null","Marcedes Lewis","TE","JAC","TE","JAC","null","1.62","null","null","null","52","null","null","0.055","null","null","null","1.62","1.62","5.2609","null",
"2495893","null","Brandon Marshall","WR","NYJ","WR","NYJ","null","13.74","null","null","null","10","null","null","0.55","null","null","null","13.74","13.74","null","null",
"2495966","null","Delanie Walker","TE","TEN","TE","TEN","null","10.36","null","null","null","3","null","null","0.735","null","null","null","10.36","10.36","3.0573","null",
"2495974","null","Charlie Whitehurst","QB","IND","QB","IND","null","0","null","null","null","65","null","null","0","null","null","null","0","0","null","null",
"2495979","null","DeAngelo Williams","RB","PIT","RB","PIT","null","14.94","null","null","null","3","null","null","0.74","null","null","null","14.94","14.94","null","null",
"2499255","null","Richard Gordon","TE","BAL","TE","BAL","null","0","null","null","null","84","null","null","0","null","null","null","0","0","null","null",
"2504211","null","Tom Brady","QB","NE","QB","NE","null","0","null","null","null","65","null","null","0","null","null","null","0","0","null","null",
"2504531","null","Michael Vick","QB","FA","QB","FA","null","0","null","null","null","65","null","null","0","null","null","null","0","0","null","null",
"2504595","null","Steve Smith","WR","BAL","WR","BAL","null","9.84","null","null","null","39","null","null","0.15","null","null","null","9.84","9.84","9.6719","null",
"2504775","null","Drew Brees","QB","NO","QB","NO","null","20.27","null","null","null","3","null","null","0.23","null","null","null","20.27","20.27","4.142","null",
"2504833","null","Shaun Hill","QB","MIN","QB","MIN","null","0.3","null","null","null","41","null","null","0.055","null","null","null","0.3","0.3","2.194","null",
"2505076","null","Josh McCown","QB","CLE","QB","CLE","null","14.49","null","null","null","28","null","null","2.55","null","null","null","14.49","14.49","6.7392","null",
"2505245","null","Carson Palmer","QB","ARI","QB","ARI","null","20.08","null","null","null","4","null","null","0.535","null","null","null","20.08","20.08","3.4927","null",
"2505299","null","Antonio Gates","TE","SD","TE","SD","null","8.73","null","null","null","8","null","null","0.53","null","null","null","8.73","8.73","3.6694","null",
"2505354","null","Tony Romo","QB","DAL","QB","DAL","null","0","null","null","null","65","null","null","0","null","null","null","0","0","null","null",
