playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2535966","null","Brenton Bersin","WR","CAR","WR","CAR","null","0.53","null","null","null","147","null","null","0.015","null","null","null","0.53","0.53","null","null",
"2535988","null","Brittan Golden","WR","ARI","WR","ARI","null","0.16","null","null","null","169","null","null","0","null","null","null","0.16","0.16","6.4275","null",
"2536044","null","Jamize Olawale","RB","OAK","RB","OAK","null","2.37","null","null","null","69","null","null","0.335","null","null","null","2.37","2.37","7.5369","null",
"2536342","null","Brandon Bostick","TE","NYJ","TE","NYJ","null","0.3","null","null","null","82","null","null","0.06","null","null","null","0.3","0.3","5.0397","null",
"2537933","null","Larry Donnell","TE","NYG","TE","NYG","null","1.62","null","null","null","59","null","null","0.135","null","null","null","1.62","1.62","null","null",
"2539203","null","Cobi Hamilton","WR","PIT","WR","PIT","null","3.51","null","null","null","105","null","null","0.07","null","null","null","3.51","3.51","4.3119","null",
"2539205","null","Terrance Williams","WR","DAL","WR","DAL","null","5.7","null","null","null","86","null","null","0.355","null","null","null","5.7","5.7","4.7016","null",
"2539217","null","Andre Ellington","RB","ARI","RB","ARI","null","2.71","null","null","null","66","null","null","0.215","null","null","null","2.71","2.71","8.473","null",
"2539250","null","Quinton Patton","WR","SF","WR","SF","null","6.09","null","null","null","79","null","null","0.07","null","null","null","6.09","6.09","3.8665","null",
"2539260","null","Denard Robinson","RB","JAC","RB","JAC","null","0.58","null","null","null","92","null","null","0.05","null","null","null","0.58","0.58","7.1468","null",
"2539265","null","Rex Burkhead","RB","CIN","RB","CIN","null","6.54","null","null","null","41","null","null","0.205","null","null","null","6.54","6.54","5.0406","null",
"2539275","null","Mike Glennon","QB","TB","QB","TB","null","0.088","null","null","null","45","null","null","0.016","null","null","null","0.088","0.088","null","null",
"2539287","null","Landry Jones","QB","PIT","QB","PIT","null","0.12","null","null","null","38","null","null","0.013","null","null","null","0.12","0.12","null","null",
"2539289","null","Kenjon Barner","RB","PHI","RB","PHI","null","0.79","null","null","null","87","null","null","0.105","null","null","null","0.79","0.79","7.6149","null",
"2539303","null","Zach Line","RB","MIN","RB","MIN","null","0.2","null","null","null","108","null","null","0.045","null","null","null","0.2","0.2","2.7004","null",
"2539308","null","Matt Barkley","QB","CHI","QB","CHI","null","13.268","null","null","null","30","null","null","0.168","null","null","null","13.268","13.268","4.5798","null",
"2539315","null","Stepfan Taylor","RB","ARI","RB","ARI","null","0.21","null","null","null","107","null","null","0.01","null","null","null","0.21","0.21","null","null",
"2539322","null","Christine Michael","RB","GB","RB","GB","null","2.9","null","null","null","63","null","null","0.035","null","null","null","2.9","2.9","3.7925","null",
"2539336","null","Tavon Austin","WR","LA","WR","LA","null","7.51","null","null","null","59","null","null","0.105","null","null","null","7.51","7.51","5.3141","null",
"2539645","null","Brandon Williams","TE","SEA","TE","SEA","null","0.37","null","null","null","75","null","null","0.035","null","null","null","0.37","0.37","null","null",
"2539663","null","Mike Gillislee","RB","BUF","RB","BUF","null","3.83","null","null","null","56","null","null","0.32","null","null","null","3.83","3.83","3.4805","null",
"2539961","null","Ryan Nassib","QB","NYG","QB","NYG","null","0.068","null","null","null","49","null","null","0.002","null","null","null","0.068","0.068","null","null",
"2539964","null","Marquise Goodwin","WR","BUF","WR","BUF","null","4.87","null","null","null","90","null","null","0.08","null","null","null","4.87","4.87","5.3697","null",
"2539980","null","Kerwynn Williams","RB","ARI","RB","ARI","null","0","null","null","null","119","null","null","0","null","null","null","0","0","null","null",
"2539995","null","Mychal Rivera","TE","OAK","TE","OAK","null","2.2","null","null","null","47","null","null","0.045","null","null","null","2.2","2.2","4.1672","null",
"2540011","null","Chris Thompson","RB","WAS","RB","WAS","null","6.31","null","null","null","43","null","null","0.04","null","null","null","6.31","6.31","3.2464","null",
"2540020","null","Theo Riddick","RB","DET","RB","DET","null","12.29","null","null","null","17","null","null","0.185","null","null","null","12.29","12.29","4.2605","null",
"2540037","null","Fozzy Whittaker","RB","CAR","RB","CAR","null","4.06","null","null","null","53","null","null","0.02","null","null","null","4.06","4.06","6.6788","null",
"2540145","null","Cordarrelle Patterson","WR","MIN","WR","MIN","null","4.83","null","null","null","91","null","null","0.235","null","null","null","4.83","4.83","4.0335","null",
"2540148","null","Tyler Eifert","TE","CIN","TE","CIN","null","10.48","null","null","null","3","null","null","0.015","null","null","null","10.48","10.48","3.1362","null",
"2540151","null","Justin Hunter","WR","BUF","WR","BUF","null","3.27","null","null","null","111","null","null","0.27","null","null","null","3.27","3.27","5.6481","null",
"2540158","null","Zach Ertz","TE","PHI","TE","PHI","null","8.35","null","null","null","11","null","null","0.54","null","null","null","8.35","8.35","4.1672","null",
"2540160","null","Jordan Reed","TE","WAS","TE","WAS","null","10.47","null","null","null","4","null","null","0.69","null","null","null","10.47","10.47","9.4018","null",
"2540165","null","DeAndre Hopkins","WR","HOU","WR","HOU","null","11.82","null","null","null","16","null","null","0.185","null","null","null","11.82","11.82","2.92","null",
"2540169","null","Robert Woods","WR","BUF","WR","BUF","null","6.65","null","null","null","70","null","null","0.22","null","null","null","6.65","6.65","9.1556","null",
"2540175","null","LeVeon Bell","RB","PIT","RB","PIT","null","20.53","null","null","null","2","null","null","4.57","null","null","null","20.53","20.53","1.6083","null",
"2540177","null","Marquess Wilson","WR","CHI","WR","CHI","null","7.54","null","null","null","58","null","null","0.055","null","null","null","7.54","7.54","3.6995","null",
"2540178","null","Knile Davis","RB","KC","RB","KC","null","1.45","null","null","null","79","null","null","0.255","null","null","null","1.45","1.45","null","null",
"2540200","null","Dion Sims","TE","MIA","TE","MIA","null","3.15","null","null","null","37","null","null","0.105","null","null","null","3.15","3.15","4.5638","null",
"2540202","null","Kenny Stills","WR","MIA","WR","MIA","null","6.39","null","null","null","72","null","null","0.08","null","null","null","6.39","6.39","4.8687","null",
"2540203","null","Levine Toilolo","TE","ATL","TE","ATL","null","2.31","null","null","null","45","null","null","0.085","null","null","null","2.31","2.31","6.7052","null",
"2540204","null","Spencer Ware","RB","KC","RB","KC","null","14.17","null","null","null","9","null","null","1.155","null","null","null","14.17","14.17","4.1825","null",
"2540211","null","Gavin Escobar","TE","DAL","TE","DAL","null","2.12","null","null","null","49","null","null","0.055","null","null","null","2.12","2.12","5.5155","null",
"2540215","null","Vance McDonald","TE","SF","TE","SF","null","5.42","null","null","null","25","null","null","0.14","null","null","null","5.42","5.42","3.2155","null",
"2540230","null","Kyle Juszczyk","RB","BAL","RB","BAL","null","3.05","null","null","null","61","null","null","0.115","null","null","null","3.05","3.05","5.9767","null",
"2540232","null","Jack Doyle","TE","IND","TE","IND","null","5.16","null","null","null","29","null","null","0.615","null","null","null","5.16","5.16","4.0879","null",
"2540258","null","Travis Kelce","TE","KC","TE","KC","null","10.58","null","null","null","2","null","null","0.105","null","null","null","10.58","10.58","2.8189","null",
"2540259","null","MarQueis Gray","TE","MIA","TE","MIA","null","2.41","null","null","null","43","null","null","0.085","null","null","null","2.41","2.41","3.85","null",
"2540928","null","Darren Fells","TE","ARI","TE","ARI","null","0.87","null","null","null","65","null","null","0.12","null","null","null","0.87","0.87","5.8328","null",
"2541147","null","Charles Johnson","WR","MIN","WR","MIN","null","0.69","null","null","null","143","null","null","0.04","null","null","null","0.69","0.69","3.6438","null",
"2541161","null","Latavius Murray","RB","OAK","RB","OAK","null","12.89","null","null","null","11","null","null","0.175","null","null","null","12.89","12.89","3.3245","null",
"2541187","null","Demetrius Harris","TE","KC","TE","KC","null","2","null","null","null","53","null","null","0.025","null","null","null","2","2","5.8328","null",
"2541199","null","Luke Willson","TE","SEA","TE","SEA","null","2.85","null","null","null","40","null","null","0.37","null","null","null","2.85","2.85","null","null",
"2541316","null","Ryan Griffin","TE","HOU","TE","HOU","null","4.7","null","null","null","30","null","null","0.315","null","null","null","4.7","4.7","6.3086","null",
"2541388","null","Brice Butler","WR","DAL","WR","DAL","null","2.54","null","null","null","122","null","null","0.035","null","null","null","2.54","2.54","8.6545","null",
"2541544","null","Benny Cunningham","RB","LA","RB","LA","null","5.07","null","null","null","50","null","null","0.475","null","null","null","5.07","5.07","6.7568","null",
"2541785","null","Adam Thielen","WR","MIN","WR","MIN","null","6.71","null","null","null","68","null","null","0.03","null","null","null","6.71","6.71","7.8194","null",
"2541940","null","Rashad Ross","WR","WAS","WR","WAS","null","0","null","null","null","174","null","null","0","null","null","null","0","0","null","null",
"2541944","null","Russell Shepard","WR","TB","WR","TB","null","4.44","null","null","null","93","null","null","0.18","null","null","null","4.44","4.44","3.6995","null",
"2542065","null","Matt McGloin","QB","OAK","QB","OAK","null","0.06","null","null","null","53","null","null","0.004","null","null","null","0.06","0.06","null","null",
"2543457","null","Sammy Watkins","WR","BUF","WR","BUF","null","9.9","null","null","null","29","null","null","0.015","null","null","null","9.9","9.9","4.3119","null",
"2543466","null","Eric Ebron","TE","DET","TE","DET","null","8.46","null","null","null","9","null","null","0.075","null","null","null","8.46","8.46","4.2465","null",
"2543468","null","Mike Evans","WR","TB","WR","TB","null","17.25","null","null","null","2","null","null","1.675","null","null","null","17.25","17.25","2.1963","null",
"2543471","null","Kelvin Benjamin","WR","CAR","WR","CAR","null","11.16","null","null","null","21","null","null","0.105","null","null","null","11.16","11.16","3.5881","null",
"2543475","null","Marqise Lee","WR","JAC","WR","JAC","null","7.59","null","null","null","56","null","null","0.04","null","null","null","7.59","7.59","4.2006","null",
"2543477","null","Blake Bortles","QB","JAC","QB","JAC","null","14.674","null","null","null","25","null","null","0.619","null","null","null","14.674","14.674","4.5798","null",
"2543481","null","Jace Amaro","TE","TEN","TE","TEN","null","0","null","null","null","90","null","null","0","null","null","null","0","0","null","null",
"2543488","null","Jarvis Landry","WR","MIA","WR","MIA","null","9.9","null","null","null","29","null","null","0.03","null","null","null","9.9","9.9","3.7552","null",
"2543491","null","Paul Richardson","WR","SEA","WR","SEA","null","3.33","null","null","null","109","null","null","0.035","null","null","null","3.33","3.33","null","null",
"2543495","null","Davante Adams","WR","GB","WR","GB","null","9.22","null","null","null","38","null","null","0.05","null","null","null","9.22","9.22","4.813","null",
"2543496","null","Odell Beckham","WR","NYG","WR","NYG","null","15.76","null","null","null","3","null","null","1.525","null","null","null","15.76","15.76","1.9736","null",
"2543497","null","AJ McCarron","QB","CIN","QB","CIN","null","0.092","null","null","null","44","null","null","0.012","null","null","null","0.092","0.092","null","null",
"2543498","null","Brandin Cooks","WR","NO","WR","NO","null","11.29","null","null","null","20","null","null","0.175","null","null","null","11.29","11.29","3.1984","null",
"2543499","null","Derek Carr","QB","OAK","QB","OAK","null","17.23","null","null","null","13","null","null","0.186","null","null","null","17.23","17.23","9.4418","null",
"2543500","null","Jordan Matthews","WR","PHI","WR","PHI","null","12.05","null","null","null","15","null","null","0.285","null","null","null","12.05","12.05","8.7102","null",
"2543509","null","Allen Robinson","WR","JAC","WR","JAC","null","10.59","null","null","null","25","null","null","0.285","null","null","null","10.59","10.59","3.2541","null",
"2543551","null","KaDeem Carey","RB","CHI","RB","CHI","null","1.95","null","null","null","72","null","null","0.225","null","null","null","1.95","1.95","5.8987","null",
"2543583","null","Devonta Freeman","RB","ATL","RB","ATL","null","12.68","null","null","null","14","null","null","0.24","null","null","null","12.68","12.68","2.3884","null",
"2543590","null","Cody Latimer","WR","DEN","WR","DEN","null","0.11","null","null","null","172","null","null","0.075","null","null","null","0.11","0.11","3.3654","null",
"2543596","null","Dri Archer","RB","BUF","RB","BUF","null","0","null","null","null","119","null","null","0","null","null","null","0","0","null","null",
"2543600","null","Alfred Blue","RB","HOU","RB","HOU","null","2.97","null","null","null","62","null","null","0.08","null","null","null","2.97","2.97","5.7427","null",
"2543603","null","Jeremy Hill","RB","CIN","RB","CIN","null","15.55","null","null","null","5","null","null","0.2","null","null","null","15.55","15.55","2.7784","null",
"2543605","null","Zach Mettenberger","QB","PIT","QB","PIT","null","0","null","null","null","65","null","null","0","null","null","null","0","0","null","null",
"2543614","null","Donte Moncrief","WR","IND","WR","IND","null","9.71","null","null","null","33","null","null","0.14","null","null","null","9.71","9.71","2.6973","null",
"2543619","null","Walt Powell","WR","BUF","WR","BUF","null","0.3","null","null","null","161","null","null","0.005","null","null","null","0.3","0.3","null","null",
"2543638","null","DeAnthony Thomas","WR","KC","WR","KC","null","0.42","null","null","null","153","null","null","0","null","null","null","0.42","0.42","null","null",
"2543640","null","Tom Savage","QB","HOU","QB","HOU","null","0.052","null","null","null","59","null","null","0","null","null","null","0.052","0.052","null","null",
"2543641","null","Devin Street","WR","IND","WR","IND","null","0.52","null","null","null","148","null","null","0.015","null","null","null","0.52","0.52","null","null",
"2543664","null","Terrance West","RB","BAL","RB","BAL","null","7.43","null","null","null","36","null","null","0.375","null","null","null","7.43","7.43","4.9626","null",
"2543683","null","Austin Seferian-Jenkins","TE","NYJ","TE","NYJ","null","1.95","null","null","null","55","null","null","0.035","null","null","null","1.95","1.95","5.3569","null",
"2543695","null","Jay Prosch","RB","HOU","RB","HOU","null","0.07","null","null","null","116","null","null","0.04","null","null","null","0.07","0.07","null","null",
"2543704","null","Lorenzo Taliaferro","RB","BAL","RB","BAL","null","0.34","null","null","null","100","null","null","0.03","null","null","null","0.34","0.34","null","null",
"2543715","null","Jerick McKinnon","RB","MIN","RB","MIN","null","10.12","null","null","null","25","null","null","0.7","null","null","null","10.12","10.12","5.1966","null",
"2543721","null","C.J. Fiedorowicz","TE","HOU","TE","HOU","null","6.86","null","null","null","16","null","null","0.32","null","null","null","6.86","6.86","3.4534","null",
"2543743","null","Carlos Hyde","RB","SF","RB","SF","null","10.55","null","null","null","24","null","null","0.61","null","null","null","10.55","10.55","4.2605","null",
"2543750","null","Jeff Janis","WR","GB","WR","GB","null","1.55","null","null","null","137","null","null","0.44","null","null","null","1.55","1.55","7.8751","null",
"2543751","null","David Fales","QB","CHI","QB","CHI","null","0.048","null","null","null","63","null","null","0.048","null","null","null","0.048","0.048","null","null",
"2543759","null","Ryan Grant","WR","WAS","WR","WAS","null","3","null","null","null","112","null","null","0.005","null","null","null","3","3","3.3654","null",
"2543767","null","Logan Thomas","QB","BUF","QB","BUF","null","0","null","null","null","65","null","null","0","null","null","null","0","0","null","null",
"2543770","null","Charles Sims","RB","TB","RB","TB","null","6.75","null","null","null","40","null","null","0.3","null","null","null","6.75","6.75","4.4166","null",
"2543773","null","James White","RB","NE","RB","NE","null","6.92","null","null","null","39","null","null","0.275","null","null","null","6.92","6.92","3.0124","null",
"2543794","null","Crockett Gillmore","TE","BAL","TE","BAL","null","2","null","null","null","53","null","null","0.05","null","null","null","2","2","null","null",
"2543801","null","Jimmy Garoppolo","QB","NE","QB","NE","null","0.068","null","null","null","49","null","null","0.006","null","null","null","0.068","0.068","null","null",
"2543828","null","Quincy Enunwa","WR","NYJ","WR","NYJ","null","8.45","null","null","null","48","null","null","0.08","null","null","null","8.45","8.45","4.813","null",
"2543847","null","John Brown","WR","ARI","WR","ARI","null","6.87","null","null","null","66","null","null","0.105","null","null","null","6.87","6.87","5.2584","null",
"2550162","null","James Wright","WR","CIN","WR","CIN","null","2.51","null","null","null","123","null","null","0.035","null","null","null","2.51","2.51","8.8216","null",
"2550183","null","Jeremy Butler","WR","SD","WR","SD","null","0.88","null","null","null","139","null","null","0.015","null","null","null","0.88","0.88","null","null",
"2550189","null","Isaiah Crowell","RB","CLE","RB","CLE","null","11.4","null","null","null","22","null","null","0.695","null","null","null","11.4","11.4","3.5585","null",
"2550198","null","Bennie Fowler","WR","DEN","WR","DEN","null","2.59","null","null","null","121","null","null","0.065","null","null","null","2.59","2.59","null","null",
"2550206","null","Ryan Hewitt","TE","CIN","TE","CIN","null","0.33","null","null","null","77","null","null","0.015","null","null","null","0.33","0.33","null","null",
"2550223","null","Freddie Martino","WR","TB","WR","TB","null","3","null","null","null","112","null","null","0.02","null","null","null","3","3","7.4854","null",
"2550235","null","Roosevelt Nix","RB","PIT","RB","PIT","null","0.02","null","null","null","118","null","null","0.02","null","null","null","0.02","0.02","null","null",
"2550256","null","Willie Snead","WR","NO","WR","NO","null","9.54","null","null","null","36","null","null","0.205","null","null","null","9.54","9.54","3.1427","null",
"2550263","null","Juwan Thompson","RB","DEN","RB","DEN","null","1.47","null","null","null","78","null","null","0.1","null","null","null","1.47","1.47","5.8207","null",
"2550268","null","Charcandrick West","RB","KC","RB","KC","null","3.45","null","null","null","58","null","null","0.11","null","null","null","3.45","3.45","4.0265","null",
"2550272","null","Albert Wilson","WR","KC","WR","KC","null","3.98","null","null","null","97","null","null","0.075","null","null","null","3.98","3.98","5.0914","null",
"2550284","null","Trey Burton","TE","PHI","TE","PHI","null","2.51","null","null","null","41","null","null","0.08","null","null","null","2.51","2.51","5.5155","null",
"2550313","null","Richard Rodgers","TE","GB","TE","GB","null","3.31","null","null","null","34","null","null","0.095","null","null","null","3.31","3.31","4.3259","null",
"2550328","null","Brandon Coleman","WR","NO","WR","NO","null","2.87","null","null","null","116","null","null","0.055","null","null","null","2.87","2.87","5.6481","null",
"2550353","null","Allen Hurns","WR","JAC","WR","JAC","null","7.56","null","null","null","57","null","null","0.035","null","null","null","7.56","7.56","5.3697","null",
"2550405","null","Erik Swoope","TE","IND","TE","IND","null","2.02","null","null","null","52","null","null","0.02","null","null","null","2.02","2.02","9.0052","null",
"2550454","null","Asante Cleveland","TE","SD","TE","SD","null","0.17","null","null","null","89","null","null","0.17","null","null","null","0.17","0.17","null","null",
"2550474","null","Antonio Andrews","RB","TEN","RB","TEN","null","0.53","null","null","null","93","null","null","0.01","null","null","null","0.53","0.53","null","null",
"2550512","null","Damien Williams","RB","MIA","RB","MIA","null","4.03","null","null","null","55","null","null","0.33","null","null","null","4.03","4.03","6.9908","null",
"2550521","null","Xavier Grimble","TE","PIT","TE","PIT","null","1.4","null","null","null","61","null","null","0.345","null","null","null","1.4","1.4","null","null",
"2550540","null","George Atkinson","RB","CLE","RB","CLE","null","0","null","null","null","119","null","null","0","null","null","null","0","0","null","null",
"2550546","null","Philly Brown","WR","CAR","WR","CAR","null","3.88","null","null","null","99","null","null","0.115","null","null","null","3.88","3.88","5.2027","null",
"2550597","null","Seth Roberts","WR","OAK","WR","OAK","null","6.24","null","null","null","75","null","null","0.05","null","null","null","6.24","6.24","5.0914","null",
"2550617","null","Taylor Gabriel","WR","ATL","WR","ATL","null","7.35","null","null","null","61","null","null","0.045","null","null","null","7.35","7.35","4.1449","null",
"2550656","null","Cameron Brate","TE","TB","TE","TB","null","8.55","null","null","null","8","null","null","0.11","null","null","null","8.55","8.55","3.2155","null",
"2550738","null","Fitzgerald Toussaint","RB","PIT","RB","PIT","null","0.17","null","null","null","110","null","null","0.03","null","null","null","0.17","0.17","5.1966","null",
"2552033","null","Jameis Winston","QB","TB","QB","TB","null","18.664","null","null","null","4","null","null","0.45","null","null","null","18.664","18.664","3.7695","null",
"2552369","null","Bryce Petty","QB","NYJ","QB","NYJ","null","0.212","null","null","null","37","null","null","0.098","null","null","null","0.212","0.212","4.3097","null",
"2552375","null","Cameron Artis-Payne","RB","CAR","RB","CAR","null","1.52","null","null","null","75","null","null","0.025","null","null","null","1.52","1.52","null","null",
"2552379","null","Jeremy Langford","RB","CHI","RB","CHI","null","3.57","null","null","null","57","null","null","0.13","null","null","null","3.57","3.57","4.2605","null",
"2552382","null","Malcolm Brown","RB","LA","RB","LA","null","0.22","null","null","null","106","null","null","0.015","null","null","null","0.22","0.22","5.8207","null",
"2552396","null","Ben Koyack","TE","JAC","TE","JAC","null","1.88","null","null","null","57","null","null","0.16","null","null","null","1.88","1.88","9.2431","null",
"2552397","null","Clive Walford","TE","OAK","TE","OAK","null","4.38","null","null","null","32","null","null","0.73","null","null","null","4.38","4.38","3.85","null",
"2552399","null","Jeff Heuerman","TE","DEN","TE","DEN","null","0.2","null","null","null","87","null","null","0.02","null","null","null","0.2","0.2","null","null",
"2552402","null","Nick Boyle","TE","BAL","TE","BAL","null","3.23","null","null","null","35","null","null","0.055","null","null","null","3.23","3.23","null","null",
"2552403","null","Nick OLeary","TE","BUF","TE","BUF","null","0.69","null","null","null","68","null","null","0.14","null","null","null","0.69","0.69","10.4328","null",
"2552408","null","Darren Waller","WR","BAL","WR","BAL","null","1.34","null","null","null","138","null","null","0.46","null","null","null","1.34","1.34","null","null",
"2552409","null","DeVante Parker","WR","MIA","WR","MIA","null","9.03","null","null","null","42","null","null","0.08","null","null","null","9.03","9.03","3.6438","null",
"2552415","null","Jamison Crowder","WR","WAS","WR","WAS","null","9.6","null","null","null","35","null","null","0.105","null","null","null","9.6","9.6","5.4254","null",
"2552418","null","Justin Hardy","WR","ATL","WR","ATL","null","3.64","null","null","null","102","null","null","0.02","null","null","null","3.64","3.64","7.374","null",
"2552420","null","Keith Mumphery","WR","HOU","WR","HOU","null","0.29","null","null","null","163","null","null","0.01","null","null","null","0.29","0.29","4.2562","null",
"2552424","null","Phillip Dorsett","WR","IND","WR","IND","null","6.33","null","null","null","73","null","null","0.065","null","null","null","6.33","6.33","4.4789","null",
"2552425","null","Rashad Greene","WR","JAC","WR","JAC","null","0","null","null","null","174","null","null","0","null","null","null","0","0","null","null",
"2552429","null","Ty Montgomery","WR","GB","WR","GB","null","5.9","null","null","null","83","null","null","0.09","null","null","null","5.9","5.9","5.3141","null",
"2552430","null","Tyler Lockett","WR","SEA","WR","SEA","null","6.71","null","null","null","68","null","null","0.15","null","null","null","6.71","6.71","4.4789","null",
"2552431","null","Vince Mayle","WR","DAL","WR","DAL","null","0","null","null","null","174","null","null","0","null","null","null","0","0","null","null",
"2552453","null","Tevin Coleman","RB","ATL","RB","ATL","null","8.79","null","null","null","30","null","null","0.185","null","null","null","8.79","8.79","3.1684","null",
"2552458","null","Devin Funchess","WR","CAR","WR","CAR","null","6.29","null","null","null","74","null","null","0.065","null","null","null","6.29","6.29","4.7573","null",
"2552461","null","Duke Johnson","RB","CLE","RB","CLE","null","8.71","null","null","null","31","null","null","0.3","null","null","null","8.71","8.71","2.6224","null",
"2552462","null","Gerald Christian","TE","BUF","TE","BUF","null","0","null","null","null","90","null","null","0","null","null","null","0","0","null","null",
"2552463","null","Jaelen Strong","WR","HOU","WR","HOU","null","3.32","null","null","null","110","null","null","0.185","null","null","null","3.32","3.32","null","null",
"2552464","null","Jalston Fowler","RB","TEN","RB","TEN","null","0.14","null","null","null","111","null","null","0","null","null","null","0.14","0.14","null","null",
"2552466","null","Marcus Mariota","QB","TEN","QB","TEN","null","15.24","null","null","null","22","null","null","0.22","null","null","null","15.24","15.24","6.7407","null",
"2552469","null","Melvin Gordon","RB","SD","RB","SD","null","15.32","null","null","null","7","null","null","0.675","null","null","null","15.32","15.32","2.7784","null",
"2552470","null","Sammie Coates","WR","PIT","WR","PIT","null","4.02","null","null","null","96","null","null","0.065","null","null","null","4.02","4.02","8.7102","null",
"2552471","null","T.J. Yeldon","RB","JAC","RB","JAC","null","7.58","null","null","null","35","null","null","0.28","null","null","null","7.58","7.58","5.1966","null",
"2552475","null","Todd Gurley","RB","LA","RB","LA","null","12.46","null","null","null","15","null","null","0.105","null","null","null","12.46","12.46","4.1825","null",
"2552477","null","Aaron Ripkowski","RB","GB","RB","GB","null","0.93","null","null","null","84","null","null","0.075","null","null","null","0.93","0.93","8.551","null",
"2552478","null","Blake Bell","TE","SF","TE","SF","null","0.19","null","null","null","88","null","null","0.105","null","null","null","0.19","0.19","null","null",
"2552487","null","Amari Cooper","WR","OAK","WR","OAK","null","13.06","null","null","null","6","null","null","0.435","null","null","null","13.06","13.06","2.9757","null",
"2552491","null","Dorial Green-Beckham","WR","PHI","WR","PHI","null","7.28","null","null","null","63","null","null","0.25","null","null","null","7.28","7.28","5.7595","null",
"2552559","null","C.J. Uzomah","TE","CIN","TE","CIN","null","1","null","null","null","63","null","null","0.11","null","null","null","1","1","null","null",
"2552576","null","Sean Mannion","QB","LA","QB","LA","null","0","null","null","null","65","null","null","0","null","null","null","0","0","null","null",
"2552580","null","A.J. Derby","TE","DEN","TE","DEN","null","4.39","null","null","null","31","null","null","0.205","null","null","null","4.39","4.39","3.85","null",
"2552582","null","Jay Ajayi","RB","MIA","RB","MIA","null","13.14","null","null","null","10","null","null","0.335","null","null","null","13.14","13.14","3.6365","null",
"2552586","null","Tyler Kroft","TE","CIN","TE","CIN","null","2.34","null","null","null","44","null","null","0.06","null","null","null","2.34","2.34","null","null",
"2552588","null","Brett Hundley","QB","GB","QB","GB","null","0.052","null","null","null","59","null","null","0.002","null","null","null","0.052","0.052","null","null",
"2552597","null","Breshad Perriman","WR","BAL","WR","BAL","null","4.24","null","null","null","95","null","null","0.24","null","null","null","4.24","4.24","6.7059","null",
"2552600","null","Nelson Agholor","WR","PHI","WR","PHI","null","3.93","null","null","null","98","null","null","0.065","null","null","null","3.93","3.93","8.2091","null",
"2552608","null","Stefon Diggs","WR","MIN","WR","MIN","null","12.5","null","null","null","11","null","null","0.28","null","null","null","12.5","12.5","4.3119","null",
"2552622","null","Chris Manhertz","TE","CAR","TE","CAR","null","0","null","null","null","90","null","null","0","null","null","null","0","0","null","null",
"2552631","null","Javorius Allen","RB","BAL","RB","BAL","null","0.4","null","null","null","99","null","null","0.065","null","null","null","0.4","0.4","null","null",
"2552633","null","Jesse James","TE","PIT","TE","PIT","null","3.2","null","null","null","36","null","null","0.055","null","null","null","3.2","3.2","4.4845","null",
"2552635","null","Matt Jones","RB","WAS","RB","WAS","null","1.49","null","null","null","77","null","null","0.03","null","null","null","1.49","1.49","null","null",
"2552636","null","Michael Burton","RB","DET","RB","DET","null","0.09","null","null","null","115","null","null","0.035","null","null","null","0.09","0.09","null","null",
"2552647","null","Marcus Murphy","RB","NO","RB","NO","null","0.14","null","null","null","111","null","null","0.015","null","null","null","0.14","0.14","null","null",
"2552652","null","Chris Conley","WR","KC","WR","KC","null","5","null","null","null","89","null","null","0.15","null","null","null","5","5","4.0335","null",
"2552654","null","Geremy Davis","WR","SD","WR","SD","null","0.19","null","null","null","168","null","null","0.03","null","null","null","0.19","0.19","null","null",
"2552656","null","J.J. Nelson","WR","ARI","WR","ARI","null","7.33","null","null","null","62","null","null","0.17","null","null","null","7.33","7.33","3.4768","null",
"2552660","null","Randall Telfer","TE","CLE","TE","CLE","null","0.58","null","null","null","69","null","null","0.07","null","null","null","0.58","0.58","null","null",
"2553318","null","James OShaughnessy","TE","KC","TE","KC","null","0.25","null","null","null","84","null","null","0.03","null","null","null","0.25","0.25","null","null",
"2553434","null","Devin Smith","WR","NYJ","WR","NYJ","null","0.42","null","null","null","153","null","null","0.005","null","null","null","0.42","0.42","null","null",
"2553435","null","David Johnson","RB","ARI","RB","ARI","null","20.94","null","null","null","1","null","null","2.55","null","null","null","20.94","20.94","1.6083","null",
"2553439","null","Mike Davis","RB","SF","RB","SF","null","0","null","null","null","119","null","null","0","null","null","null","0","0","null","null",
"2553454","null","Geoff Swaim","TE","DAL","TE","DAL","null","0.39","null","null","null","74","null","null","0.035","null","null","null","0.39","0.39","null","null",
"2553457","null","Trevor Siemian","QB","DEN","QB","DEN","null","13.502","null","null","null","28","null","null","0.197","null","null","null","13.502","13.502","4.5798","null",
"2553552","null","Khari Lee","TE","DET","TE","DET","null","0.31","null","null","null","79","null","null","0.005","null","null","null","0.31","0.31","null","null",
"2553554","null","Matt Lengel","TE","NE","TE","NE","null","0.76","null","null","null","66","null","null","0.045","null","null","null","0.76","0.76","null","null",
"2553568","null","Cameron Meredith","WR","CHI","WR","CHI","null","7.72","null","null","null","55","null","null","0.145","null","null","null","7.72","7.72","4.4789","null",
"2553600","null","Jameill Showers","QB","DAL","QB","DAL","null","0","null","null","null","65","null","null","0","null","null","null","0","0","null","null",
