playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","9.69","null","null","null","21","null","null","0.13","null","null","null","9.69","9.69","3.1747","null",
"497172","null","Anthony Dixon","RB","FA","RB","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","FA","RB","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","8.09","null","null","null","29","null","null","0.38","null","null","null","8.09","8.09","3.3403","null",
"497190","null","Dexter McCluster","RB","SD","RB","SD","null","2.65","null","null","null","55","null","null","0.045","null","null","null","2.65","2.65","7.0659","null",
"497204","null","C.J. Spiller","RB","SEA","RB","SEA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"497206","null","James Starks","RB","GB","RB","GB","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","1.91","null","null","null","35","null","null","0.015","null","null","null","1.91","1.91","4.1983","null",
"497226","null","Jim Dray","TE","FA","TE","FA","null","0","null","null","null","70","null","null","0","null","null","null","0","0","null","null",
"497234","null","Garrett Graham","TE","DEN","TE","DEN","null","0","null","null","null","70","null","null","0","null","null","null","0","0","null","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","9.2","null","null","null","7","null","null","0.845","null","null","null","9.2","9.2","null","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","1.88","null","null","null","37","null","null","0.805","null","null","null","1.88","1.88","4.9511","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","12.39","null","null","null","1","null","null","1.745","null","null","null","12.39","12.39","1.4884","null",
"497242","null","Clay Harbor","TE","DET","TE","DET","null","0","null","null","null","70","null","null","0","null","null","null","0","0","9.0159","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","0","null","null","null","70","null","null","0","null","null","null","0","0","null","null",
"497250","null","Anthony McCoy","TE","FA","TE","FA","null","0","null","null","null","70","null","null","0","null","null","null","0","0","null","null",
"497256","null","Tony Moeaki","TE","FA","TE","FA","null","0","null","null","null","70","null","null","0","null","null","null","0","0","null","null",
"497258","null","Andrew Quarless","TE","FA","TE","FA","null","0","null","null","null","70","null","null","0","null","null","null","0","0","null","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0.37","null","null","null","118","null","null","0.005","null","null","null","0.37","0.37","4.6967","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","11.4","null","null","null","20","null","null","0.23","null","null","null","11.4","11.4","null","null",
"497282","null","Riley Cooper","WR","FA","WR","FA","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","CIN","WR","CIN","null","6.47","null","null","null","56","null","null","0.165","null","null","null","6.47","6.47","3.5709","null",
"497320","null","Andre Roberts","WR","DET","WR","DET","null","1.42","null","null","null","104","null","null","0.455","null","null","null","1.42","1.42","5.5155","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","12.72","null","null","null","12","null","null","0.095","null","null","null","12.72","12.72","2.7521","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","9.76","null","null","null","36","null","null","0.79","null","null","null","9.76","9.76","4.5944","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","12.59","null","null","null","14","null","null","0.495","null","null","null","12.59","12.59","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","null","52","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","TEN","WR","TEN","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","8.02","null","null","null","13","null","null","0.285","null","null","null","8.02","8.02","null","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","18.04","null","null","null","10","null","null","0.13","null","null","null","18.04","18.04","6.9748","null",
"2495158","null","Leonard Hankerson","WR","FA","WR","FA","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2495161","null","Roy Helu","RB","FA","RB","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","NO","RB","NO","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2495181","null","Jerrod Johnson","QB","DAL","QB","DAL","null","0","null","null","null","52","null","null","0","null","null","null","0","0","null","null",
"2495192","null","Greg Little","WR","FA","WR","FA","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","TEN","RB","TEN","null","16.44","null","null","null","3","null","null","1.475","null","null","null","16.44","16.44","null","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0.3","null","null","null","62","null","null","0.02","null","null","null","0.3","0.3","null","null",
"2495223","null","Greg Salas","WR","BUF","WR","BUF","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.44","null","null","null","55","null","null","0.06","null","null","null","0.44","0.44","null","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","14.97","null","null","null","24","null","null","0.065","null","null","null","14.97","14.97","6.1108","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","13.14","null","null","null","10","null","null","0.795","null","null","null","13.14","13.14","5.9068","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","6.2","null","null","null","19","null","null","0.08","null","null","null","6.2","6.2","4.4994","null",
"2495306","null","Ricardo Lockette","WR","FA","WR","FA","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2495314","null","Bruce Miller","RB","FA","RB","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","9.52","null","null","null","23","null","null","0.39","null","null","null","9.52","9.52","null","null",
"2495331","null","Aldrick Robinson","WR","ATL","WR","ATL","null","2.23","null","null","null","92","null","null","0.02","null","null","null","2.23","2.23","3.2638","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","0","null","null","null","83","null","null","0","null","null","null","0","0","3.4231","null",
"2495341","null","Cecil Shorts","WR","TB","WR","TB","null","2.96","null","null","null","81","null","null","0.075","null","null","null","2.96","2.96","4.7991","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","0","null","null","null","70","null","null","0","null","null","null","0","0","null","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","6.28","null","null","null","18","null","null","0.09","null","null","null","6.28","6.28","null","null",
"2495425","null","Scott Tolzien","QB","IND","QB","IND","null","0.096","null","null","null","38","null","null","0","null","null","null","0.096","0.096","null","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","8.33","null","null","null","9","null","null","0.195","null","null","null","8.33","8.33","4.9511","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","11.63","null","null","null","18","null","null","0.115","null","null","null","11.63","11.63","null","null",
"2495450","null","A.J. Green","WR","CIN","WR","CIN","null","16.56","null","null","null","4","null","null","2.63","null","null","null","16.56","16.56","0.6027","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","null","2.65","null","null","null","87","null","null","0.125","null","null","null","2.65","2.65","null","null",
"2495454","null","Julio Jones","WR","ATL","WR","ATL","null","17.6","null","null","null","2","null","null","0.695","null","null","null","17.6","17.6","-0.1138","null",
"2495455","null","Cam Newton","QB","CAR","QB","CAR","null","17.68","null","null","null","14","null","null","1.11","null","null","null","17.68","17.68","5.2468","null",
"2495466","null","Mark Ingram","RB","NO","RB","NO","null","11.59","null","null","null","13","null","null","0.535","null","null","null","11.59","11.59","4.0026","null",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2495469","null","Dion Lewis","RB","NE","RB","NE","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2495470","null","Stevan Ridley","RB","FA","RB","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2495471","null","Jacquizz Rodgers","RB","TB","RB","TB","null","13.38","null","null","null","8","null","null","0.235","null","null","null","13.38","13.38","2.5124","null",
"2495472","null","Jordan Todman","RB","IND","RB","IND","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2495558","null","Dwayne Bowe","WR","FA","WR","FA","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2495560","null","Ahmad Bradshaw","RB","FA","RB","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2495573","null","Scott Chandler","TE","FA","TE","FA","null","0","null","null","null","70","null","null","0","null","null","null","0","0","null","null",
"2495620","null","Clark Harris","TE","CIN","TE","CIN","null","0","null","null","null","70","null","null","0","null","null","null","0","0","null","null",
"2495651","null","Jacoby Jones","WR","FA","WR","FA","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2495663","null","Marshawn Lynch","RB","FA","RB","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2495700","null","Greg Olsen","TE","CAR","TE","CAR","null","9.7","null","null","null","5","null","null","0.48","null","null","null","9.7","9.7","1.1873","null",
"2495748","null","Drew Stanton","QB","ARI","QB","ARI","null","0.104","null","null","null","31","null","null","0","null","null","null","0.104","0.104","null","null",
"2495802","null","Jason Avant","WR","KC","WR","KC","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2495821","null","Marques Colston","WR","FA","WR","FA","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2495824","null","Jay Cutler","QB","CHI","QB","CHI","null","15.49","null","null","null","22","null","null","0.32","null","null","null","15.49","15.49","null","null",
"2495825","null","Owen Daniels","TE","FA","TE","FA","null","0","null","null","null","70","null","null","0","null","null","null","0","0","null","null",
"2495826","null","Vernon Davis","TE","WAS","TE","WAS","null","0.98","null","null","null","42","null","null","0.11","null","null","null","0.98","0.98","null","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","null","0.26","null","null","null","64","null","null","0","null","null","null","0.26","0.26","6.0049","null",
"2495863","null","Tarvaris Jackson","QB","FA","QB","FA","null","0","null","null","null","52","null","null","0","null","null","null","0","0","null","null",
"2495867","null","Greg Jennings","WR","FA","WR","FA","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2495888","null","Marcedes Lewis","TE","JAC","TE","JAC","null","2.25","null","null","null","31","null","null","0.135","null","null","null","2.25","2.25","5.5533","null",
"2495893","null","Brandon Marshall","WR","NYJ","WR","NYJ","null","13.5","null","null","null","8","null","null","0.425","null","null","null","13.5","13.5","null","null",
"2495966","null","Delanie Walker","TE","TEN","TE","TEN","null","8.1","null","null","null","11","null","null","0.055","null","null","null","8.1","8.1","null","null",
"2495974","null","Charlie Whitehurst","QB","FA","QB","FA","null","0","null","null","null","52","null","null","0","null","null","null","0","0","null","null",
"2504211","null","Tom Brady","QB","NE","QB","NE","null","19.22","null","null","null","4","null","null","0.095","null","null","null","19.22","19.22","2.3669","null",
"2504531","null","Michael Vick","QB","FA","QB","FA","null","0","null","null","null","52","null","null","0","null","null","null","0","0","null","null",
"2504775","null","Drew Brees","QB","NO","QB","NO","null","17.98","null","null","null","11","null","null","0.21","null","null","null","17.98","17.98","5.2468","null",
"2504833","null","Shaun Hill","QB","MIN","QB","MIN","null","0.168","null","null","null","27","null","null","0.05","null","null","null","0.168","0.168","null","null",
"2505076","null","Josh McCown","QB","CLE","QB","CLE","null","16.36","null","null","null","16","null","null","0.075","null","null","null","16.36","16.36","null","null",
"2505245","null","Carson Palmer","QB","ARI","QB","ARI","null","17.84","null","null","null","12","null","null","0.15","null","null","null","17.84","17.84","null","null",
"2505299","null","Antonio Gates","TE","SD","TE","SD","null","8.17","null","null","null","10","null","null","0.085","null","null","null","8.17","8.17","5.1016","null",
"2505354","null","Tony Romo","QB","DAL","QB","DAL","null","0","null","null","null","52","null","null","0","null","null","null","0","0","null","null",
"2505551","null","Andre Johnson","WR","TEN","WR","TEN","null","3.11","null","null","null","79","null","null","0.085","null","null","null","3.11","3.11","7.3579","null",
"2505587","null","Anquan Boldin","WR","DET","WR","DET","null","7.87","null","null","null","43","null","null","0.015","null","null","null","7.87","7.87","3.6732","null",
"2505629","null","Jason Witten","TE","DAL","TE","DAL","null","6.06","null","null","null","21","null","null","0.71","null","null","null","6.06","6.06","null","null",
"2505936","null","Steven Jackson","RB","NE","RB","NE","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2505982","null","Matt Schaub","QB","ATL","QB","ATL","null","0.104","null","null","null","31","null","null","0","null","null","null","0.104","0.104","null","null",
"2506053","null","Luke McCown","QB","NO","QB","NO","null","0.116","null","null","null","29","null","null","0.01","null","null","null","0.116","0.116","null","null",
"2506106","null","Larry Fitzgerald","WR","ARI","WR","ARI","null","13.88","null","null","null","6","null","null","0.31","null","null","null","13.88","13.88","2.2403","null",
"2506121","null","Philip Rivers","QB","SD","QB","SD","null","14.9","null","null","null","26","null","null","14.756","null","null","null","14.9","14.9","7.2628","null",
"2506147","null","John Kuhn","RB","NO","RB","NO","null","1.15","null","null","null","68","null","null","0.35","null","null","null","1.15","1.15","5.4101","null",
"2506287","null","Lance Moore","WR","FA","WR","FA","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2506313","null","Nate Washington","WR","FA","WR","FA","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2506340","null","Alex Smith","QB","KC","QB","KC","null","18.07","null","null","null","9","null","null","0.06","null","null","null","18.07","18.07","5.2468","null",
"2506363","null","Aaron Rodgers","QB","GB","QB","GB","null","19.1","null","null","null","6","null","null","0.865","null","null","null","19.1","19.1","3.2309","null",
"2506366","null","Roddy White","WR","FA","WR","FA","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2506400","null","Vincent Jackson","WR","TB","WR","TB","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2506404","null","Frank Gore","RB","IND","RB","IND","null","10.12","null","null","null","17","null","null","0.29","null","null","null","10.12","10.12","null","null",
"2506467","null","Darren Sproles","RB","PHI","RB","PHI","null","7.6","null","null","null","31","null","null","1.755","null","null","null","7.6","7.6","2.7608","null",
"2506481","null","Dan Orlovsky","QB","DET","QB","DET","null","0.092","null","null","null","41","null","null","0","null","null","null","0.092","0.092","null","null",
"2506546","null","Derek Anderson","QB","CAR","QB","CAR","null","0.08","null","null","null","49","null","null","0.042","null","null","null","0.08","0.08","null","null",
"2506562","null","Matt Cassel","QB","TEN","QB","TEN","null","0.076","null","null","null","51","null","null","0.076","null","null","null","0.076","0.076","null","null",
"2506581","null","Ryan Fitzpatrick","QB","NYJ","QB","NYJ","null","19.15","null","null","null","5","null","null","0.44","null","null","null","19.15","19.15","7.2628","null",
"2506871","null","Fred Jackson","RB","FA","RB","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2506874","null","Reggie Bush","RB","BUF","RB","BUF","null","0.27","null","null","null","77","null","null","0.045","null","null","null","0.27","0.27","5.3273","null",
"2506895","null","Kellen Clemens","QB","SD","QB","SD","null","0.1","null","null","null","36","null","null","0.002","null","null","null","0.1","0.1","null","null",
"2507029","null","Eric Weems","WR","ATL","WR","ATL","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2507141","null","Pierre Thomas","RB","FA","RB","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2507164","null","Adrian Peterson","RB","MIN","RB","MIN","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2507166","null","Ted Ginn","WR","CAR","WR","CAR","null","7.44","null","null","null","49","null","null","0.295","null","null","null","7.44","7.44","5.0038","null",
"2507182","null","Matt Spaeth","TE","FA","TE","FA","null","0","null","null","null","70","null","null","0","null","null","null","0","0","null","null",
"2507183","null","James Jones","WR","FA","WR","FA","null","0","null","null","null","123","null","null","0","null","null","null","0","0","null","null",
"2507218","null","Brent Celek","TE","PHI","TE","PHI","null","2.09","null","null","null","33","null","null","0.135","null","null","null","2.09","2.09","8.5643","null",
"2507405","null","Matthew Mulligan","TE","FA","TE","FA","null","0","null","null","null","70","null","null","0","null","null","null","0","0","null","null",
"2507428","null","Mike Tolbert","RB","CAR","RB","CAR","null","2.6","null","null","null","57","null","null","0.22","null","null","null","2.6","2.6","6.0724","null",
"2507486","null","Kellen Davis","TE","NYJ","TE","NYJ","null","0.24","null","null","null","68","null","null","0.125","null","null","null","0.24","0.24","null","null",
"2507737","null","Darrel Young","RB","FA","RB","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
