david johnson,0.3675
jeremy hill,0.3925
brandon marshall,0.503175
greg olsen,0.41593
deandre hopkins,0.360884
allen robinson,0.377706
mike wallace,0.374136
tennessee,0.3277
devonta freeman,0.327077
tevin coleman,0.258738
carlos hyde,0.326144
rashad jennings,0.286144
thomas rawls,0.247055
tom brady,0.301856
amari cooper,0.33
terrelle pryor,0.287475
cam newton,0.302288
kelvin benjamin,0.352019
denver,0.254951
