Antonio Brown,12.99,0.0,0.0,0.0,0.3,1.9,0.0,10.1,7.3,89.5,0.6,0.0,0.0,0.0,
Mike Evans,12.87,0.0,0.0,0.0,0.0,0.0,0.0,11.7,6.8,90.4,0.6,0.0,0.0,0.1,
T.Y. Hilton,12.22,0.0,0.0,0.0,0.2,1.3,0.0,10.0,6.5,87.3,0.5,0.0,0.0,0.1,
Odell Beckham Jr.,12.01,0.0,0.0,0.0,0.0,0.0,0.0,9.2,6.0,84.9,0.6,0.0,0.0,0.0,
Jordy Nelson,10.99,0.0,0.0,0.0,0.0,0.0,0.0,9.3,6.4,77.4,0.5,0.0,0.0,0.0,
Larry Fitzgerald,10.52,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,75.1,0.5,0.0,0.0,0.1,
Jordan Matthews,10.28,0.0,0.0,0.0,0.0,0.0,0.0,9.2,6.4,76.0,0.4,0.0,0.0,0.0,
Amari Cooper,10.26,0.0,0.0,0.0,0.3,1.5,0.0,7.8,5.1,69.2,0.5,0.0,0.0,0.0,
Dez Bryant,10.17,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.0,72.9,0.5,0.0,0.0,0.0,
Taylor Gabriel,9.69,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.8,65.3,0.5,0.0,0.0,0.0,
DeSean Jackson,9.66,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.2,68.2,0.5,0.0,0.0,0.0,
Alshon Jeffery,9.62,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.5,68.2,0.5,0.0,0.0,0.0,
Demaryius Thomas,9.54,0.0,0.0,0.0,0.0,0.0,0.0,9.2,5.8,69.6,0.4,0.0,0.0,0.1,
Jamison Crowder,9.45,0.0,0.0,0.0,0.5,3.0,0.0,6.6,5.1,63.0,0.4,0.0,0.0,0.0,
Mohamed Sanu,9.29,0.0,0.0,0.0,0.0,0.0,0.0,6.6,4.3,62.5,0.5,0.0,0.0,0.0,
Michael Crabtree,9.24,0.0,0.0,0.0,0.0,0.0,0.0,8.2,5.4,63.4,0.5,0.0,0.0,0.0,
Emmanuel Sanders,9.09,0.0,0.0,0.0,0.2,1.4,0.0,8.9,5.2,65.0,0.4,0.0,0.0,0.1,
J.J. Nelson,9.08,0.0,0.0,0.0,0.8,4.7,0.0,6.6,4.1,60.6,0.4,0.0,0.0,0.1,
Stefon Diggs,9.07,0.0,0.0,0.0,0.2,0.5,0.0,8.3,5.7,65.1,0.4,0.0,0.0,0.0,
Sammy Watkins,8.81,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.3,57.4,0.5,0.0,0.0,0.0,
Doug Baldwin,8.79,0.0,0.0,0.0,0.0,0.0,0.0,7.2,5.5,62.4,0.4,0.0,0.0,0.1,
Tyrell Williams,8.70,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.2,60.2,0.4,0.0,0.0,0.1,
Tyreek Hill,8.63,0.0,0.0,0.0,1.0,1.6,0.0,7.7,5.0,59.4,0.4,0.0,0.0,0.0,
Pierre Garcon,8.62,0.0,0.0,0.0,0.0,0.0,0.0,7.4,4.8,60.8,0.4,0.0,0.0,0.0,
Brandin Cooks,8.58,0.0,0.0,0.0,0.3,1.4,0.0,6.8,4.5,58.7,0.4,0.0,0.0,0.1,
Golden Tate,8.52,0.0,0.0,0.0,0.4,2.7,0.0,7.8,5.6,59.7,0.4,0.0,0.0,0.1,
Michael Thomas,8.41,0.0,0.0,0.0,0.0,0.0,0.0,7.8,5.1,58.7,0.4,0.0,0.0,0.1,
Dontrelle Inman,8.40,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.4,58.1,0.4,0.0,0.0,0.1,
Davante Adams,8.34,0.0,0.0,0.0,0.0,0.0,0.0,8.6,5.4,58.7,0.4,0.0,0.0,0.0,
Julian Edelman,8.19,0.0,0.0,0.0,0.3,1.2,0.0,7.9,5.7,57.6,0.4,0.0,0.0,0.0,
Adam Thielen,8.12,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.9,57.9,0.4,0.0,0.0,0.0,
Steve Smith Sr.,8.22,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.8,59.1,0.4,0.0,0.0,0.1,
Ty Montgomery,8.01,0.0,0.0,0.0,8.2,34.9,0.2,4.2,3.5,22.5,0.2,0.0,0.0,0.1,
Jarvis Landry,7.99,0.0,0.0,0.0,0.5,2.4,0.0,7.7,5.4,53.5,0.4,0.0,0.0,0.1,
DeAndre Hopkins,7.98,0.0,0.0,0.0,0.0,0.0,0.0,7.9,4.8,54.8,0.4,0.0,0.0,0.0,
Allen Robinson,7.67,0.0,0.0,0.0,0.0,0.0,0.0,7.4,4.2,53.0,0.4,0.0,0.0,0.0,
Anquan Boldin,7.66,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.4,55.7,0.3,0.0,0.0,0.0,
Sterling Shepard,7.63,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.3,53.9,0.4,0.0,0.0,0.0,
Rishard Matthews,7.60,0.0,0.0,0.0,0.0,0.0,0.0,6.2,4.1,51.8,0.4,0.0,0.0,0.0,
Kelvin Benjamin,7.51,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.3,51.8,0.4,0.0,0.0,0.0,
Willie Snead,7.48,0.0,0.0,0.0,0.0,0.0,0.0,6.4,4.6,52.2,0.4,0.0,0.0,0.1,
Jeremy Maclin,7.46,0.0,0.0,0.0,0.0,0.0,0.0,6.6,4.4,54.5,0.3,0.0,0.0,0.0,
Cameron Meredith,7.44,0.0,0.0,0.0,0.0,0.0,0.0,5.7,4.0,52.7,0.4,0.0,0.0,0.0,
Marvin Jones Jr.,7.38,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.2,53.7,0.3,0.0,0.0,0.0,
DeVante Parker,7.33,0.0,0.0,0.0,0.0,0.0,0.0,6.3,3.7,51.5,0.4,0.0,0.0,0.0,
Brandon Marshall,7.29,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.5,51.4,0.4,0.0,0.0,0.1,
Kenny Britt,7.15,0.0,0.0,0.0,0.0,0.0,0.0,6.9,4.3,53.7,0.3,0.0,0.0,0.0,
