darrius heywardbey,10,0,2,0.81,
donte moncrief,18,0,2,0,
cobi hamilton,10,0,2,0.76,
sammie coates,10,0,2,3.7,
justin hunter,11,0,2,2.77,
brandon tate,10,0,2,0.66,
aj green,31,0,2,0,
james wright,10,0,2,0.57,
rashard higgins,10,0,2,0.68,
cody core,10,0,2,1.13,
alex erickson,10,0,2,0.97,
ricardo louis,10,0,2,0.45,
brenton bersin,10,0,2,0.72,
andrew hawkins,10,0,2,3.8,
devin funchess,10,0,2,3.35,
braxton miller,10,0,2,0,
keith mumphery,10,0,2,0.6,
rashad ross,10,0,2,0.51,
ryan grant,10,0,2,0.18,
shane wynn,10,0,2,0.94,
maurice harris,10,0,2,0.62,
greg olsen,19,11.84,3,7.81,
travis kelce,24,11.365,3,8.01,
tyler eifert,22,11.32,3,10.57,
antonio gates,17,9.695,3,6.83,
kyle rudolph,17,9.4,3,6.7,
zach ertz,17,9.335,3,8.73,
jordan reed,24,9.255,3,6.35,
delanie walker,19,8.985,3,6.86,
cameron brate,20,8.72,3,6.72,
eric ebron,16,8.485,3,5.86,
martellus bennett,16,8.29,3,7.23,
ladarius green,17,8.275,3,6.54,
jason witten,16,7.97,3,6.87,
jermaine gresham,11,7.58,3,6.35,
jack doyle,11,6.62,3,6.23,
coby fleener,12,6.6,3,6.04,
dennis pitta,13,6.535,3,5.63,
gary barnidge,10,6.005,3,5.07,
hunter henry,11,5.82,3,5.58,
ryan griffin,11,5.8,3,6.15,
charles clay,12,5.745,3,5.2,
dwayne allen,14,5.65,3,3.42,
jared cook,12,5.51,3,9.38,
will tye,12,5.495,3,4.05,
austin hooper,10,5.05,3,5.27,
cleveland,10,4.895,3,0.88,
aj derby,10,4.85,3,6.93,
clive walford,10,4.415,3,5.58,
garrett celek,10,4.375,3,3.52,
vernon davis,14,3.77,3,4.41,
blake bell,10,3.72,3,0.34,
stephen anderson,10,3.275,3,0.95,
richard rodgers,10,2.865,3,2.3,
ben koyack,10,2.78,3,4.02,
virgil green,10,2.715,3,2.77,
trey burton,11,2.69,3,4.79,
mychal rivera,10,2.295,3,3.74,
jesse james,10,2.29,3,2.59,
levine toilolo,10,2.265,3,3.22,
crockett gillmore,10,2.175,3,2.14,
jerell adams,10,1.965,3,0.66,
john phillips,10,1.74,3,0.54,
rhett ellison,10,1.635,3,0.52,
darren fells,10,1.6,3,2.32,
nick oleary,10,0.955,3,0.69,
alex ellis,10,0,3,0.36,
larry donnell,10,0,3,1.72,
clay harbor,10,0,3,0.5,
erik swoope,10,0,3,1.12,
matthew mulligan,10,0,3,0.66,
david morgan,10,0,3,0.74,
ross travis,10,0,3,0.11,
james oshaughnessy,10,0,3,0.19,
jace amaro,10,0,3,2.02,
hakeem valles,10,0,3,0.1,
