Rashad Jennings,9.12,0.0,0.0,0.0,14.0,53.7,0.3,1.9,1.6,12.5,0.1,0.0,0.0,0.1,
Mark Ingram,8.86,0.0,0.0,0.0,12.3,45.8,0.3,2.8,2.4,18.9,0.1,0.0,0.0,0.2,
Doug Martin,8.77,0.0,0.0,0.0,15.2,55.4,0.3,1.7,1.4,10.6,0.1,0.0,0.0,0.2,
Kenneth Dixon,9.00,0.0,0.0,0.0,11.3,45.7,0.3,3.8,3.0,19.7,0.1,0.0,0.0,0.2,
Dwayne Washington,8.07,0.0,0.0,0.0,10.6,40.9,0.2,4.1,3.2,20.2,0.1,0.0,0.0,0.1,
Ty Montgomery,8.01,0.0,0.0,0.0,8.2,34.9,0.2,4.2,3.5,22.5,0.2,0.0,0.0,0.1,
Ryan Mathews,7.68,0.0,0.0,0.0,14.1,43.6,0.2,2.9,2.1,16.2,0.1,0.0,0.0,0.1,
Adrian Peterson,7.63,0.0,0.0,0.0,11.2,48.8,0.3,1.0,0.9,6.8,0.0,0.0,0.0,0.1,
Dion Lewis,7.50,0.0,0.0,0.0,6.9,26.9,0.2,4.0,3.1,26.1,0.2,0.0,0.0,0.0,
T.J. Yeldon,7.46,0.0,0.0,0.0,8.6,35.5,0.2,3.4,2.9,17.5,0.1,0.0,0.0,0.1,
Tim Hightower,7.28,0.0,0.0,0.0,9.8,35.7,0.2,2.0,1.8,17.2,0.1,0.0,0.0,0.2,
Chris Ivory,7.06,0.0,0.0,0.0,10.8,44.5,0.3,1.1,1.0,6.0,0.0,0.0,0.0,0.1,
Khiry Robinson,6.84,0.0,0.0,0.0,6.6,28.6,0.2,3.0,2.5,19.2,0.1,0.0,0.0,0.1,
Devontae Booker,6.67,0.0,0.0,0.0,10.3,38.6,0.2,2.1,1.6,10.0,0.1,0.0,0.0,0.2,
Justin Forsett,6.66,0.0,0.0,0.0,10.3,34.3,0.2,2.4,2.1,13.1,0.1,0.0,0.0,0.2,
Duke Johnson Jr.,6.14,0.0,0.0,0.0,5.3,22.6,0.2,3.3,2.9,21.2,0.1,0.0,0.0,0.1,
Zach Zenner,6.11,0.0,0.0,0.0,7.8,28.8,0.1,2.7,2.6,17.0,0.1,0.0,0.0,0.1,
Ronnie Hillman,5.85,0.0,0.0,0.0,7.9,31.5,0.2,1.7,1.3,9.3,0.1,0.0,0.0,0.1,
Chris Thompson,5.69,0.0,0.0,0.0,4.1,17.5,0.1,3.8,2.9,23.5,0.2,0.0,0.0,0.0,
Terrance West,5.42,0.0,0.0,0.0,8.6,34.2,0.2,1.0,0.8,5.1,0.0,0.0,0.0,0.1,
Jerick McKinnon,5.17,0.0,0.0,0.0,5.5,21.7,0.1,2.4,2.1,15.3,0.1,0.0,0.0,0.0,
Shane Vereen,5.13,0.0,0.0,0.0,3.7,16.4,0.1,3.1,2.4,21.0,0.1,0.0,0.0,0.0,
Charles Sims,5.09,0.0,0.0,0.0,3.7,13.4,0.1,2.9,2.4,23.3,0.2,0.0,0.0,0.1,
Rex Burkhead,4.93,0.0,0.0,0.0,5.4,19.7,0.1,2.1,1.4,15.1,0.1,0.0,0.0,0.0,
Christine Michael,4.84,0.0,0.0,0.0,7.7,32.9,0.2,0.6,0.5,2.6,0.0,0.0,0.0,0.0,
Derrick Henry,4.82,0.0,0.0,0.0,6.1,26.5,0.2,1.2,1.0,6.0,0.0,0.0,0.0,0.1,
Matt Asiata,4.78,0.0,0.0,0.0,5.7,22.9,0.2,1.7,1.5,11.3,0.1,0.0,0.0,0.0,
