matt ryan,40,21.4648,0,7.63,
aaron rodgers,37,19.8687,0,9.94,
kirk cousins,37,18.9958,0,9.67,
cam newton,32,18.3351,0,9.37,
derek carr,34,17.5361,0,8.54,
philip rivers,32,17.4746,0,7.78,
alex smith,26,16.336,0,8.42,
andy dalton,27,15.8495,0,8.26,
sam bradford,25,15.5409,0,8.88,
matt barkley,23,13.3281,0,7.04,
blake bortles,23,13.2919,0,6.7,
brock osweiler,21,12.9873,0,8.26,*
carson wentz,22,12.5532,0,7.46,
leveon bell,39,24.035,1,13.15,
david johnson,42,21.2,1,14.93,
lesean mccoy,40,19.355,1,10.76,
ezekiel elliott,38,18.395,1,11.87,
devonta freeman,36,17.29,1,10.16,
demarco murray,33,16.72,1,8.13,
lamar miller,23,13.78,1,8.11,
jeremy hill,21,13,1,8.47,
spencer ware,22,12.87,1,9.5,
tevin coleman,20,12.8,1,7.95,
kenneth farrow,12,12.23,1,7.29,
rob kelley,19,11.715,1,7.54,
frank gore,19,11.065,1,7.49,*
isaiah crowell,17,10.925,1,7.9,
kenneth dixon,16,10.25,1,8.54,
doug martin,18,10.21,1,8.18,*
rashad jennings,16,9.385,1,9.69,*
ryan mathews,14,9.19,1,10.32,
tj yeldon,13,8.93,1,5.94,
dwayne washington,11,8.76,1,3,
adrian peterson,10,7.165,1,3.93,
antonio brown,36,16.67,2,11.76,
mike evans,38,16.235,2,10.73,*
odell beckham,35,15.48,2,9.13,
ty hilton,30,14.835,2,9.43,
larry fitzgerald,31,14.21,2,8.29,
jordy nelson,34,14.17,2,10.28,
amari cooper,24,12.955,2,10.84,
jordan matthews,20,12.74,2,6.61,
dez bryant,28,12.66,2,10.47,*
demaryius thomas,23,12.42,2,8.45,
michael crabtree,23,12.395,2,8.3,
stefon diggs,23,12.385,2,8.75,
emmanuel sanders,23,11.945,2,7.51,
jamison crowder,22,11.85,2,7.16,
golden tate,23,11.76,2,10.03,&
tyrell williams,23,11.45,2,7.72,
davante adams,23,11.445,2,7.81,
taylor gabriel,20,11.295,2,8.94,
desean jackson,21,11.255,2,7.07,
sammy watkins,22,11.23,2,11.43,
julian edelman,19,11.195,2,11.03,
mohamed sanu,15,10.945,2,6.32,
steve smith,19,10.785,2,7.78,
deandre hopkins,17,10.54,2,7.58,
pierre garcon,18,10.26,2,7.81,
willie snead,19,10.09,2,7.35,
adam thielen,16,9.86,2,7.02,
allen robinson,15,9.76,2,8.31,
marqise lee,16,9.54,2,7.95,
jj nelson,14,9.515,2,3.97,
ty montgomery,14,9.455,2,5.38,
jeremy maclin,16,9.28,2,6.65,*
marvin jones,16,9.14,2,6.79,*
brandon lafell,15,9.105,2,5.74,
tyler boyd,15,8.53,2,5.45,*
cameron meredith,14,8.47,2,5.93,
malcolm mitchell,14,8.34,2,6.8,*
jeremy kerley,12,7.935,2,5.5,
quinton patton,12,7.37,2,3.81,*
adam humphries,12,7.2,2,5.16,
greg olsen,19,11.84,3,7.81,
ladarius green,17,9.685,3,6.83,
kyle rudolph,17,9.4,3,6.7,
zach ertz,17,9.335,3,8.73,
eric ebron,16,8.485,3,5.86,*
martellus bennett,16,8.29,3,7.23,
jason witten,16,7.97,3,6.87,*
jermaine gresham,11,7.58,3,6.35,
jack doyle,11,6.62,3,6.23,
coby fleener,12,6.6,3,6.04,
gary barnidge,10,6.005,3,5.07,*
austin hooper,10,5.05,3,5.27,
buffalo,19,9.722,4,5.47,
minnesota,21,9.546,4,5.57,*
baltimore,19,9.45,4,5.32,
houston,16,9.398,4,5.63,
new england,16,8.706,4,4.95,
green bay,14,8.322,4,4.98,
dallas,14,7.824,4,5.22,
new orleans,12,7.782,4,5.53,
washington,14,7.592,4,4.19,
tennessee,10,6.376,4,5.1,
chicago,11,6.268,4,3.39,
san diego,11,5.724,4,5.08,
