Seattle Seahawks,2.5,1.2,0.6,0.7,0.2,0,0,12.3,242.1,11.7
Buffalo Bills,2.6,1.3,0.7,0.9,0.2,0,0,15.9,309.7,9.9
Minnesota Vikings,2.9,1.2,0.8,1.2,0.3,0,0,19.9,320.7,9.7
Houston Texans,2.5,1.3,0.7,0.9,0.2,0,0,16.6,302.5,9.1
Baltimore Ravens,2.6,1.3,0.8,1,0.2,0,0,17.3,303.9,8.8
Oakland Raiders,2.1,1.1,0.9,1.5,0.2,0,0,23.6,372.3,8.6
New England Patriots,2.5,1,0.9,1.2,0.2,0,0,19.6,318.9,8.4
Miami Dolphins,1.9,1.2,0.8,1.1,0.2,0,0,19.4,343.7,8.4
Green Bay Packers,2.1,1.2,0.6,0.6,0.2,0,0.1,17.9,322.7,8.3
New Orleans Saints,2.3,0.9,0.9,1.4,0.3,0,0.1,26.1,386.8,7.9
Arizona Cardinals,2.2,1.1,0.8,1.4,0.2,0,0.1,23.2,364.4,7.8
Philadelphia Eagles,2.3,1.3,0.9,1.2,0.2,0,0,20.4,335.4,7.7
Washington Redskins,2.3,0.9,0.7,1.1,0.2,0,0.1,23.2,355.4,7.7
Kansas City Chiefs,2.2,1,0.7,0.9,0.2,0,0,18.7,340,7.5
Los Angeles Rams,2.4,0.8,0.7,0.9,0.2,0,0,25.8,371.9,6.8
Carolina Panthers,2.2,0.9,0.6,0.8,0.1,0,0,27.6,383.6,6.8
Dallas Cowboys,2,0.9,0.9,1.2,0.2,0,0,21.1,357.3,6.7
Denver Broncos,2.5,0.7,0.7,0.9,0.1,0,0.1,22.1,336.8,6.5
Indianapolis Colts,2.3,0.8,0.7,0.8,0.2,0,0.1,25.1,347.6,6.5
Atlanta Falcons,2.3,0.8,0.7,1.1,0.2,0,0,20.6,321,6.4
New York Giants,2.3,0.9,0.7,0.9,0.2,0,0,20.2,332.5,6.3
Tennessee Titans,2.5,0.7,0.6,0.7,0.2,0,0,24.5,337.1,6.3
Pittsburgh Steelers,2.4,0.9,0.6,0.9,0.1,0,0,21,358.9,6.2
Jacksonville Jaguars,2.2,0.9,0.7,0.8,0.1,0,0,21.5,306,6.2
Chicago Bears,2.5,0.8,0.6,0.7,0.2,0,0,23.7,384.8,6.2
Tampa Bay Buccaneers,2,0.7,0.7,1.2,0.1,0,0,26.7,379.6,6
Detroit Lions,2,0.9,0.6,0.8,0.2,0,0,22.9,353,6
New York Jets,2.1,0.8,0.7,1,0.2,0,0,21,335.7,5.9
San Francisco 49ers,1.9,0.8,0.5,0.7,0.2,0,0,33.1,438.4,5.9
Cincinnati Bengals,2,1,0.5,0.6,0.1,0,0,23.4,389.5,5.8
San Diego Chargers,1.6,0.9,0.7,0.9,0.1,0,0,27.2,374.9,5.2
Cleveland Browns,2,0.7,0.5,0.5,0.1,0,0,29.3,396,4.8
