Pierre Garcon,0.0,0.0,0.0,4.4,54.7,0.3,0.0,7.3
Robby Anderson,0.3,1.8,0.0,3.9,50.3,0.4,0.1,7.3
Kelvin Benjamin,0.0,0.0,0.0,3.8,54.5,0.3,0.1,7.3
Sterling Shepard,0.0,0.1,0.0,3.8,45.1,0.4,0.0,7.2
Adam Thielen,0.1,0.3,0.0,4.1,55.3,0.3,0.0,7.1
Ty Montgomery,6.2,26.0,0.2,2.7,24.3,0.2,0.1,7.0
Jeremy Maclin,0.0,0.2,0.0,4.0,52.1,0.3,0.0,6.9
Marvin Jones,0.1,0.3,0.0,3.8,53.1,0.3,0.0,6.9
Randall Cobb,0.5,2.9,0.0,4.7,49.1,0.3,0.0,6.8
Ted Ginn,0.5,3.2,0.0,3.2,43.9,0.4,0.1,6.8
Brandon Marshall,0.0,0.0,0.0,3.8,49.6,0.3,0.0,6.5
J.J. Nelson,0.4,2.5,0.0,3.0,45.0,0.3,0.1,6.4
Cole Beasley,0.0,0.0,0.0,4.3,48.9,0.3,0.0,6.4
Malcolm Mitchell,0.0,0.0,0.0,3.5,45.4,0.3,0.0,6.3
Anquan Boldin,0.0,0.0,0.0,4.0,46.9,0.3,0.0,6.3
A.J. Green,0.0,0.0,0.0,3.4,45.2,0.3,0.0,6.0
Tyler Boyd,0.2,1.0,0.0,4.2,48.0,0.2,0.0,6.0
Corey Coleman,0.1,0.5,0.0,3.3,44.4,0.2,0.0,5.7
Cameron Meredith,0.0,0.0,0.0,3.8,46.1,0.2,0.0,5.6
Tyler Lockett,0.7,4.6,0.0,3.2,40.7,0.2,0.0,5.6
Jeremy Kerley,0.0,0.0,0.0,3.6,42.4,0.2,0.1,5.4
Will Fuller,0.0,0.0,0.0,3.0,40.0,0.2,0.0,5.3
Robert Woods,0.0,0.0,0.0,3.1,38.6,0.2,0.0,5.2
Kenny Stills,0.0,0.0,0.0,2.6,37.4,0.2,0.0,5.0
Tavon Austin,1.4,6.5,0.0,3.5,34.2,0.1,0.0,4.9
Adam Humphries,0.1,0.5,0.0,3.5,36.7,0.2,0.0,4.8
Chris Hogan,0.1,0.5,0.0,2.8,35.3,0.2,0.0,4.8
Quincy Enunwa,0.0,0.0,0.0,2.9,36.4,0.2,0.0,4.7
Travis Benjamin,0.0,0.2,0.0,2.7,36.7,0.2,0.1,4.7
Quinton Patton,0.0,0.3,0.0,3.1,36.6,0.2,0.0,4.7
Tajae Sharpe,0.0,0.1,0.0,2.6,32.8,0.2,0.0,4.4
John Brown,0.1,0.2,0.0,2.2,33.4,0.2,0.0,4.4
Seth Roberts,0.0,0.0,0.0,2.5,30.2,0.2,0.0,4.4
Jermaine Kearse,0.0,0.0,0.0,2.7,34.0,0.2,0.0,4.3
Phillip Dorsett,0.2,1.1,0.0,2.4,33.4,0.1,0.0,4.2
Dorial Green-Beckham,0.0,0.0,0.0,2.7,32.8,0.2,0.0,4.2
Kendall Wright,0.1,0.3,0.0,2.4,31.8,0.2,0.0,4.2
Devin Funchess,0.0,0.0,0.0,2.1,29.6,0.2,0.0,4.1
Eli Rogers,0.0,0.0,0.0,2.6,29.8,0.2,0.0,4.0
Terrance Williams,0.0,0.0,0.0,2.2,30.8,0.2,0.0,4.0
Victor Cruz,0.0,0.0,0.0,2.2,31.0,0.1,0.0,3.9
Cordarrelle Patterson,0.5,2.9,0.0,2.5,25.5,0.2,0.0,3.8
Marquise Goodwin,0.0,0.0,0.0,1.9,29.0,0.2,0.0,3.8
Aldrick Robinson,0.0,0.0,0.0,1.8,25.8,0.2,0.0,3.6
Daniel Brown,0.0,0.0,0.0,2.4,25.8,0.2,0.0,3.6
Breshad Perriman,0.1,0.3,0.0,1.9,26.3,0.1,0.0,3.5
Justin Hardy,0.0,0.0,0.0,1.8,23.2,0.2,0.0,3.5
Brian Quick,0.0,0.0,0.0,2.2,27.5,0.1,0.0,3.3
Russell Shepard,0.0,0.2,0.0,2.0,25.6,0.1,0.0,3.2
Chris Harper,0.0,0.0,0.0,1.8,22.8,0.2,0.1,3.1
Chris Conley,0.0,0.0,0.0,2.0,24.8,0.1,0.0,3.1
Josh Bellamy,0.1,0.4,0.0,2.0,25.9,0.1,0.0,3.1
Nelson Agholor,0.0,0.3,0.0,1.9,22.3,0.1,0.0,2.8
Bryan Walters,0.0,0.0,0.0,1.8,20.1,0.1,0.0,2.6
Kamar Aiken,0.0,0.0,0.0,1.7,21.5,0.1,0.0,2.6
Andrew Hawkins,0.1,0.4,0.0,1.7,19.1,0.1,0.0,2.5
Michael Floyd,0.0,0.3,0.0,1.2,17.8,0.1,0.0,2.5
Neal Sterling,0.0,0.0,0.0,2.1,19.2,0.1,0.0,2.5
Justin Hunter,0.0,0.0,0.0,0.9,13.5,0.2,0.0,2.4
Cobi Hamilton,0.0,0.0,0.0,1.3,15.8,0.1,0.0,2.4
Freddie Martino,0.0,0.0,0.0,1.4,17.9,0.1,0.0,2.3
Paul Richardson,0.0,0.0,0.0,1.4,17.0,0.1,0.0,2.2
Bennie Fowler,0.0,0.1,0.0,1.3,15.4,0.1,0.0,2.1
Cody Core,0.0,0.0,0.0,1.2,17.0,0.1,0.0,2.1
Tanner McEvoy,0.0,0.3,0.0,0.9,12.0,0.1,0.0,2.1
Chester Rogers,0.0,0.0,0.0,1.2,14.7,0.1,0.0,2.0
Sammie Coates,0.0,0.1,0.0,1.0,15.7,0.1,0.0,2.0
Jordan Norwood,0.0,0.0,0.0,1.5,16.4,0.1,0.0,2.0
Brandon Coleman,0.0,0.0,0.0,1.1,14.9,0.1,0.0,2.0
Albert Wilson,0.1,0.5,0.0,1.4,13.7,0.1,0.0,1.9
Andre Holmes,0.0,0.0,0.0,1.1,13.3,0.1,0.0,1.9
Keith Mumphery,0.0,0.0,0.0,1.4,13.2,0.1,0.0,1.9
Darren Waller,0.0,0.0,0.0,1.2,11.7,0.1,0.0,1.8
Andre Roberts,0.0,0.0,0.0,1.2,14.6,0.1,0.0,1.8
Philly Brown,0.1,0.7,0.0,1.1,14.1,0.1,0.0,1.8
Jordan Taylor,0.0,0.0,0.0,1.0,12.6,0.1,0.0,1.8
Brice Butler,0.0,0.0,0.0,1.0,12.8,0.1,0.0,1.7
Rod Streater,0.0,0.0,0.0,1.1,13.3,0.1,0.0,1.6
Bryce Treggs,0.0,0.0,0.0,1.2,14.1,0.0,0.0,1.6
Harry Douglas,0.0,0.0,0.0,1.0,12.1,0.1,0.0,1.6
Seth DeValve,0.0,0.0,0.0,0.9,8.7,0.1,0.0,1.5
Brittan Golden,0.0,0.0,0.0,0.8,11.1,0.1,0.0,1.5
Charone Peake,0.0,0.0,0.0,1.0,11.1,0.1,0.0,1.4
Roger Lewis,0.0,0.0,0.0,0.7,9.2,0.1,0.0,1.3
Alex Erickson,0.0,0.0,0.0,0.8,10.3,0.0,0.0,1.3
Deonte Thompson,0.0,0.0,0.0,0.8,9.9,0.0,0.0,1.3
Ryan Grant,0.0,0.0,0.0,0.8,9.6,0.0,0.0,1.2
Jalin Marshall,0.0,0.0,0.0,0.8,9.4,0.1,0.1,1.2
Nick Williams,0.0,0.1,0.0,0.7,8.7,0.1,0.0,1.2
Charles Johnson,0.0,0.0,0.0,0.8,9.1,0.0,0.0,1.2
Arrelious Benn,0.0,0.0,0.0,0.7,8.1,0.1,0.0,1.1
Johnny Holton,0.0,0.3,0.0,0.6,7.1,0.1,0.0,1.1
Pharoh Cooper,0.1,0.3,0.0,0.9,9.6,0.0,0.0,1.0
Josh Huff,0.2,1.1,0.0,0.6,6.7,0.0,0.0,1.0
Brandon Tate,0.0,0.0,0.0,0.6,7.2,0.0,0.0,0.9
Devin Smith,0.0,0.0,0.0,0.6,7.8,0.0,0.1,0.9
Jeff Janis,0.2,1.4,0.0,0.5,5.5,0.0,0.0,0.9
James Wright,0.0,0.0,0.0,0.6,7.3,0.0,0.0,0.9
Jarius Wright,0.0,0.0,0.0,0.5,6.4,0.0,0.0,0.8
Ricardo Louis,0.0,0.0,0.0,0.6,7.6,0.0,0.0,0.8
Darrius Heyward-Bey,0.0,0.1,0.0,0.4,5.0,0.0,0.0,0.7
Paul Turner,0.0,0.0,0.0,0.5,5.9,0.0,0.0,0.7
Tre McBride,0.0,0.0,0.0,0.5,5.7,0.0,0.0,0.7
Donteea Dye,0.0,0.0,0.0,0.4,5.0,0.0,0.0,0.7
Cody Latimer,0.0,0.0,0.0,0.5,5.6,0.0,0.0,0.7
Eric Weems,0.0,0.0,0.0,0.3,4.1,0.0,0.0,0.6
Jeremy Butler,0.0,0.0,0.0,0.4,4.9,0.0,0.0,0.6
Leonte Carroo,0.0,0.0,0.0,0.5,5.4,0.0,0.0,0.6
Aaron Burbridge,0.1,0.3,0.0,0.4,4.5,0.0,0.0,0.6
Byron Marshall,0.0,0.0,0.0,1.2,7.4,0.0,0.1,0.5
Brenton Bersin,0.0,0.1,0.0,0.4,4.9,0.0,0.0,0.5
Rashard Higgins,0.0,0.0,0.0,0.3,4.0,0.0,0.0,0.5
Michael Campanaro,0.0,0.0,0.0,0.5,4.8,0.0,0.0,0.5
Chris Moore,0.0,0.1,0.0,0.3,4.1,0.0,0.0,0.5
Lucky Whitehead,0.4,2.9,0.0,0.1,1.4,0.0,0.0,0.5
TJ Jones,0.0,0.0,0.0,0.3,4.2,0.0,0.0,0.5
Corey Fuller,0.0,0.0,0.0,0.3,4.4,0.0,0.0,0.4
Geronimo Allison,0.0,0.1,0.0,0.3,3.7,0.0,0.0,0.4
Jake Lampman,0.0,0.0,0.0,0.3,3.7,0.0,0.0,0.4
Maurice Harris,0.0,0.0,0.0,0.4,3.9,0.0,0.0,0.4
Marc Mariani,0.0,0.0,0.0,0.3,3.8,0.0,0.0,0.4
Shane Wynn,0.0,0.1,0.0,0.2,3.5,0.0,0.0,0.4
Demarcus Robinson,0.0,0.0,0.0,0.2,3.2,0.0,0.0,0.4
Trevor Davis,0.0,0.0,0.0,0.3,3.6,0.0,0.0,0.4
Geremy Davis,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.4
Devin Street,0.0,0.0,0.0,0.3,3.8,0.0,0.0,0.4
Tommylee Lewis,0.0,0.1,0.0,0.3,2.9,0.0,0.0,0.4
Tevaun Smith,0.0,0.0,0.0,0.3,3.4,0.0,0.0,0.3
Vince Mayle,0.0,0.0,0.0,0.2,2.7,0.0,0.0,0.3
Kalif Raymond,0.0,0.0,0.0,0.2,2.4,0.0,0.0,0.3
Mike Thomas,0.0,0.0,0.0,0.2,2.2,0.0,0.0,0.3
Dwayne Harris,0.0,0.1,0.0,0.2,2.5,0.0,0.0,0.3
Jeremy Ross,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.3
Bradley Marquez,0.0,0.0,0.0,0.2,1.9,0.0,0.0,0.2
Daniel Braverman,0.0,0.0,0.0,0.1,1.6,0.0,0.0,0.2
De'Anthony Thomas,0.0,0.1,0.0,0.2,1.2,0.0,0.0,0.1
Frankie Hammond,0.0,0.0,0.0,0.2,1.4,0.0,0.0,0.1
Rashad Ross,0.0,0.0,0.0,0.1,1.1,0.0,0.0,0.1
Tavarres King,0.0,0.2,0.0,0.1,0.7,0.0,0.0,0.1
