Antonio Brown,0.2,1.6,0.0,7.2,90.4,0.7,0.0,13.1
Mike Evans,0.0,0.0,0.0,6.4,90.3,0.7,0.1,13.0
Odell Beckham Jr.,0.0,0.3,0.0,6.5,88.1,0.7,0.1,12.7
T.Y. Hilton,0.1,0.6,0.0,5.6,82.9,0.5,0.1,11.4
Jordy Nelson,0.0,0.0,0.0,5.9,76.2,0.6,0.0,11.2
Larry Fitzgerald,0.0,0.1,0.0,6.8,77.3,0.6,0.1,11.0
Amari Cooper,0.1,0.4,0.0,5.2,71.7,0.5,0.0,10.5
Doug Baldwin,0.0,0.0,0.0,5.7,69.9,0.6,0.0,10.5
Dez Bryant,0.0,0.0,0.0,4.5,67.6,0.6,0.1,10.4
Michael Crabtree,0.1,0.3,0.0,5.5,66.9,0.6,0.0,10.1
Stefon Diggs,0.1,0.7,0.0,5.9,69.5,0.5,0.0,9.9
Tyrell Williams,0.0,0.0,0.0,4.6,66.3,0.5,0.0,9.8
Demaryius Thomas,0.0,0.0,0.0,5.4,68.2,0.5,0.1,9.7
Emmanuel Sanders,0.1,0.6,0.0,5.2,68.1,0.5,0.1,9.6
Brandin Cooks,0.3,2.0,0.0,4.9,65.0,0.5,0.0,9.5
Alshon Jeffery,0.0,0.0,0.0,4.4,67.5,0.5,0.0,9.5
Sammy Watkins,0.0,0.0,0.0,4.2,60.5,0.6,0.0,9.4
Davante Adams,0.0,0.0,0.0,4.9,63.1,0.5,0.0,9.4
Golden Tate,0.4,2.6,0.0,5.8,64.3,0.5,0.1,9.3
Jamison Crowder,0.2,1.3,0.0,5.0,59.0,0.5,0.0,9.2
Jordan Matthews,0.0,0.0,0.0,5.6,65.3,0.4,0.0,9.2
Taylor Gabriel,0.2,1.9,0.0,3.8,56.5,0.5,0.0,9.1
Michael Thomas,0.0,0.0,0.0,4.9,59.5,0.5,0.0,9.0
Tyreek Hill,1.2,5.0,0.1,5.0,54.6,0.5,0.1,8.9
DeSean Jackson,0.1,0.3,0.0,3.7,60.7,0.5,0.0,8.9
Rishard Matthews,0.0,0.0,0.0,4.0,56.0,0.5,0.0,8.6
Steve Smith,0.0,0.0,0.0,4.9,59.8,0.4,0.0,8.5
Mike Wallace,0.3,1.7,0.0,4.0,56.9,0.4,0.0,8.4
Mohamed Sanu,0.1,0.6,0.0,4.3,53.2,0.5,0.0,8.3
DeAndre Hopkins,0.0,0.0,0.0,4.8,60.4,0.4,0.0,8.3
Julian Edelman,0.4,2.3,0.0,6.3,64.0,0.3,0.1,8.2
Willie Snead,0.0,0.0,0.0,4.4,55.2,0.4,0.0,8.2
Marqise Lee,0.2,1.3,0.0,4.7,56.4,0.4,0.0,8.1
Terrelle Pryor,0.1,0.6,0.0,4.7,62.1,0.3,0.0,7.9
Kenny Britt,0.0,0.0,0.0,4.3,56.8,0.4,0.0,7.9
Jarvis Landry,0.4,2.0,0.0,5.8,60.8,0.3,0.1,7.7
Dontrelle Inman,0.0,0.0,0.0,3.8,52.3,0.4,0.0,7.7
Allen Robinson,0.0,0.0,0.0,4.3,56.7,0.3,0.0,7.6
Devante Parker,0.0,0.0,0.0,3.7,51.2,0.4,0.0,7.6
Brandon LaFell,0.0,0.2,0.0,3.8,50.4,0.4,0.0,7.4
