Greg Olsen,8.98,0.0,0.0,0.0,0.0,0.0,0.0,7.9,5.2,61.9,0.5,0.0,0.0,0.0,
Tyler Eifert,8.34,0.0,0.0,0.0,0.0,0.0,0.0,6.6,5.2,61.4,0.4,0.0,0.0,0.0,
Travis Kelce,8.18,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.4,59.8,0.4,0.0,0.0,0.0,
Zach Ertz,7.32,0.0,0.0,0.0,0.0,0.0,0.0,6.9,4.8,54.1,0.3,0.0,0.0,0.0,
Delanie Walker,7.12,0.0,0.0,0.0,0.0,0.0,0.0,5.7,4.0,48.5,0.4,0.0,0.0,0.0,
Antonio Gates,7.04,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.3,48.7,0.4,0.0,0.0,0.1,
Jimmy Graham,6.98,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.9,49.5,0.3,0.0,0.0,0.1,
Jordan Reed,6.86,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.2,48.4,0.3,0.0,0.0,0.0,
Kyle Rudolph,6.40,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.7,46.5,0.3,0.0,0.0,0.0,
Jason Witten,6.14,0.0,0.0,0.0,0.0,0.0,0.0,5.4,4.2,44.0,0.3,0.0,0.0,0.0,
Eric Ebron,6.07,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4.1,44.1,0.3,0.0,0.0,0.0,
Cameron Brate,5.99,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.0,42.1,0.3,0.0,0.0,0.1,
Martellus Bennett,5.63,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.9,40.4,0.3,0.0,0.0,0.0,
Ladarius Green,5.60,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.4,39.5,0.3,0.0,0.0,0.0,
Coby Fleener,5.05,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.5,35.2,0.3,0.0,0.0,0.0,
Jermaine Gresham,4.96,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.7,35.4,0.2,0.0,0.0,0.0,
Jack Doyle,4.94,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,35.7,0.2,0.0,0.0,0.0,
Lance Kendricks,4.65,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.3,34.9,0.2,0.0,0.0,0.0,
Dennis Pitta,4.62,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.4,33.2,0.2,0.0,0.0,0.0,
Gary Barnidge,4.51,0.0,0.0,0.0,0.0,0.0,0.0,4.4,3.0,32.4,0.2,0.0,0.0,0.0,
Hunter Henry,4.49,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.3,31.0,0.2,0.0,0.0,0.0,
Charles Clay,4.49,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.9,29.3,0.3,0.0,0.0,0.0,
Dwayne Allen,4.30,0.0,0.0,0.0,0.0,0.0,0.0,4.6,3.1,31.1,0.2,0.0,0.0,0.0,
Will Tye,4.24,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.1,30.0,0.2,0.0,0.0,0.0,
Ryan Griffin,4.05,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.2,27.8,0.2,0.0,0.0,0.0,
Austin Hooper,3.95,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.1,26.6,0.2,0.0,0.0,0.0,
Jared Cook,3.92,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6,27.6,0.2,0.0,0.0,0.0,
Daniel Brown,3.74,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.5,26.4,0.2,0.0,0.0,0.0,
Neal Sterling,3.66,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.0,25.4,0.2,0.0,0.0,0.0,
Blake Bell,3.54,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.8,24.3,0.2,0.0,0.0,0.0,
A.J. Derby,3.30,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2.6,24.1,0.1,0.0,0.0,0.0,
Clive Walford,3.13,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.9,21.5,0.2,0.0,0.0,0.0,
Garrett Celek,3.10,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,21.2,0.2,0.0,0.0,0.0,
Stephen Anderson,2.75,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.2,18.9,0.1,0.0,0.0,0.0,
Virgil Green,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.8,15.1,0.1,0.0,0.0,0.0,
Dion Sims,2.05,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.6,14.4,0.1,0.0,0.0,0.0,
Richard Rodgers,2.03,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.5,14.3,0.1,0.0,0.0,0.0,
Crockett Gillmore,1.90,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.2,13.7,0.1,0.0,0.0,0.0,
Vernon Davis,1.79,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.3,12.6,0.1,0.0,0.0,0.0,
Ben Koyack,1.71,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,11.8,0.1,0.0,0.0,0.0,
John Phillips,1.63,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.4,11.4,0.1,0.0,0.0,0.0,
Trey Burton,1.33,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,9.8,0.1,0.0,0.0,0.0,
Jesse James,1.28,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.1,9.0,0.1,0.0,0.0,0.0,
Jerell Adams,1.23,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.9,8.7,0.1,0.0,0.0,0.0,
Levine Toilolo,1.08,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,7.3,0.1,0.0,0.0,0.0,
Rhett Ellison,1.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,7.7,0.0,0.0,0.0,0.0,
Darren Fells,1.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,7.5,0.0,0.0,0.0,0.0,
Mychal Rivera,1.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,7.1,0.1,0.0,0.0,0.0,
Dominique Jones,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,7.3,0.1,0.0,0.0,0.0,
Nick O'Leary,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,5.6,0.0,0.0,0.0,0.0,
