Terrance West,10.0,38.4,0.4,1.4,10.1,0.0,0.1,7.1
Dwayne Washington,12.2,44.5,0.2,1.7,12.8,0.1,0.1,7.0
Tim Hightower,8.2,32.0,0.2,1.9,16.8,0.1,0.1,6.2
Jerick McKinnon,9.1,33.1,0.2,2.4,17.1,0.1,0.1,6.1
Mike Gillislee,6.4,31.1,0.4,0.7,4.2,0.0,0.0,6.1
Justin Forsett,10.1,37.9,0.2,2.1,13.5,0.0,0.1,6.1
Devontae Booker,9.7,35.8,0.2,1.6,11.3,0.0,0.2,5.9
James White,2.2,9.1,0.1,3.8,28.8,0.3,0.0,5.8
Adrian Peterson,9.8,38.7,0.2,1.1,6.9,0.0,0.2,5.7
Chris Ivory,9.1,36.4,0.2,1.4,9.9,0.0,0.1,5.6
Charles Sims,5.4,20.8,0.1,2.8,25.8,0.1,0.1,5.4
Dion Lewis,4.9,20.2,0.1,3.0,22.9,0.1,0.1,5.2
Duke Johnson,4.8,20.2,0.1,2.8,23.8,0.1,0.1,5.1
Matt Asiata,6.2,23.5,0.2,1.5,11.2,0.1,0.1,5.0
Chris Thompson,4.3,19.0,0.1,2.6,18.8,0.1,0.0,4.9
Rex Burkhead,5.7,22.5,0.1,1.7,14.6,0.1,0.1,4.8
Ronnie Hillman,6.3,25.8,0.2,1.2,9.2,0.1,0.1,4.7
Jalen Richard,5.8,24.9,0.1,1.4,11.0,0.0,0.1,4.5
Paul Perkins,7.3,29.1,0.1,1.0,8.9,0.0,0.1,4.4
Derrick Henry,6.6,30.7,0.1,0.8,6.6,0.0,0.1,4.4
Christine Michael,6.7,28.7,0.1,0.6,3.6,0.0,0.1,4.1
Theo Riddick,2.7,10.3,0.1,2.6,21.0,0.1,0.1,4.0
Shane Vereen,2.9,12.2,0.1,2.1,17.2,0.1,0.1,3.8
Alfred Blue,5.5,22.6,0.1,0.7,4.8,0.0,0.1,3.3
Khiry Robinson,3.3,14.3,0.1,1.5,11.4,0.1,0.1,3.3
Kenjon Barner,4.6,17.3,0.1,1.3,9.5,0.0,0.1,3.1
Shaun Draughn,3.7,14.0,0.1,1.2,9.0,0.1,0.0,3.0
Charcandrick West,3.7,14.4,0.1,1.2,8.8,0.0,0.0,3.0
Brandon Wilds,4.4,17.9,0.1,0.8,5.1,0.0,0.1,3.0
Zach Zenner,4.2,15.1,0.1,1.0,7.9,0.0,0.1,2.9
Matt Forte,4.7,18.5,0.1,0.6,5.9,0.0,0.0,2.9
Robert Turbin,2.8,10.4,0.1,1.6,11.3,0.1,0.1,2.8
Fozzy Whittaker,3.3,13.3,0.1,1.1,8.1,0.0,0.0,2.7
Damien Williams,2.9,10.9,0.1,1.2,9.3,0.1,0.1,2.7
Alex Collins,3.6,13.9,0.1,0.7,5.4,0.0,0.2,2.6
Alfred Morris,4.3,18.2,0.1,0.4,2.4,0.0,0.1,2.5
Jeremy Langford,2.8,10.2,0.1,0.9,7.0,0.0,0.0,2.4
Andre Ellington,2.9,10.7,0.1,0.9,6.9,0.0,0.1,2.2
Jamize Olawale,1.1,4.1,0.1,0.8,8.3,0.1,0.0,2.1
DeAngelo Williams,2.4,10.5,0.1,0.5,3.3,0.0,0.0,2.1
Jonathan Grimes,2.7,10.6,0.1,0.8,5.5,0.0,0.0,2.1
Darren McFadden,2.6,11.6,0.1,0.4,3.4,0.0,0.0,1.9
James Starks,2.8,10.6,0.1,0.6,4.2,0.0,0.0,1.9
Travaris Cadet,0.5,1.6,0.0,1.5,12.0,0.1,0.0,1.7
Kyle Juszczyk,0.2,0.8,0.0,1.4,11.5,0.1,0.0,1.6
Aaron Ripkowski,1.8,7.0,0.1,0.6,3.8,0.0,0.0,1.6
Ka'Deem Carey,2.2,8.6,0.0,0.6,5.1,0.0,0.0,1.5
John Kuhn,1.1,3.1,0.1,0.8,4.6,0.0,0.0,1.4
Juwan Thompson,1.5,6.3,0.1,0.2,1.5,0.0,0.0,1.3
Lance Dunbar,1.0,4.3,0.0,0.7,6.1,0.0,0.0,1.3
Mike Tolbert,1.5,5.0,0.0,0.6,4.7,0.0,0.0,1.2
Reggie Bush,1.2,4.1,0.0,0.4,3.4,0.0,0.0,1.1
Josh Ferguson,1.2,4.1,0.0,0.7,4.4,0.0,0.1,1.1
Cameron Artis-Payne,1.3,5.5,0.1,0.1,1.0,0.0,0.0,1.0
Marcel Reece,0.6,2.1,0.0,0.6,4.7,0.0,0.0,1.0
DuJuan Harris,1.4,5.0,0.0,0.2,2.6,0.0,0.0,1.0
Jacquizz Rodgers,1.7,6.3,0.0,0.3,2.0,0.0,0.0,0.9
Terron Ward,1.4,5.8,0.0,0.1,0.9,0.0,0.0,0.9
Kenyan Drake,1.1,4.5,0.0,0.4,2.8,0.0,0.0,0.9
Taiwan Jones,0.7,2.6,0.0,0.4,3.9,0.0,0.0,0.8
Byron Marshall,1.0,3.5,0.0,0.6,4.5,0.0,0.0,0.8
Joique Bell,1.4,4.4,0.0,0.4,2.8,0.0,0.0,0.8
Derek Watt,0.4,1.5,0.0,0.4,4.8,0.0,0.0,0.7
George Farmer,1.4,3.7,0.0,0.3,1.6,0.0,0.0,0.7
Malcolm Brown,1.2,4.1,0.0,0.4,3.2,0.0,0.0,0.7
Cedric Peerman,0.5,2.2,0.0,0.4,3.1,0.0,0.0,0.6
Knile Davis,0.6,2.3,0.1,0.3,2.1,0.0,0.1,0.6
Jerome Felton,0.4,1.5,0.0,0.3,2.3,0.0,0.0,0.6
Javorius Allen,0.9,3.5,0.0,0.2,1.4,0.0,0.0,0.6
Will Johnson,0.6,2.6,0.0,0.3,2.6,0.0,0.0,0.6
Matt Jones,0.8,2.8,0.0,0.1,0.9,0.0,0.0,0.6
DeAndre Washington,0.8,3.2,0.0,0.2,1.1,0.0,0.0,0.6
Jonathan Williams,0.8,3.0,0.0,0.1,1.0,0.0,0.0,0.5
Fitzgerald Toussaint,0.6,2.6,0.0,0.1,1.4,0.0,0.0,0.5
Antonio Andrews,0.7,3.1,0.0,0.2,0.9,0.0,0.0,0.5
Bobby Rainey,0.3,1.0,0.0,0.4,3.3,0.0,0.0,0.5
Patrick DiMarco,0.2,1.0,0.0,0.3,2.7,0.0,0.0,0.4
Peyton Barber,0.6,2.6,0.0,0.1,0.8,0.0,0.0,0.4
Jay Prosch,0.3,1.0,0.0,0.2,1.6,0.0,0.0,0.4
Brandon Bolden,0.6,2.0,0.0,0.2,1.1,0.0,0.0,0.4
Corey Grant,0.6,2.4,0.0,0.1,0.7,0.0,0.0,0.4
Roosevelt Nix,0.3,1.0,0.0,0.2,1.4,0.0,0.0,0.3
George Atkinson,0.3,1.3,0.0,0.2,1.3,0.0,0.0,0.3
Chase Reynolds,0.3,0.9,0.0,0.2,1.3,0.0,0.0,0.3
Daryl Richardson,0.5,2.1,0.0,0.1,0.7,0.0,0.0,0.3
Kerwynn Williams,0.6,2.4,0.0,0.0,0.1,0.0,0.0,0.3
Joe Kerridge,0.2,0.9,0.0,0.1,1.1,0.0,0.0,0.3
Darius Jackson,0.5,1.8,0.0,0.1,0.8,0.0,0.0,0.3
Akeem Hunt,0.5,2.1,0.0,0.0,0.2,0.0,0.0,0.2
Stepfan Taylor,0.4,1.3,0.0,0.1,0.5,0.0,0.0,0.2
Jalston Fowler,0.2,0.4,0.0,0.2,1.4,0.0,0.0,0.2
Zach Line,0.3,1.2,0.0,0.0,0.4,0.0,0.0,0.2
Anthony Sherman,0.1,0.4,0.0,0.2,1.0,0.0,0.0,0.2
Mike Davis,0.1,0.3,0.0,0.2,1.5,0.0,0.0,0.2
Dan Vitale,0.2,0.6,0.0,0.1,0.7,0.0,0.0,0.2
