russell wilson,32,19.1825,0,7.22,
drew brees,40,18.8468,0,9.06,
tom brady,37,18.6509,0,9.83,
cam newton,30,18.5849,0,11.26,
kirk cousins,33,18.5005,0,9.07,
andrew luck,31,18.4319,0,8.48,
jameis winston,31,18.4101,0,7.52,
matthew stafford,31,18.3776,0,9.21,
matt ryan,37,18.1799,0,7.91,
aaron rodgers,38,18.1777,0,9.91,
colin kaepernick,33,18.1155,0,8.95,
andy dalton,32,18.0297,0,7.92,
ben roethlisberger,34,17.4184,0,9.34,
philip rivers,34,17.2539,0,6.6,
dak prescott,31,17.1078,0,8.25,
tyrod taylor,29,16.596,0,7.54,
eli manning,30,16.3355,0,7.47,
carson palmer,27,15.9667,0,7.39,
marcus mariota,32,15.4108,0,8.25,
carson wentz,23,14.5915,0,7.97,
joe flacco,26,14.3466,0,6.41,
brock osweiler,23,14.1067,0,6.59,
trevor siemian,27,13.9917,0,8.84,
sam bradford,23,13.9563,0,7.69,
matt barkley,25,13.7695,0,8.12,
ryan tannehill,25,12.9531,0,6.6,
blake bortles,21,12.7709,0,7.27,
bryce petty,20,12.4649,0,7.25,
jared goff,25,11.9538,0,5.89,
cody kessler,21,0.5452,0,0.62,
blaine gabbert,21,0.4375,0,0.71,
tony romo,29,0.3938,0,0.6,
landry jones,20,0.3692,0,0.57,
ryan nassib,20,0.353,0,0.7,
luke mccown,20,0.3427,0,0.73,
aj mccarron,20,0.3378,0,0.71,
colt mccoy,20,0.3354,0,0.67,
dan orlovsky,20,0.2535,0,0.7,
shaun hill,22,0.2528,0,0.47,
matt schaub,20,0.2528,0,0.73,
derek anderson,20,0.2195,0,0.59,
ryan mallett,20,0.2185,0,0.48,
jimmy garoppolo,20,0.2175,0,0.6,
kellen clemens,20,0.1337,0,0.42,
trevone boykin,20,0.1275,0,0.36,
mike glennon,20,0.1198,0,0.28,
brett hundley,20,0.1015,0,0.19,
christian hackenberg,20,0,0,0,
matt moore,20,0,0,0.69,
christian ponder,20,0,0,0,
joe webb,20,0,0,0,
josh mccown,21,0,0,0.54,
kevin hogan,20,0,0,0,
robert griffin iii,21,0,0,10.65,
sean mannion,20,0,0,0,
matt cassel,20,0,0,0.15,
brandon weeden,20,0,0,0,
zach mettenberger,20,0,0,0,
tom savage,20,0,0,0.72,
scott tolzien,21,0,0,0.43,
ej manuel,20,0,0,0.49,
case keenum,20,0,0,0.55,
austin davis,20,0,0,0,
paxton lynch,21,0,0,0.58,
josh johnson,20,0,0,0,
chad henne,20,0,0,0.64,
chase daniel,20,0,0,0.73,
ryan fitzpatrick,24,0,0,0.47,
drew stanton,20,0,0,0.45,
mark sanchez,20,0,0,0,
leveon bell,40,22.375,1,10.66,
david johnson,40,22.015,1,11.25,
ezekiel elliott,40,17.495,1,11.42,
demarco murray,34,17.38,1,11.27,
melvin gordon,33,16.835,1,9.47,
