Jeremy Langford,3.0,11.8,0.1,1.2,8.8,0.0,0.0,2.6
Charcandrick West,3.0,12.2,0.1,1.2,8.6,0.0,0.1,2.5
Benny Cunningham,1.3,6.4,0.0,1.6,12.6,0.1,0.0,2.5
DeAngelo Williams,3.2,13.0,0.1,0.5,3.4,0.0,0.0,2.4
Andre Ellington,3.1,12.4,0.1,1.0,6.9,0.0,0.1,2.3
Damien Williams,2.7,10.0,0.1,1.1,8.4,0.0,0.1,2.2
John Kuhn,1.2,3.8,0.1,0.8,5.0,0.1,0.0,1.9
Jonathan Grimes,2.7,11.2,0.1,0.6,4.6,0.0,0.0,1.9
DuJuan Harris,2.8,10.4,0.1,0.4,4.5,0.0,0.1,1.9
Ka'Deem Carey,2.3,9.2,0.1,0.7,6.0,0.0,0.0,1.8
Jamize Olawale,1.2,4.4,0.0,0.8,8.2,0.1,0.0,1.8
Travaris Cadet,0.4,1.4,0.0,1.3,10.7,0.0,0.0,1.6
Kyle Juszczyk,0.2,0.7,0.0,1.5,11.9,0.0,0.0,1.5
Kenneth Farrow,2.3,8.4,0.0,0.5,3.5,0.0,0.0,1.4
Mike Tolbert,1.5,5.0,0.0,0.7,5.4,0.0,0.0,1.4
Lance Dunbar,1.0,3.9,0.0,0.8,7.3,0.0,0.0,1.3
Matt Jones,1.7,7.0,0.1,0.3,2.9,0.0,0.1,1.3
Peyton Barber,1.3,5.6,0.1,0.1,1.1,0.0,0.0,1.1
DeAndre Washington,1.5,5.9,0.0,0.2,1.4,0.0,0.0,1.1
Juwan Thompson,1.3,5.1,0.1,0.1,1.0,0.0,0.0,1.0
Cameron Artis-Payne,1.3,5.5,0.1,0.1,1.2,0.0,0.0,1.0
Alex Collins,1.5,5.6,0.0,0.2,1.6,0.0,0.0,1.0
Taiwan Jones,0.7,2.8,0.0,0.5,5.2,0.0,0.0,1.0
Knile Davis,0.9,4.0,0.1,0.3,1.7,0.0,0.1,0.9
Reggie Bush,0.8,2.3,0.0,0.6,4.4,0.0,0.0,0.9
Aaron Ripkowski,1.1,4.4,0.0,0.4,3.2,0.0,0.0,0.9
Josh Ferguson,0.8,3.1,0.0,0.7,4.6,0.0,0.1,0.9
Terron Ward,0.7,3.0,0.0,0.2,2.1,0.0,0.0,0.9
Marcel Reece,0.7,2.6,0.0,0.3,2.3,0.0,0.0,0.8
Malcolm Brown,1.0,3.6,0.0,0.4,3.3,0.0,0.0,0.7
Tyler Ervin,0.7,2.3,0.0,0.7,3.9,0.0,0.0,0.7
Kenyan Drake,0.9,3.7,0.0,0.3,1.9,0.0,0.0,0.7
Cedric Peerman,0.6,2.2,0.0,0.3,3.0,0.0,0.0,0.6
Javorius Allen,1.0,3.4,0.0,0.2,1.4,0.0,0.0,0.6
Kenjon Barner,0.9,4.1,0.0,0.1,0.9,0.0,0.0,0.6
Will Johnson,0.6,2.2,0.0,0.4,2.6,0.0,0.0,0.5
Akeem Hunt,0.9,3.5,0.0,0.2,1.5,0.0,0.0,0.5
Bobby Rainey,0.4,1.5,0.0,0.4,3.5,0.0,0.0,0.5
Khiry Robinson,0.6,2.3,0.0,0.3,2.4,0.0,0.0,0.5
Derek Watt,0.2,0.6,0.0,0.4,3.7,0.0,0.0,0.5
Antonio Andrews,0.7,3.0,0.0,0.2,0.8,0.0,0.0,0.5
Fitzgerald Toussaint,0.7,2.5,0.0,0.1,1.3,0.0,0.0,0.5
Patrick DiMarco,0.2,1.1,0.0,0.4,2.4,0.0,0.0,0.4
Jay Prosch,0.3,1.0,0.0,0.3,1.8,0.0,0.0,0.4
Darius Jackson,0.7,2.7,0.0,0.1,0.9,0.0,0.0,0.4
Jalston Fowler,0.2,0.7,0.0,0.2,1.4,0.0,0.0,0.3
Jonathan Williams,0.6,2.4,0.0,0.1,0.4,0.0,0.0,0.3
Brandon Bolden,0.7,2.1,0.0,0.2,1.2,0.0,0.0,0.3
Zach Line,0.5,1.5,0.0,0.1,0.3,0.0,0.0,0.3
Denard Robinson,0.4,1.6,0.0,0.1,0.9,0.0,0.0,0.3
Jerome Felton,0.4,1.4,0.0,0.2,1.6,0.0,0.0,0.3
Roosevelt Nix,0.3,1.0,0.0,0.2,1.3,0.0,0.0,0.3
George Atkinson,0.3,1.2,0.0,0.2,1.3,0.0,0.0,0.3
Corey Grant,0.4,1.4,0.0,0.1,0.9,0.0,0.0,0.3
Jordan Todman,0.4,1.6,0.0,0.1,0.6,0.0,0.0,0.3
Daryl Richardson,0.5,1.8,0.0,0.1,0.7,0.0,0.0,0.3
Keith Smith,0.1,0.4,0.0,0.2,1.5,0.0,0.0,0.2
Joique Bell,0.6,1.9,0.0,0.1,0.2,0.0,0.0,0.2
Kerwynn Williams,0.2,1.0,0.0,0.2,1.1,0.0,0.0,0.2
Joe Kerridge,0.2,0.8,0.0,0.1,0.9,0.0,0.0,0.2
