David Johnson,19.6,92.1,0.8,5.3,49.1,0.3,0.2,19.9
Le'Veon Bell,19.9,86.9,0.6,5.9,50.6,0.2,0.2,18.3
Ezekiel Elliott,21.2,93.1,0.7,3.0,25.5,0.1,0.2,16.5
Melvin Gordon,20.4,77.6,0.6,4.0,33.9,0.1,0.2,15.2
DeMarco Murray,20.2,85.6,0.7,3.3,24.0,0.1,0.2,15.0
LeSean McCoy,17.8,83.2,0.7,3.0,20.2,0.1,0.1,14.6
Spencer Ware,16.6,76.5,0.6,2.6,23.0,0.1,0.2,13.9
Jeremy Hill,17.4,72.7,0.7,2.1,18.2,0.1,0.1,13.5
Matt Forte,18.3,76.9,0.5,2.6,21.1,0.1,0.1,13.3
Jordan Howard,17.3,74.7,0.5,2.8,22.6,0.1,0.1,13.1
Devonta Freeman,15.6,66.9,0.6,3.3,25.8,0.1,0.1,13.1
Jay Ajayi,17.4,75.1,0.6,1.6,11.0,0.1,0.2,12.3
Thomas Rawls,15.6,64.3,0.5,2.4,18.6,0.1,0.1,11.9
Carlos Hyde,17.3,67.1,0.6,2.0,14.1,0.1,0.2,11.7
Latavius Murray,15.4,65.1,0.5,2.6,18.3,0.1,0.1,11.7
Frank Gore,15.7,63.4,0.5,2.2,17.0,0.1,0.1,11.5
Robert Kelley,17.2,72.5,0.6,1.1,6.8,0.0,0.2,11.2
Isaiah Crowell,13.4,57.8,0.5,2.8,22.4,0.1,0.1,11.0
Todd Gurley,17.3,65.8,0.4,2.6,19.1,0.0,0.1,10.8
Lamar Miller,17.7,70.7,0.3,2.0,14.5,0.1,0.1,10.7
Doug Martin,15.5,62.7,0.5,1.9,15.3,0.1,0.2,10.6
LeGarrette Blount,16.4,62.7,0.5,0.8,5.4,0.0,0.1,10.0
Mark Ingram,12.4,52.5,0.3,2.8,21.8,0.1,0.2,9.5
Devontae Booker,14.8,56.6,0.3,2.1,14.9,0.1,0.1,9.3
Jonathan Stewart,15.2,60.8,0.4,1.1,7.2,0.0,0.2,9.2
Theo Riddick,7.4,29.8,0.1,4.8,37.0,0.2,0.1,8.6
Rashad Jennings,12.2,46.1,0.2,2.4,17.2,0.1,0.1,7.9
Tevin Coleman,9.0,37.0,0.3,2.5,23.7,0.1,0.1,7.9
Jerick McKinnon,12.9,47.4,0.2,2.0,14.3,0.1,0.1,7.8
Matt Asiata,9.2,34.1,0.4,2.1,14.4,0.1,0.1,7.6
Ryan Mathews,9.1,39.7,0.5,1.0,7.6,0.0,0.2,7.5
Darren Sproles,6.0,27.2,0.2,3.8,30.5,0.1,0.1,7.1
Tim Hightower,8.8,36.7,0.2,2.0,18.5,0.1,0.1,7.1
Terrance West,11.0,44.1,0.2,1.7,11.9,0.0,0.1,6.8
T.J. Yeldon,9.5,35.6,0.1,3.0,21.4,0.1,0.1,6.6
Kenneth Dixon,9.5,39.0,0.1,2.3,16.1,0.0,0.1,6.4
Bilal Powell,6.1,27.3,0.2,2.8,20.8,0.1,0.1,6.2
Dion Lewis,5.3,20.9,0.1,3.2,26.2,0.1,0.1,5.8
Chris Ivory,8.9,36.1,0.2,1.5,10.9,0.0,0.2,5.7
Duke Johnson,5.0,21.5,0.1,3.2,26.3,0.1,0.1,5.7
Rex Burkhead,6.0,25.5,0.2,1.8,17.1,0.1,0.1,5.6
Ty Montgomery,6.2,24.9,0.1,2.1,15.9,0.1,0.0,5.3
James White,1.7,6.7,0.0,3.7,29.3,0.2,0.0,4.8
Jacquizz Rodgers,7.0,29.9,0.1,1.0,8.2,0.0,0.1,4.7
Wendell Smallwood,7.8,32.9,0.2,0.7,5.4,0.0,0.1,4.7
Chris Thompson,4.0,17.5,0.1,2.9,21.1,0.1,0.1,4.6
Jalen Richard,5.6,24.7,0.1,1.4,12.1,0.0,0.1,4.6
Dwayne Washington,7.4,27.7,0.2,0.9,6.6,0.0,0.1,4.5
James Starks,7.3,26.4,0.1,1.5,11.6,0.0,0.1,4.4
Derrick Henry,6.2,28.2,0.1,0.6,4.9,0.0,0.0,4.1
Paul Perkins,6.0,24.2,0.1,1.2,10.9,0.0,0.1,4.1
Justin Forsett,6.2,23.5,0.2,1.4,7.5,0.0,0.1,4.0
Mike Gillislee,4.5,20.6,0.2,0.7,4.4,0.0,0.0,3.4
Charles Sims,2.8,10.4,0.1,1.6,15.4,0.1,0.1,3.4
Christine Michael,5.4,22.1,0.1,0.6,3.5,0.0,0.0,3.2
Troymaine Pope,4.2,15.6,0.1,1.0,7.5,0.1,0.1,3.2
Fozzy Whittaker,3.3,13.2,0.1,1.4,11.8,0.0,0.0,3.2
Robert Turbin,3.0,11.5,0.1,1.4,10.9,0.1,0.0,3.1
Alfred Blue,4.7,20.3,0.1,0.7,4.8,0.0,0.0,3.0
Alfred Morris,4.7,19.2,0.1,0.4,2.3,0.0,0.1,2.7
Zach Zenner,5.0,19.3,0.1,0.3,2.5,0.0,0.0,2.7
Shaun Draughn,2.0,6.5,0.0,1.9,14.5,0.1,0.0,2.6
