Mike Evans,14.23,0.0,0.0,0.0,0.0,0.0,0.0,11.4,6.4,99.6,0.7,0.0,0.0,0.1,
Antonio Brown,13.65,0.0,0.0,0.0,0.3,1.7,0.0,9.9,7.0,94.9,0.6,0.0,0.0,0.1,
Odell Beckham Jr.,13.41,0.0,0.0,0.0,0.0,0.0,0.0,10.3,6.8,97.9,0.6,0.0,0.0,0.1,
Julio Jones,11.47,0.0,0.0,0.0,0.0,0.0,0.0,8.1,5.7,78.0,0.6,0.0,0.0,0.1,
T.Y. Hilton,12.24,0.0,0.0,0.0,0.2,1.4,0.0,8.9,5.8,87.2,0.6,0.0,0.0,0.0,
Amari Cooper,11.69,0.0,0.0,0.0,0.3,1.7,0.0,8.9,5.7,80.9,0.6,0.0,0.0,0.1,
Dez Bryant,10.59,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.1,76.3,0.5,0.0,0.0,0.0,
Demaryius Thomas,10.37,0.0,0.0,0.0,0.0,0.0,0.0,9.3,5.7,74.3,0.5,0.0,0.0,0.0,
Tyrell Williams,10.22,0.0,0.0,0.0,0.0,0.0,0.0,7.9,4.7,71.2,0.5,0.0,0.0,0.0,
Jordy Nelson,10.19,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.6,71.8,0.5,0.0,0.0,0.0,
Larry Fitzgerald,10.18,0.0,0.0,0.0,0.0,0.0,0.0,9.1,7.1,74.2,0.5,0.0,0.0,0.1,
Emmanuel Sanders,9.86,0.0,0.0,0.0,0.2,1.4,0.0,9.0,5.1,69.4,0.5,0.0,0.0,0.0,
Brandon Marshall,9.69,0.0,0.0,0.0,0.0,0.0,0.0,8.2,5.4,65.3,0.5,0.0,0.0,0.0,
Julian Edelman,9.59,0.0,0.0,0.0,0.2,0.9,0.0,8.3,5.8,66.5,0.5,0.0,0.0,0.0,
Jordan Matthews,9.54,0.0,0.0,0.0,0.0,0.0,0.0,8.2,5.8,70.4,0.4,0.0,0.0,0.1,
Sammy Watkins,9.46,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.0,65.1,0.5,0.0,0.0,0.0,
Brandin Cooks,9.43,0.0,0.0,0.0,0.3,1.6,0.0,6.7,4.4,63.0,0.5,0.0,0.0,0.0,
Michael Thomas,9.22,0.0,0.0,0.0,0.0,0.0,0.0,7.7,4.9,63.0,0.5,0.0,0.0,0.0,
Doug Baldwin,9.12,0.0,0.0,0.0,0.0,0.0,0.0,6.3,4.8,65.8,0.4,0.0,0.0,0.0,
DeSean Jackson,9.11,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.0,66.0,0.4,0.0,0.0,0.1,
Stefon Diggs,9.08,0.0,0.0,0.0,0.3,0.5,0.0,8.8,5.8,64.7,0.4,0.0,0.0,0.0,
