Russell Wilson,34.0,22.2,268.5,1.7,0.7,4.5,21.4,0.1,0.1,19.0
Cam Newton,32.3,18.8,234.0,1.5,1.1,6.0,31.5,0.4,0.3,18.4
Tom Brady,38.0,24.8,279.1,2.0,0.6,2.2,3.6,0.1,0.2,18.3
Drew Brees,40.5,27.0,302.8,2.1,1.1,1.2,2.4,0.1,0.3,18.3
Kirk Cousins,38.1,24.7,295.0,2.0,0.9,1.9,4.4,0.1,0.3,18.2
Andrew Luck,36.6,22.6,266.2,1.8,1.0,4.5,20.7,0.1,0.3,18.2
Matthew Stafford,36.4,23.7,268.3,1.9,0.7,2.5,9.7,0.1,0.1,18.1
Jameis Winston,35.4,21.7,270.2,2.1,1.0,3.1,10.1,0.1,0.3,18.1
Aaron Rodgers,38.1,23.8,265.1,1.8,0.8,3.4,15.7,0.1,0.2,17.9
Colin Kaepernick,30.4,17.7,205.2,1.3,0.8,6.9,43.8,0.4,0.3,17.9
Matt Ryan,35.6,23.8,273.9,1.9,0.7,2.7,6.8,0.1,0.2,17.7
Andy Dalton,35.3,22.0,266.4,1.7,0.7,3.2,12.6,0.1,0.2,17.6
Philip Rivers,37.8,24.0,276.1,1.9,1.0,1.4,3.7,0.0,0.2,17.0
Ben Roethlisberger,35.6,23.1,276.1,1.8,0.9,1.4,4.1,0.1,0.2,16.9
Dak Prescott,32.4,20.5,247.5,1.5,0.6,3.8,16.0,0.2,0.3,16.8
Derek Carr,37.6,23.3,270.5,1.8,0.8,2.4,7.2,0.0,0.2,16.8
Tyrod Taylor,28.5,17.5,202.0,1.2,0.6,6.3,35.8,0.3,0.2,16.4
Alex Smith,34.7,22.1,243.4,1.6,0.6,2.9,13.0,0.1,0.3,16.2
Eli Manning,38.0,23.7,267.2,1.8,1.0,1.3,3.7,0.0,0.3,15.8
Carson Palmer,38.7,23.8,281.8,1.7,1.1,1.1,2.1,0.0,0.3,15.7
Marcus Mariota,29.9,18.3,205.4,1.5,1.0,4.4,25.7,0.1,0.2,15.0
Carson Wentz,36.4,22.1,246.0,1.5,1.0,2.4,7.9,0.1,0.3,14.5
Joe Flacco,39.2,24.1,259.8,1.4,0.9,1.7,4.9,0.1,0.3,14.3
Robert Griffin,33.5,20.6,229.3,1.3,1.1,3.8,20.3,0.1,0.2,14.1
Brock Osweiler,33.4,20.5,226.8,1.4,1.0,2.5,11.3,0.1,0.2,14.0
Sam Bradford,35.5,23.3,231.6,1.5,0.6,1.3,2.0,0.0,0.1,13.8
Trevor Siemian,34.3,20.5,235.0,1.4,1.0,2.1,6.4,0.0,0.1,13.5
Matt Barkley,34.9,21.6,244.0,1.4,1.1,1.5,3.7,0.0,0.1,13.3
Ryan Tannehill,31.5,19.4,213.4,1.2,1.0,2.8,12.2,0.1,0.3,12.7
Blake Bortles,35.6,20.4,213.8,1.2,1.5,3.9,20.4,0.1,0.3,12.5
Bryce Petty,31.6,18.6,212.8,1.2,1.3,2.9,9.7,0.1,0.1,12.0
Jared Goff,33.3,19.4,213.8,1.2,1.1,1.7,5.0,0.0,0.2,11.5
Cody Kessler,1.3,0.8,8.8,0.1,0.0,0.1,0.1,0.0,0.0,0.6
Tom Savage,1.2,0.8,8.6,0.1,0.0,0.1,0.3,0.0,0.0,0.5
Tony Romo,0.9,0.6,6.5,0.0,0.0,0.1,0.2,0.0,0.0,0.4
Blaine Gabbert,0.8,0.5,5.5,0.0,0.0,0.1,0.6,0.0,0.0,0.4
Landry Jones,0.9,0.5,5.4,0.0,0.0,0.0,0.3,0.0,0.0,0.3
Chase Daniel,0.7,0.4,4.8,0.0,0.0,0.0,0.2,0.0,0.0,0.3
AJ McCarron,0.7,0.4,5.1,0.0,0.0,0.1,0.2,0.0,0.0,0.3
Ryan Nassib,0.7,0.4,5.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3
Ryan Fitzpatrick,0.9,0.5,5.7,0.0,0.0,0.1,0.3,0.0,0.0,0.3
Luke McCown,0.6,0.4,4.5,0.0,0.0,0.0,0.1,0.0,0.0,0.3
Colt McCoy,0.7,0.4,5.0,0.0,0.0,0.1,0.2,0.0,0.0,0.3
Case Keenum,0.8,0.5,5.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3
Paxton Lynch,0.7,0.4,4.8,0.0,0.0,0.0,0.2,0.0,0.0,0.3
Dan Orlovsky,0.6,0.4,4.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2
Shaun Hill,0.7,0.4,4.7,0.0,0.0,0.0,0.1,0.0,0.0,0.2
Matt Moore,0.6,0.4,4.5,0.0,0.0,0.1,0.2,0.0,0.0,0.2
Matt Schaub,0.6,0.4,4.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2
Chad Henne,0.7,0.4,4.4,0.0,0.0,0.0,0.1,0.0,0.0,0.2
Josh McCown,0.8,0.4,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Nick Foles,0.7,0.4,4.3,0.0,0.0,0.0,0.1,0.0,0.0,0.2
Derek Anderson,0.5,0.3,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Jimmy Garoppolo,0.4,0.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Scott Tolzien,0.6,0.4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Ryan Mallett,0.6,0.3,3.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2
E.J. Manuel,0.5,0.2,2.7,0.0,0.0,0.1,0.2,0.0,0.0,0.1
Drew Stanton,0.5,0.3,2.8,0.0,0.0,0.0,0.1,0.0,0.0,0.1
Kellen Clemens,0.4,0.2,2.4,0.0,0.0,0.0,0.1,0.0,0.0,0.1
Mike Glennon,0.3,0.2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Trevone Boykin,0.3,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Matt McGloin,0.4,0.2,2.3,0.0,0.0,0.0,0.1,0.0,0.0,0.1
Brett Hundley,0.3,0.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1
David Fales,0.2,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Matt Cassel,0.3,0.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Weeden,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
