Greg Olsen,10.26,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.3,71.0,0.5,0.0,0.0,0.0,
Tyler Eifert,9.10,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.7,64.7,0.4,0.0,0.0,0.0,
Travis Kelce,8.00,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.7,57.9,0.4,0.0,0.0,0.0,
Jimmy Graham,7.69,0.0,0.0,0.0,0.0,0.0,0.0,6.6,4.5,55.5,0.4,0.0,0.0,0.0,
Antonio Gates,7.31,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.4,50.9,0.4,0.0,0.0,0.0,
Zach Ertz,7.03,0.0,0.0,0.0,0.0,0.0,0.0,6.4,4.6,51.8,0.3,0.0,0.0,0.0,
Jason Witten,6.43,0.0,0.0,0.0,0.0,0.0,0.0,5.7,4.3,46.3,0.3,0.0,0.0,0.0,
Cameron Brate,6.58,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.7,46.1,0.3,0.0,0.0,0.0,
Jordan Reed,6.43,0.0,0.0,0.0,0.0,0.0,0.0,5.1,4.0,46.5,0.3,0.0,0.0,0.1,
Delanie Walker,6.36,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.8,43.6,0.3,0.0,0.0,0.0,
Eric Ebron,6.20,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.1,44.3,0.3,0.0,0.0,0.0,
Lance Kendricks,5.99,0.0,0.0,0.0,0.0,0.0,0.0,5.7,4.0,42.2,0.3,0.0,0.0,0.0,
Ladarius Green,5.90,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.3,41.9,0.3,0.0,0.0,0.0,
Martellus Bennett,5.86,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.5,41.1,0.3,0.0,0.0,0.0,
Kyle Rudolph,5.77,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.4,41.5,0.3,0.0,0.0,0.0,
Coby Fleener,5.54,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.3,37.8,0.3,0.0,0.0,0.0,
C.J. Fiedorowicz,5.02,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.9,37.0,0.2,0.0,0.0,0.0,
Charles Clay,4.82,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.4,33.2,0.2,0.0,0.0,0.0,
Gary Barnidge,4.75,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.9,34.1,0.2,0.0,0.0,0.0,
Will Tye,4.74,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.5,34.5,0.2,0.0,0.0,0.0,
Hunter Henry,4.64,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.3,32.4,0.2,0.0,0.0,0.0,
Daniel Brown,3.65,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.2,26.7,0.2,0.0,0.0,0.0,
Dennis Pitta,4.52,0.0,0.0,0.0,0.0,0.0,0.0,5.7,3.8,34.8,0.2,0.0,0.0,0.0,
Dwayne Allen,4.59,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.9,33.1,0.2,0.0,0.0,0.0,
Jared Cook,4.29,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.7,30.2,0.2,0.0,0.0,0.0,
Jermaine Gresham,4.13,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.2,30.1,0.2,0.0,0.0,0.0,
Vance McDonald,4.03,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.5,27.8,0.2,0.0,0.0,0.0,
Austin Hooper,3.79,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.5,25.7,0.2,0.0,0.0,0.0,
Jack Doyle,3.82,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.7,27.6,0.2,0.0,0.0,0.0,
A.J. Derby,3.48,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.5,24.9,0.2,0.0,0.0,0.0,
Clive Walford,3.18,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.9,22.4,0.2,0.0,0.0,0.0,
