ben roethlisberger,34,20.29,0,9.34,
deangelo williams,12,2.5,1,2.42,
darrius heywardbey,10,0.72,2,0.90,
david johnson,10,0.42,3,0.47,
antonio brown,39,17.83,2,11.90,
ladarius green,13,7.64,3,7.18,
leveon bell,40,20.54,1,10.66,
landry jones,20,0.81,0,0.57,
cobi hamilton,10,0.82,2,0.82,
zach mettenberger,20,0,0,0,
roosevelt nix,10,0.72,1,0.80,
xavier grimble,10,0.2,3,0.37,
fitzgerald toussaint,10,1.43,1,1.86,
sammie coates,12,4.23,2,4.07,
jesse james,10,3.61,3,2.99,
eli rogers,11,4.04,2,3.36,
reggie bush,10,0.88,1,1.04,
jerome felton,10,0.43,1,0.42,
lesean mccoy,35,15.99,1,9.97,
brandon tate,10,0.83,2,0.90,
charles clay,11,4.97,3,4.66,
tyrod taylor,29,18.1,0,7.54,
ej manuel,20,0.39,0,0.49,
justin hunter,10,2.84,2,3.51,
robert woods,14,8.1,2,5.83,
marquise goodwin,11,4.26,2,4.68,
mike gillislee,16,2.89,1,3.81,
sammy watkins,19,10.5,2,9.99,
nick oleary,10,0.93,3,0.79,
dezmin lewis,10,-0.04,2,0.15,
jonathan williams,10,0.53,1,0.64,
pittsburgh,14,6.330,4,5.47,
buffalo,13,6.195,4,4.83,
gerald christian,10,0.53,3,0.67,
justin forsett,10,4.01,1,7.35,
jordan norwood,10,0.79,2,1.02,
demaryius thomas,22,13.02,2,9.11,
emmanuel sanders,24,11.87,2,8.14,
virgil green,10,3.28,3,3.29,
austin davis,20,0,0,0,
marlon brown,10,0.89,2,0.98,
cody latimer,10,0.74,2,0.80,
bennie fowler,10,1.93,2,1.88,
juwan thompson,10,0.45,1,0.62,
jeff heuerman,10,0.84,3,0.84,
aj derby,10,4.55,3,4.44,
trevor siemian,27,15.44,0,8.84,
jordan taylor,10,0.75,2,0.74,
paxton lynch,21,0.79,0,0.58,
devontae booker,18,11.68,1,10.87,
matt cassel,20,0.03,0,0.15,
anthony fasano,10,2.11,3,2.29,
delanie walker,22,8.14,3,6.61,
harry douglas,10,0.87,2,1.00,
marc mariani,10,0.82,2,0.79,
demarco murray,34,16.39,1,11.27,
kendall wright,10,4.24,2,4.06,
rishard matthews,18,9.83,2,8.69,
phillip supernaw,10,0.74,3,0.67,
jace amaro,10,2.27,3,2.04,
antonio andrews,10,0.47,1,0.84,
marcus mariota,32,17.21,0,8.25,
jalston fowler,10,0.68,1,0.76,
tre mcbride,10,0.82,2,0.79,
derrick henry,14,5.23,1,5.75,
tajae sharpe,11,3.6,2,3.42,
denver,19,7.565,4,5.85,
tennessee,14,7.510,4,5.40,
kalif raymond,10,0.89,2,0.98,
drew brees,40,21.74,0,9.06,
luke mccown,20,0.87,0,0.73,
john kuhn,10,0.53,1,0.57,
tim hightower,16,8.19,1,7.16,
john phillips,10,0.46,3,0.57,
mark ingram,25,12.96,1,8.01,
coby fleener,14,7.75,3,5.90,
travaris cadet,10,1.09,1,1.18,
brandin cooks,27,12.03,2,7.53,
brandon coleman,11,0.88,2,0.87,
willie snead,21,9.23,2,6.64,
marcus murphy,10,0.28,1,0.49,
michael thomas,27,10.97,2,8.19,
daniel lasco,10,0.15,1,0.34,
tommylee lewis,10,0.34,2,0.54,
jake lampman,10,1.03,2,1.14,
brandon myers,10,0.53,3,0.71,
luke stocker,10,0.97,3,1.24,
jacquizz rodgers,15,6.41,1,6.97,
doug martin,23,12.33,1,10.08,
mike glennon,20,0.22,0,0.28,
russell shepard,10,3.03,2,2.99,
mike evans,40,18.13,2,10.81,
freddie martino,10,0.82,2,0.87,
cameron brate,18,7.64,3,6.44,
jameis winston,31,20.07,0,7.52,
adam humphries,13,0,2,0,
peyton barber,10,2.19,1,2.04,
alan cross,10,0.32,3,0.37,
charles sims,10,3.18,1,3.50,
new orleans,13,5.930,4,5.38,
tampa bay,16,5.840,4,4.90,
vernon davis,13,5.94,3,5.08,
desean jackson,17,9.14,2,6.73,
pierre garcon,15,10.89,2,8.54,
colt mccoy,20,0.81,0,0.67,
