Greg Olsen,5.1,63.1,0.5,0.0,9.4
Jimmy Graham,5.1,63.2,0.5,0.0,9.3
Tyler Eifert,4.8,60.7,0.5,0.0,9.1
Travis Kelce,5.2,62.0,0.5,0.1,8.9
Delanie Walker,4.2,49.8,0.5,0.0,7.8
Cameron Brate,4.0,47.3,0.5,0.0,7.7
Ladarius Green,3.6,48.4,0.5,0.0,7.5
Zach Ertz,4.8,51.4,0.4,0.0,7.4
Jordan Reed,4.2,46.3,0.4,0.1,7.1
Kyle Rudolph,4.2,43.0,0.4,0.0,6.8
C.J. Fiedorowicz,4.0,42.2,0.4,0.0,6.7
Antonio Gates,4.2,46.5,0.3,0.0,6.7
Eric Ebron,3.9,45.9,0.3,0.0,6.1
Vance McDonald,2.7,35.1,0.4,0.0,6.0
Martellus Bennett,3.7,40.5,0.3,0.0,5.6
Jason Witten,4.2,43.1,0.2,0.0,5.6
Coby Fleener,3.5,40.7,0.2,0.0,5.5
Dwayne Allen,3.0,33.7,0.3,0.0,4.9
Gary Barnidge,3.3,37.1,0.2,0.0,4.7
Dennis Pitta,4.3,39.1,0.1,0.1,4.7
Jermaine Gresham,3.3,32.5,0.2,0.0,4.4
Lance Kendricks,3.2,32.9,0.2,0.0,4.4
Hunter Henry,2.6,31.8,0.2,0.0,4.3
Jared Cook,3.3,34.2,0.1,0.0,4.1
Will Tye,3.2,31.4,0.2,0.0,4.1
Jack Doyle,2.9,28.3,0.2,0.0,4.1
Vernon Davis,2.4,30.2,0.2,0.0,4.0
Charles Clay,3.0,30.0,0.2,0.0,4.0
Austin Hooper,2.4,26.3,0.2,0.0,3.6
Neal Sterling,2.3,25.4,0.2,0.0,3.6
Ryan Griffin,2.6,25.3,0.2,0.0,3.5
Clive Walford,2.2,24.4,0.1,0.0,3.2
Dion Sims,2.2,22.5,0.1,0.0,2.9
Daniel Brown,2.3,23.3,0.1,0.0,2.9
A.J. Derby,2.0,21.1,0.1,0.0,2.9
Garrett Celek,1.5,16.4,0.1,0.0,2.3
Jesse James,1.6,15.2,0.1,0.0,2.3
Trey Burton,1.6,17.0,0.1,0.0,2.3
Ben Koyack,1.8,16.4,0.1,0.0,2.3
Mychal Rivera,1.5,17.0,0.1,0.0,2.1
Richard Rodgers,1.6,15.8,0.1,0.0,2.1
Levine Toilolo,1.2,12.6,0.1,0.0,2.1
Virgil Green,1.4,14.8,0.1,0.0,2.1
