playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"100011","null","Packers","DST","GB","DST","GB","null","5.3","null","null","null","26","null","null","0.35","null","null","null","5.3","5.3","4.3349","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","8.1","null","null","null","6","null","null","0.15","null","null","null","8.1","8.1","6.1124","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","9.4","null","null","null","2","null","null","0.45","null","null","null","9.4","9.4","2.9128","null",
"100014","null","Colts","DST","IND","DST","IND","null","5","null","null","null","27","null","null","0.1","null","null","null","5","5","2.9128","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","4.9","null","null","null","28","null","null","0.05","null","null","null","4.9","4.9","5.0459","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","9","null","null","null","3","null","null","0.15","null","null","null","9","9","3.9794","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","7.3","null","null","null","13","null","null","0.05","null","null","null","7.3","7.3","2.5573","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","7.7","null","null","null","11","null","null","0.35","null","null","null","7.7","7.7","4.3349","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","7.3","null","null","null","14","null","null","0.2","null","null","null","7.3","7.3","2.5573","null",
"100021","null","Patriots","DST","NE","DST","NE","null","6.9","null","null","null","17","null","null","0.25","null","null","null","6.9","6.9","5.0459","null",
"100022","null","Saints","DST","NO","DST","NO","null","7.4","null","null","null","12","null","null","0.1","null","null","null","7.4","7.4","9.3119","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","7.8","null","null","null","9","null","null","0.1","null","null","null","7.8","7.8","4.3349","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","4.9","null","null","null","28","null","null","0.4","null","null","null","4.9","4.9","7.8899","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","8.8","null","null","null","5","null","null","0.75","null","null","null","8.8","8.8","5.4014","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","7.2","null","null","null","15","null","null","0.25","null","null","null","7.2","7.2","5.0459","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","7.7","null","null","null","10","null","null","0.15","null","null","null","7.7","7.7","8.9564","null",
"100028","null","Chargers","DST","SD","DST","SD","null","6.1","null","null","null","21","null","null","0.25","null","null","null","6.1","6.1","6.8234","null",
"100029","null","49ers","DST","SF","DST","SF","null","5.8","null","null","null","24","null","null","0.65","null","null","null","5.8","5.8","6.4679","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","8","null","null","null","7","null","null","0.15","null","null","null","8","8","3.2683","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","6.7","null","null","null","18","null","null","0.25","null","null","null","6.7","6.7","4.6904","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","4.2","null","null","null","31","null","null","null","null","null","null","4.2","4.2","7.8899","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","11.27","null","null","null","18","null","null","0.285","null","null","null","11.27","11.27","null","null",
"497095","null","Sam Bradford","QB","MIN","QB","MIN","null","12.61","null","null","null","28","null","null","0.485","null","null","null","12.61","12.61","6.2796","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","0.15","null","null","null","38","null","null","0.023","null","null","null","0.15","0.15","null","null",
"497145","null","Joique Bell","RB","FA","RB","FA","null","0","null","null","null","114","null","null","0","null","null","null","0","0","null","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","10.01","null","null","null","26","null","null","0.28","null","null","null","10.01","10.01","4.9509","null",
"497204","null","C.J. Spiller","RB","NYJ","RB","NYJ","null","0.45","null","null","null","85","null","null","0.01","null","null","null","0.45","0.45","9.6611","null",
"497206","null","James Starks","RB","GB","RB","GB","null","9.66","null","null","null","28","null","null","0.46","null","null","null","9.66","9.66","3.847","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","3.26","null","null","null","50","null","null","0.1","null","null","null","3.26","3.26","5.1178","null",
"497226","null","Jim Dray","TE","FA","TE","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","12.56","null","null","null","1","null","null","0.84","null","null","null","12.56","12.56","null","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","5.09","null","null","null","27","null","null","0.16","null","null","null","5.09","5.09","7.3284","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","7.03","null","null","null","14","null","null","0.26","null","null","null","7.03","7.03","null","null",
"497242","null","Clay Harbor","TE","DET","TE","DET","null","0.74","null","null","null","62","null","null","0.105","null","null","null","0.74","0.74","2.9071","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","6.98","null","null","null","15","null","null","0.46","null","null","null","6.98","6.98","3.5387","null",
"497256","null","Tony Moeaki","TE","FA","TE","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"497258","null","Andrew Quarless","TE","FA","TE","FA","null","0.76","null","null","null","60","null","null","0.015","null","null","null","0.76","0.76","null","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","2.57","null","null","null","112","null","null","0.26","null","null","null","2.57","2.57","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","12.86","null","null","null","9","null","null","0.42","null","null","null","12.86","12.86","null","null",
"497282","null","Riley Cooper","WR","FA","WR","FA","null","0","null","null","null","156","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","CIN","WR","CIN","null","8.26","null","null","null","43","null","null","0.07","null","null","null","8.26","8.26","null","null",
"497320","null","Andre Roberts","WR","DET","WR","DET","null","3.01","null","null","null","106","null","null","0.045","null","null","null","3.01","3.01","2.1492","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","10.95","null","null","null","20","null","null","0.355","null","null","null","10.95","10.95","3.5641","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","8.66","null","null","null","36","null","null","0.09","null","null","null","8.66","8.66","3.8856","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","11.46","null","null","null","15","null","null","0.025","null","null","null","11.46","11.46","2.6637","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","null","62","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","TEN","WR","TEN","null","0.9","null","null","null","122","null","null","0.205","null","null","null","0.9","0.9","null","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","5.91","null","null","null","20","null","null","0.03","null","null","null","5.91","5.91","null","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","14.73","null","null","null","23","null","null","0.52","null","null","null","14.73","14.73","null","null",
"2495150","null","Kai Forbath","K","MIN","K","MIN","null","1.6","null","null","null","21","null","null","0","null","null","null","1.6","1.6","3.1649","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","0.38","null","null","null","139","null","null","0","null","null","null","0.38","0.38","null","null",
"2495181","null","Jerrod Johnson","QB","DAL","QB","DAL","null","0","null","null","null","62","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","15.98","null","null","null","18","null","null","0.255","null","null","null","15.98","15.98","4.9488","null",
"2495187","null","Lance Kendricks","TE","LA","TE","LA","null","6.48","null","null","null","17","null","null","0.26","null","null","null","6.48","6.48","4.3809","null",
"2495189","null","Jeremy Kerley","WR","SF","WR","SF","null","6.45","null","null","null","70","null","null","0.1","null","null","null","6.45","6.45","5.3005","null",
"2495207","null","DeMarco Murray","RB","TEN","RB","TEN","null","16.22","null","null","null","4","null","null","0.825","null","null","null","16.22","16.22","null","null",
"2495215","null","Christian Ponder","QB","SF","QB","SF","null","0","null","null","null","62","null","null","0","null","null","null","0","0","null","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.3","null","null","null","72","null","null","0.005","null","null","null","0.3","0.3","null","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","18.66","null","null","null","7","null","null","0.28","null","null","null","18.66","18.66","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","8.36","null","null","null","35","null","null","0.535","null","null","null","8.36","8.36","5.3925","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","2.8","null","null","null","1","null","null","0.35","null","null","null","2.8","2.8","0.501","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","3.72","null","null","null","44","null","null","0.165","null","null","null","3.72","3.72","3.7493","null",
"2495314","null","Bruce Miller","RB","FA","RB","FA","null","0","null","null","null","114","null","null","0","null","null","null","0","0","null","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","7.31","null","null","null","40","null","null","0.2","null","null","null","7.31","7.31","3.6262","null",
"2495331","null","Aldrick Robinson","WR","ATL","WR","ATL","null","0.29","null","null","null","147","null","null","0.05","null","null","null","0.29","0.29","5.6864","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","0.18","null","null","null","104","null","null","2.7756e-17","null","null","null","0.18","0.18","null","null",
"2495341","null","Cecil Shorts","WR","TB","WR","TB","null","0.55","null","null","null","128","null","null","0.015","null","null","null","0.55","0.55","4.6574","null",
"2495425","null","Scott Tolzien","QB","IND","QB","IND","null","15.6","null","null","null","20","null","null","0.7","null","null","null","15.6","15.6","7.2778","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","10.48","null","null","null","6","null","null","2.165","null","null","null","10.48","10.48","3.1177","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.198","null","null","null","36","null","null","0.044","null","null","null","0.198","0.198","null","null",
"2495443","null","Ryan Mallett","QB","BAL","QB","BAL","null","0.068","null","null","null","44","null","null","0.003","null","null","null","0.068","0.068","null","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","9.71","null","null","null","29","null","null","0.23","null","null","null","9.71","9.71","4.0786","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","null","4.22","null","null","null","92","null","null","0.055","null","null","null","4.22","4.22","4.9146","null",
"2495454","null","Julio Jones","WR","ATL","WR","ATL","null","14.55","null","null","null","4","null","null","1.025","null","null","null","14.55","14.55","null","null",
"2495455","null","Cam Newton","QB","CAR","QB","CAR","null","20.07","null","null","null","3","null","null","0.615","null","null","null","20.07","20.07","6.9451","null",
"2495459","null","Torrey Smith","WR","SF","WR","SF","null","5.6","null","null","null","79","null","null","0.06","null","null","null","5.6","5.6","null","null",
"2495461","null","Shaun Draughn","RB","SF","RB","SF","null","3.94","null","null","null","61","null","null","0.055","null","null","null","3.94","3.94","5.0981","null",
"2495466","null","Mark Ingram","RB","NO","RB","NO","null","11.82","null","null","null","15","null","null","0.255","null","null","null","11.82","11.82","null","null",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","null","0.18","null","null","null","106","null","null","0.01","null","null","null","0.18","0.18","null","null",
"2495469","null","Dion Lewis","RB","NE","RB","NE","null","7.15","null","null","null","41","null","null","0.165","null","null","null","7.15","7.15","5.9813","null",
"2495470","null","Stevan Ridley","RB","FA","RB","FA","null","0","null","null","null","114","null","null","0","null","null","null","0","0","null","null",
"2495471","null","Jacquizz Rodgers","RB","TB","RB","TB","null","3.45","null","null","null","67","null","null","0.13","null","null","null","3.45","3.45","null","null",
"2495472","null","Jordan Todman","RB","IND","RB","IND","null","0.2","null","null","null","103","null","null","0.02","null","null","null","0.2","0.2","null","null",
"2495558","null","Dwayne Bowe","WR","FA","WR","FA","null","0","null","null","null","156","null","null","0","null","null","null","0","0","null","null",
"2495700","null","Greg Olsen","TE","CAR","TE","CAR","null","12.07","null","null","null","2","null","null","0.92","null","null","null","12.07","12.07","2.5913","null",
"2495748","null","Drew Stanton","QB","ARI","QB","ARI","null","0.068","null","null","null","44","null","null","0.007","null","null","null","0.068","0.068","null","null",
"2495826","null","Vernon Davis","TE","WAS","TE","WAS","null","6.56","null","null","null","16","null","null","0.18","null","null","null","6.56","6.56","4.3809","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","null","3.32","null","null","null","48","null","null","0.05","null","null","null","3.32","3.32","5.1178","null",
"2495893","null","Brandon Marshall","WR","NYJ","WR","NYJ","null","9.79","null","null","null","27","null","null","0.055","null","null","null","9.79","9.79","null","null",
"2495966","null","Delanie Walker","TE","TEN","TE","TEN","null","10.89","null","null","null","5","null","null","1.405","null","null","null","10.89","10.89","2.5913","null",
"2500351","null","Phil Dawson","K","SF","K","SF","null","1.6","null","null","null","21","null","null","0","null","null","null","1.6","1.6","4.4968","null",
"2503471","null","Adam Vinatieri","K","IND","K","IND","null","1.9","null","null","null","17","null","null","0.05","null","null","null","1.9","1.9","7.1607","null",
"2504162","null","Shayne Graham","K","FA","K","FA","null","0","null","null","null","32","null","null","0","null","null","null","0","0","null","null",
"2504211","null","Tom Brady","QB","NE","QB","NE","null","18.98","null","null","null","5","null","null","0.255","null","null","null","18.98","18.98","null","null",
"2504257","null","Sebastian Janikowski","K","OAK","K","OAK","null","2.4","null","null","null","3","null","null","0","null","null","null","2.4","2.4","4.4968","null",
"2504595","null","Steve Smith","WR","BAL","WR","BAL","null","10.3","null","null","null","24","null","null","0.095","null","null","null","10.3","10.3","3.757","null",
"2504775","null","Drew Brees","QB","NO","QB","NO","null","18.59","null","null","null","8","null","null","0.475","null","null","null","18.59","18.59","6.2796","null",
"2504797","null","Matt Bryant","K","ATL","K","ATL","null","2.4","null","null","null","3","null","null","0.05","null","null","null","2.4","2.4","4.4968","null",
"2504833","null","Shaun Hill","QB","MIN","QB","MIN","null","0.158","null","null","null","37","null","null","0.017","null","null","null","0.158","0.158","null","null",
"2505076","null","Josh McCown","QB","CLE","QB","CLE","null","12.02","null","null","null","31","null","null","6.003","null","null","null","12.02","12.02","5.2815","null",
"2505245","null","Carson Palmer","QB","ARI","QB","ARI","null","16.83","null","null","null","15","null","null","0.4","null","null","null","16.83","16.83","null","null",
"2505299","null","Antonio Gates","TE","SD","TE","SD","null","8.14","null","null","null","8","null","null","0.08","null","null","null","8.14","8.14","3.4335","null",
"2505354","null","Tony Romo","QB","DAL","QB","DAL","null","0.924","null","null","null","33","null","null","0.65","null","null","null","0.924","0.924","null","null",
"2505587","null","Anquan Boldin","WR","DET","WR","DET","null","6.3","null","null","null","74","null","null","0.315","null","null","null","6.3","6.3","4.7217","null",
"2505629","null","Jason Witten","TE","DAL","TE","DAL","null","7.51","null","null","null","12","null","null","0.31","null","null","null","7.51","7.51","3.7493","null",
"2505982","null","Matt Schaub","QB","ATL","QB","ATL","null","0.032","null","null","null","52","null","null","0.008","null","null","null","0.032","0.032","null","null",
"2505996","null","Eli Manning","QB","NYG","QB","NYG","null","16.97","null","null","null","13","null","null","0.095","null","null","null","16.97","16.97","4.9488","null",
"2506053","null","Luke McCown","QB","NO","QB","NO","null","0.044","null","null","null","50","null","null","0.01","null","null","null","0.044","0.044","null","null",
"2506106","null","Larry Fitzgerald","WR","ARI","WR","ARI","null","13.84","null","null","null","5","null","null","0.755","null","null","null","13.84","13.84","null","null",
"2506109","null","Ben Roethlisberger","QB","PIT","QB","PIT","null","19.93","null","null","null","4","null","null","1.045","null","null","null","19.93","19.93","5.9469","null",
"2506121","null","Philip Rivers","QB","SD","QB","SD","null","15.03","null","null","null","21","null","null","0.28","null","null","null","15.03","15.03","5.6142","null",
"2506147","null","John Kuhn","RB","NO","RB","NO","null","3.77","null","null","null","64","null","null","0.26","null","null","null","3.77","3.77","5.7605","null",
"2506194","null","Nick Novak","K","HOU","K","HOU","null","2","null","null","null","13","null","null","0.05","null","null","null","2","2","6.7167","null",
"2506264","null","Robbie Gould","K","NYG","K","NYG","null","2.2","null","null","null","10","null","null","0.15","null","null","null","2.2","2.2","4.4968","null",
"2506340","null","Alex Smith","QB","KC","QB","KC","null","12.03","null","null","null","30","null","null","0.465","null","null","null","12.03","12.03","6.9451","null",
"2506363","null","Aaron Rodgers","QB","GB","QB","GB","null","18.79","null","null","null","6","null","null","0.165","null","null","null","18.79","18.79","5.9469","null",
"2506386","null","Mike Nugent","K","CIN","K","CIN","null","1.5","null","null","null","27","null","null","0.15","null","null","null","1.5","1.5","5.1628","null",
"2506404","null","Frank Gore","RB","IND","RB","IND","null","10.71","null","null","null","23","null","null","0.165","null","null","null","10.71","10.71","3.5526","null",
"2506467","null","Darren Sproles","RB","PHI","RB","PHI","null","10.61","null","null","null","24","null","null","0.365","null","null","null","10.61","10.61","5.1717","null",
"2506481","null","Dan Orlovsky","QB","DET","QB","DET","null","0.024","null","null","null","54","null","null","0.004","null","null","null","0.024","0.024","null","null",
"2506546","null","Derek Anderson","QB","CAR","QB","CAR","null","0.088","null","null","null","42","null","null","0.013","null","null","null","0.088","0.088","null","null",
"2506562","null","Matt Cassel","QB","TEN","QB","TEN","null","0.082","null","null","null","43","null","null","0.014","null","null","null","0.082","0.082","null","null",
"2506581","null","Ryan Fitzpatrick","QB","NYJ","QB","NYJ","null","11.11","null","null","null","32","null","null","10.475","null","null","null","11.11","11.11","null","null",
"2506677","null","Matt Prater","K","DET","K","DET","null","1.7","null","null","null","20","null","null","0.1","null","null","null","1.7","1.7","7.1607","null",
"2506874","null","Reggie Bush","RB","BUF","RB","BUF","null","0.38","null","null","null","89","null","null","0.01","null","null","null","0.38","0.38","6.1285","null",
"2506895","null","Kellen Clemens","QB","SD","QB","SD","null","0.008","null","null","null","59","null","null","0","null","null","null","0.008","0.008","null","null",
"2506897","null","Devin Hester","WR","BAL","WR","BAL","null","0","null","null","null","156","null","null","0","null","null","null","0","0","null","null",
"2506922","null","Stephen Gostkowski","K","NE","K","NE","null","2.2","null","null","null","9","null","null","4.4409e-16","null","null","null","2.2","2.2","2.9429","null",
"2507029","null","Eric Weems","WR","ATL","WR","ATL","null","0.1","null","null","null","155","null","null","0.1","null","null","null","0.1","0.1","null","null",
"2507166","null","Ted Ginn","WR","CAR","WR","CAR","null","3.2","null","null","null","103","null","null","0.095","null","null","null","3.2","3.2","4.979","null",
"2507183","null","James Jones","WR","FA","WR","FA","null","0","null","null","null","156","null","null","0","null","null","null","0","0","null","null",
"2507218","null","Brent Celek","TE","PHI","TE","PHI","null","0.72","null","null","null","63","null","null","0.22","null","null","null","0.72","0.72","5.1178","null",
"2507225","null","Nick Folk","K","NYJ","K","NYJ","null","1.3","null","null","null","29","null","null","0.25","null","null","null","1.3","1.3","3.8308","null",
"2507232","null","Mason Crosby","K","GB","K","GB","null","2","null","null","null","13","null","null","0.1","null","null","null","2","2","6.0508","null",
"2507282","null","Matt Moore","QB","MIA","QB","MIA","null","0.008","null","null","null","59","null","null","0.004","null","null","null","0.008","0.008","null","null",
"2507374","null","Steven Hauschka","K","SEA","K","SEA","null","2.3","null","null","null","6","null","null","4.4409e-16","null","null","null","2.3","2.3","null","null",
"2507401","null","Dan Carpenter","K","BUF","K","BUF","null","2.3","null","null","null","8","null","null","0.1","null","null","null","2.3","2.3","6.2728","null",
"2507428","null","Mike Tolbert","RB","CAR","RB","CAR","null","2.49","null","null","null","74","null","null","0.55","null","null","null","2.49","2.49","4.4358","null",
"2507463","null","Connor Barth","K","CHI","K","CHI","null","1.6","null","null","null","21","null","null","0","null","null","null","1.6","1.6","-1.275","null",
"2507763","null","Mike Wallace","WR","BAL","WR","BAL","null","8.32","null","null","null","40","null","null","0.025","null","null","null","8.32","8.32","4.3358","null",
"2507828","null","Logan Paulsen","TE","CHI","TE","CHI","null","3.63","null","null","null","45","null","null","0.205","null","null","null","3.63","3.63","4.3809","null",
"2507855","null","Victor Cruz","WR","NYG","WR","NYG","null","6.66","null","null","null","68","null","null","0.17","null","null","null","6.66","6.66","6.3939","null",
"2507999","null","Chris Ivory","RB","JAC","RB","JAC","null","11.24","null","null","null","19","null","null","0.225","null","null","null","11.24","11.24","4.8773","null",
"2508061","null","Antonio Brown","WR","PIT","WR","PIT","null","18.25","null","null","null","1","null","null","2.58","null","null","null","18.25","18.25","8.5162","null",
"2508097","null","Andrew Hawkins","WR","CLE","WR","CLE","null","4.8","null","null","null","85","null","null","0.05","null","null","null","4.8","4.8","null","null",
"2508101","null","James Develin","RB","NE","RB","NE","null","0.14","null","null","null","109","null","null","0","null","null","null","0.14","0.14","null","null",
"2508112","null","Rob Housler","TE","FA","TE","FA","null","0","null","null","null","83","null","null","0","null","null","null","0","0","null","null",
"2508115","null","Vincent Brown","WR","FA","WR","FA","null","0","null","null","null","156","null","null","0","null","null","null","0","0","null","null",
"2528181","null","Bryan Walters","WR","JAC","WR","JAC","null","0.63","null","null","null","124","null","null","0.03","null","null","null","0.63","0.63","null","null",
"2530515","null","Chris Hogan","WR","NE","WR","NE","null","6.07","null","null","null","75","null","null","0.225","null","null","null","6.07","6.07","null","null",
"2530598","null","Jeremy Ross","WR","NYJ","WR","NYJ","null","0","null","null","null","156","null","null","0","null","null","null","0","0","null","null",
"2530660","null","Kamar Aiken","WR","BAL","WR","BAL","null","4.2","null","null","null","93","null","null","0.1","null","null","null","4.2","4.2","4.6574","null",
"2530690","null","DuJuan Harris","RB","SF","RB","SF","null","3.83","null","null","null","63","null","null","0.18","null","null","null","3.83","3.83","4.4358","null",
"2530700","null","Dontrelle Inman","WR","SD","WR","SD","null","5.77","null","null","null","78","null","null","0.18","null","null","null","5.77","5.77","4.9146","null",
