Julio Jones,2,16.67
Michael Crabtree,2,9.45
John Kuhn,1,0.67
Matt Ryan,0,18.22
Brian Quick,2,2.89
Eddie Royal,2,3.82
Dontrelle Inman,2,4.92
DeMarco Murray,1,13.07
Jeremy Kerley,2,3.14
Derek Anderson,0,0.56
Steve Smith,2,7.85
Matt Jones,1,9.88
Ben Roethlisberger,0,21.03
Jordan Reed,3,11.30
Aldrick Robinson,2,0.71
Isaiah Crowell,1,11.47
CJ Fiedorowicz,3,1.61
John Brown,2,6.01
Tanner McEvoy,2,0.70
Paxton Lynch,0,1.04
Kenny Stills,2,4.98
AJ Green,2,18.28
Darrius Heyward-Bey,2,0.55
Ezekiel Elliott,1,14.75
Terrance West,1,10.65
Austin Hooper,3,2.72
Tyreek Hill,2,0.65
Blake Bortles,0,18.05
Paul Perkins,1,0.53
Case Keenum,0,10.49
Corey Brown,2,4.44
CJ Spiller,1,1.19
Jerick McKinnon,1,10.03
Will Fuller,2,9.76
Brice Butler,2,5.10
Derek Carr,0,17.76
Russell Wilson,0,18.05
Sammie Coates,2,2.69
Michael Thomas,2,5.97
Hunter Henry,3,9.22
Chris Thompson,1,5.19
Emmanuel Sanders,2,11.71
Kyle Rudolph,3,7.88
Garrett Celek,3,3.11
Jimmy Graham,3,7.50
Greg Olsen,3,10.47
Kyle Juszczyk,1,0.48
Lesean McCoy,1,12.69
Antonio Brown,2,17.31
Brandon Marshall,2,12.50
Phillip Dorsett,2,9.49
Chris Conley,2,2.71
Rishard Matthews,2,4.51
Bilal Powell,1,4.48
TJ Yeldon,1,8.30
Martellus Bennett,3,8.12
Frank Gore,1,12.44
Charles Johnson,2,3.21
Taylor Gabriel,2,0.70
Jesse James,3,4.69
Le'Veon Bell,1,15.38
Melvin Gordon,1,15.25
Demaryius Thomas,2,14.25
Christine Michael,1,12.69
Allen Hurns,2,8.73
Brian Hoyer,0,16.33
Seth Roberts,2,4.73
Mark Ingram,1,15.13
Alex Smith,0,15.39
Zach Miller,3,7.52
Terrelle Pryor,2,9.63
Albert Wilson,2,2.89
Matt Asiata,1,5.66
Fozzy Whittaker,1,7.78
Terrance Williams,2,9.40
Markus Wheaton,2,7.51
Joe Flacco,0,17.33
Lance Kendricks,3,3.86
Jordan Howard,1,12.20
Bobby Rainey,1,5.48
Ryan Griffin,3,4.34
Carlos Hyde,1,12.82
Devin Funchess,2,4.36
James White,1,5.58
Kenny Britt,2,7.77
Will Tye,3,3.24
Michael Floyd,2,9.54
Dak Prescott,0,16.36
Cameron Brate,3,6.56
Travis Kelce,3,9.05
Orleans Darkwa,1,10.72
Devonta Freeman,1,13.17
Robert Woods,2,10.25
Brock Osweiler,0,16.52
Tyrod Taylor,0,15.72
DeAngelo Williams,1,7.38
CJ Uzomah,3,5.01
Jay Ajayi,1,4.90
Charles Clay,3,6.08
Gary Barnidge,3,7.02
Duke Johnson,1,6.76
Jacob Tamme,3,8.57
Spencer Ware,1,9.21
Sam Bradford,0,15.71
Kevin White,2,7.96
Philip Rivers,0,20.62
Victor Cruz,2,7.71
CJ Anderson,1,13.62
Jeremy Maclin,2,11.68
Vincent Jackson,2,6.07
Kelvin Benjamin,2,13.87
Kirk Cousins,0,19.63
TY Hilton,2,14.14
DeAndre Washington,1,4.86
Cole Beasley,2,10.57
Allen Robinson,2,15.49
Devontae Booker,1,5.49
Chris Johnson,1,5.39
Javorius Allen,1,5.54
Mike Gillislee,1,6.54
Alfred Morris,1,5.58
Blaine Gabbert,0,15.40
Ryan Fitzpatrick,0,13.82
Anquan Boldin,2,6.62
Jason Witten,3,9.04
Jalen Richard,1,4.78
Adam Thielen,2,5.57
Lamar Miller,1,14.71
Mike Wallace,2,8.08
Cody Kessler,0,14.36
Andrew Luck,0,20.95
Tyrell Williams,2,7.35
Jameis Winston,0,15.41
Quincy Enunwa,2,10.68
Eric Ebron,3,8.53
Mohamed Sanu,2,6.03
Alfred Blue,1,5.94
Brandon LaFell,2,8.60
Clive Walford,3,6.54
Marquise Goodwin,2,5.10
Delanie Walker,3,8.76
Tyler Boyd,2,5.50
Marcedes Lewis,3,5.85
Tavon Austin,2,6.04
Ted Ginn,2,5.63
Dion Sims,3,5.96
Marvin Jones,2,13.52
Chris Ivory,1,7.47
Darren Fells,3,5.56
Tyler Lockett,2,6.29
Jarvis Landry,2,13.06
Sterling Shepard,2,8.51
Jeremy Hill,1,12.35
Shaun Draughn,1,5.14
Pierre Garcon,2,9.69
Dennis Pitta,3,7.73
Giovani Bernard,1,9.76
Kenyan Drake,1,7.02
Todd Gurley,1,13.86
Amari Cooper,2,11.64
Jacoby Brissett,0,12.86
Dwayne Allen,3,8.19
DeVante Parker,2,7.86
Damien Williams,1,7.35
Larry Fitzgerald,2,14.17
Coby Fleener,3,8.76
Robert Turbin,1,6.10
Stefon Diggs,2,11.99
Danny Amendola,2,6.38
Mike Evans,2,13.35
Jamaal Charles,1,6.44
Marcus Mariota,0,14.12
Theo Riddick,1,13.04
Dwayne Washington,1,7.92
Doug Baldwin,2,12.90
Torrey Smith,2,7.04
Derrick Henry,1,8.10
Andy Dalton,0,20.12
Travis Benjamin,2,10.64
Tevin Coleman,1,10.66
Tajae Sharpe,2,9.92
