Latavius Murray,1,11.93
Mark Ingram,1,11.98
Jason Witten,3,6.07
Melvin Gordon,1,20.99
Jalin Marshall,2,0.51
Vance McDonald,3,3.94
Tim Hightower,1,5.69
Marcus Mariota,0,17.14
Robert Woods,2,7.41
Kapri Bibbs,1,5.25
Mike Wallace,2,11.39
Russell Wilson,0,17.31
Roger Lewis,2,0.56
Blake Bortles,0,14.11
Adam Humphries,2,3.88
Quinton Patton,2,4.08
Eli Rogers,2,3.71
Sterling Shepard,2,5.06
Frank Gore,1,13.61
Jay Ajayi,1,13.29
Levine Toilolo,3,2.97
Garrett Celek,3,1.70
Lesean McCoy,1,6.47
Jameis Winston,0,15.89
Zach Ertz,3,5.53
Patrick DiMarco,1,1.09
Odell Beckham,2,14.34
Lance Kendricks,3,5.31
Austin Hooper,3,7.32
Richard Rodgers,3,2.33
Cole Beasley,2,8.55
Allen Robinson,2,12.16
Julio Jones,2,15.78
Kenny Britt,2,8.80
Tyrell Williams,2,10.94
Aaron Rodgers,0,23.65
Jalen Richard,1,4.64
Delanie Walker,3,9.22
Matt Forte,1,13.71
Robby Anderson,2,2.86
Greg Olsen,3,11.54
Damien Williams,1,2.87
Case Keenum,0,12.60
Dontrelle Inman,2,4.67
Matt Ryan,0,25.74
Mohamed Sanu,2,7.12
Ryan Mathews,1,6.51
Nelson Agholor,2,3.74
Davante Adams,2,11.22
Ben Roethlisberger,0,18.66
Justin Hunter,2,6.71
Terrelle Pryor,2,12.39
Duke Johnson,1,6.29
Randall Cobb,2,10.23
Jack Doyle,3,9.23
Marquise Goodwin,2,6.28
Virgil Green,3,6.00
Peyton Barber,1,7.26
Kyle Rudolph,3,9.26
Matt Asiata,1,6.75
Corey Coleman,2,6.77
Chris Conley,2,5.61
Philip Rivers,0,20.43
Stefon Diggs,2,12.31
Coby Fleener,3,8.04
Theo Riddick,1,12.15
Kelvin Benjamin,2,12.35
Travis Kelce,3,10.74
Ryan Fitzpatrick,0,15.27
Charcandrick West,1,12.12
TY Hilton,2,14.03
Andrew Luck,0,17.98
Jeremy Kerley,2,7.82
Rashad Jennings,1,9.05
Nick Foles,0,15.29
DeVante Parker,2,6.67
Demaryius Thomas,2,13.29
Carson Wentz,0,16.95
Dennis Pitta,3,8.70
Terrance Williams,2,8.52
Cam Newton,0,19.56
Ty Montgomery,2,11.02
Devonta Freeman,1,18.93
Brandon Marshall,2,12.95
Sammie Coates,2,7.22
Antone Smith,1,10.05
Allen Hurns,2,7.91
Quincy Enunwa,2,10.94
Jerick McKinnon,1,9.01
Travis Benjamin,2,10.16
Ryan Tannehill,0,17.55
Jeremy Maclin,2,10.59
Terrance West,1,12.32
Marvin Jones,2,12.18
Dez Bryant,2,13.48
Le'Veon Bell,1,19.29
Derek Carr,0,18.11
