JJ Nelson,2,4.59
Derek Carr,0,20.35
Derrick Henry,1,4.06
Blake Bortles,0,15.60
Allen Hurns,2,5.48
Jonathan Stewart,1,12.14
Kendall Wright,2,4.67
Amari Cooper,2,16.24
Chris Hogan,2,5.92
Dak Prescott,0,18.05
Theo Riddick,1,11.09
Aaron Rodgers,0,22.14
Seth Roberts,2,4.53
Jamison Crowder,2,9.49
Bilal Powell,1,6.52
Tim Hightower,1,2.21
Mohamed Sanu,2,7.86
Trevor Davis,2,0.45
Tom Brady,0,22.33
Kirk Cousins,0,17.54
Russell Shepard,2,0.95
Matt Forte,1,15.94
Quincy Enunwa,2,10.65
Jonathan Williams,1,0.33
Dez Bryant,2,12.66
Josh McCown,0,13.91
Duke Johnson,1,7.04
Jamize Olawale,1,1.36
Danny Amendola,2,4.47
Jeff Janis,2,5.26
Carson Palmer,0,18.42
Charcandrick West,1,1.28
Stefon Diggs,2,11.08
Darren Sproles,1,6.70
Travis Benjamin,2,8.32
John Brown,2,8.45
Walt Powell,2,2.31
Rishard Matthews,2,7.25
Jordy Nelson,2,14.00
Dontrelle Inman,2,4.68
Donte Moncrief,2,9.20
Devonta Freeman,1,16.96
Jordan Matthews,2,11.77
Alshon Jeffery,2,11.31
Jay Cutler,0,11.18
Adam Humphries,2,3.76
Ted Ginn,2,3.31
Lamar Miller,1,10.94
Melvin Gordon,1,15.25
Marcus Mariota,0,17.60
Chris Conley,2,4.68
Dorial Green-Beckham,2,4.31
Jeremy Maclin,2,10.56
Matt Ryan,0,22.38
Giovani Bernard,1,12.13
DeMarco Murray,1,19.23
Isaiah Crowell,1,12.92
Michael Crabtree,2,12.01
Brandin Cooks,2,12.17
Terrelle Pryor,2,11.69
Jeremy Hill,1,13.75
Frank Gore,1,13.26
TJ Yeldon,1,6.18
Devontae Booker,1,13.56
Jameis Winston,0,16.59
Julian Edelman,2,12.92
Adam Thielen,2,5.65
Pierre Garcon,2,9.52
Ezekiel Elliott,1,16.66
Tyrod Taylor,0,19.19
Andrew Luck,0,20.58
Cole Beasley,2,8.24
Drew Brees,0,22.16
AJ Green,2,17.27
Ryan Fitzpatrick,0,16.06
Michael Thomas,2,10.28
Robert Woods,2,9.33
DeSean Jackson,2,8.85
Kelvin Benjamin,2,11.92
Davante Adams,2,12.40
Christine Michael,1,14.24
Alfred Blue,1,8.03
Cameron Meredith,2,7.72
Emmanuel Sanders,2,12.33
Jeremy Langford,1,4.77
Sam Bradford,0,16.22
Allen Robinson,2,12.61
Brandon Marshall,2,12.72
Golden Tate,2,9.85
Alfred Morris,1,4.46
Knile Davis,1,5.20
Terrance Williams,2,7.79
Marqise Lee,2,5.56
Ka'Deem Carey,1,5.06
Chris Thompson,1,10.56
Justin Hunter,2,6.67
Latavius Murray,1,13.63
Zach Zenner,1,6.88
Doug Baldwin,2,12.89
Larry Fitzgerald,2,16.33
Carson Wentz,0,17.49
Don Jackson,1,7.76
James White,1,11.20
David Johnson,1,19.33
Trevor Siemian,0,13.93
Anquan Boldin,2,9.40
Alex Smith,0,17.12
DeAndre Hopkins,2,14.86
Tyrell Williams,2,9.64
Marvin Jones,2,13.80
Spencer Ware,1,14.20
Matthew Stafford,0,21.67
Cam Newton,0,21.12
TY Hilton,2,14.15
Russell Wilson,0,19.79
Julio Jones,2,16.99
Mark Ingram,1,12.80
