Ezekiel Elliott,1,21.14
Ryan Mathews,1,8.79
Doug Baldwin,2,12.71
LeGarrette Blount,1,13.50
Damien Williams,1,2.21
Tajae Sharpe,2,3.22
Freddie Martino,2,0.18
Marcus Mariota,0,17.64
Breshad Perriman,2,3.39
Willie Snead,2,8.68
Ben Roethlisberger,0,18.71
Bilal Powell,1,6.67
Delanie Walker,3,11.54
Vernon Davis,3,4.15
Russell Wilson,0,17.25
Taylor Gabriel,2,5.35
Jordan Taylor,2,0.46
Cam Newton,0,16.06
Antonio Brown,2,16.73
Seth DeValve,3,0.14
Cameron Brate,3,8.19
Tyrell Williams,2,12.57
Le'Veon Bell,1,20.21
CJ Prosise,1,9.56
Devin Funchess,2,4.99
Kenny Stills,2,3.93
Jerell Adams,3,0.56
Colin Kaepernick,0,16.82
Cameron Meredith,2,5.56
Eli Rogers,2,4.12
DeVante Parker,2,4.82
Brandin Cooks,2,11.37
Stephen Anderson,3,0.44
Jordy Nelson,2,14.69
Kenneth Dixon,1,2.03
Michael Floyd,2,4.70
Allen Robinson,2,13.21
James Starks,1,4.75
Jeremy Kerley,2,6.82
Davante Adams,2,12.43
Dez Bryant,2,13.72
Doug Martin,1,5.47
Wendell Smallwood,1,1.70
Tyler Lockett,2,2.44
Aaron Rodgers,0,24.19
Anthony Fasano,3,2.07
Kyle Rudolph,3,10.14
DeMarco Murray,1,18.97
Ryan Tannehill,0,14.11
Eli Manning,0,14.94
Joe Flacco,0,17.25
Martellus Bennett,3,6.74
Akeem Hunt,1,0.59
Ryan Griffin,3,2.72
Sterling Shepard,2,7.45
Philip Rivers,0,16.63
Stefon Diggs,2,15.60
Antonio Gates,3,10.12
Demaryius Thomas,2,13.07
Jesse James,3,2.69
Steve Smith,2,10.43
Julius Thomas,3,6.30
Tyreek Hill,2,7.23
Odell Beckham,2,15.31
Robby Anderson,2,4.43
Drew Brees,0,19.83
Paul Richardson,2,2.77
Jameis Winston,0,16.43
Sam Bradford,0,16.50
Rishard Matthews,2,11.77
Quinton Patton,2,3.80
Benny Cunningham,1,2.83
Hunter Henry,3,6.08
Larry Fitzgerald,2,14.68
Ted Ginn,2,3.46
Will Tye,3,5.06
Marqise Lee,2,4.25
Kenny Britt,2,11.31
Rashad Jennings,1,10.52
Tyler Eifert,3,10.49
Matt Asiata,1,7.51
Adam Humphries,2,4.61
Adam Thielen,2,8.74
Chris Ivory,1,3.62
Zach Ertz,3,5.92
Jamison Crowder,2,11.22
AJ Green,2,15.60
Brock Osweiler,0,13.86
Julio Jones,2,16.25
Vance McDonald,3,5.81
Kendall Wright,2,8.04
Kirk Cousins,0,18.29
Pierre Garcon,2,10.19
Trevor Siemian,0,16.93
Blake Bortles,0,16.85
Jason Witten,3,8.17
TJ Yeldon,1,7.89
Devontae Booker,1,10.41
Jeremy Hill,1,12.35
Rob Kelley,1,11.06
Tim Hightower,1,6.98
Julian Edelman,2,11.90
Derrick Henry,1,4.65
Duke Johnson,1,6.58
Virgil Green,3,5.64
Jeremy Langford,1,6.16
Darren Sproles,1,11.17
Josh McCown,0,0.62
Jordan Matthews,2,12.18
Jordan Howard,1,11.87
Eddie Royal,2,6.43
Dontrelle Inman,2,9.17
Danny Amendola,2,5.00
Chris Thompson,1,5.81
Carson Palmer,0,19.44
Kapri Bibbs,1,6.10
Jimmy Graham,3,10.54
Dak Prescott,0,22.04
James White,1,8.97
Paul Perkins,1,7.50
Spencer Ware,1,12.16
Kelvin Benjamin,2,12.16
Alfred Morris,1,5.59
Charcandrick West,1,5.57
Coby Fleener,3,8.06
Melvin Gordon,1,18.59
Chris Conley,2,6.60
Mohamed Sanu,2,7.34
Jarvis Landry,2,12.83
Rob Gronkowski,3,11.78
Andre Ellington,1,5.08
John Brown,2,9.07
Todd Gurley,1,13.04
Jordan Reed,3,11.31
CJ Fiedorowicz,3,9.20
Dennis Pitta,3,9.58
Zach Miller,3,10.23
Bryce Petty,0,14.01
Tavon Austin,2,8.51
JJ Nelson,2,6.89
Peyton Barber,1,10.69
Andrew Hawkins,2,6.09
Andy Dalton,0,17.47
Brandon LaFell,2,7.43
Emmanuel Sanders,2,12.97
Matt Forte,1,17.22
Mark Ingram,1,13.18
Cole Beasley,2,10.21
Christine Michael,1,8.83
Corey Coleman,2,8.58
Austin Hooper,3,7.80
Terrance West,1,14.29
Greg Olsen,3,12.39
Allen Hurns,2,8.47
Ronnie Hillman,1,6.76
Sammie Coates,2,6.82
Terrelle Pryor,2,12.74
Chris Hogan,2,6.92
Terrance Williams,2,7.56
DeAndre Hopkins,2,13.59
Brian Quick,2,8.95
Isaiah Crowell,1,13.05
Matt Ryan,0,19.65
Mike Wallace,2,14.50
Alshon Jeffery,2,13.34
Jonathan Stewart,1,11.39
Lamar Miller,1,16.10
Cody Kessler,0,14.47
Travis Kelce,3,12.78
Lance Kendricks,3,8.75
Gary Barnidge,3,10.38
Randall Cobb,2,13.07
Carson Wentz,0,15.22
Case Keenum,0,15.03
Quincy Enunwa,2,10.15
Devonta Freeman,1,17.63
Ty Montgomery,2,10.70
Mike Evans,2,17.93
Jay Cutler,0,15.62
Giovani Bernard,1,13.26
Jay Ajayi,1,17.51
Tom Brady,0,20.88
Michael Thomas,2,11.02
Brandon Marshall,2,13.42
Carlos Hyde,1,11.53
Alex Smith,0,17.12
