Mark Ingram,1,11.91
Colin Kaepernick,0,17.76
Davante Adams,2,9.28
Malcolm Mitchell,2,1.00
Taylor Gabriel,2,5.17
Michael Thomas,2,10.72
Trevor Siemian,0,14.61
Ted Ginn,2,4.63
Marquess Wilson,2,6.13
Antonio Brown,2,17.28
Dontrelle Inman,2,6.03
Jordan Reed,3,11.09
Jonathan Stewart,1,9.37
Emmanuel Sanders,2,12.10
Quincy Enunwa,2,5.41
DeSean Jackson,2,6.74
Bennie Fowler,2,1.62
Lesean McCoy,1,14.87
Drew Brees,0,21.18
Ryan Tannehill,0,15.92
Mike Evans,2,14.54
Kenny Stills,2,3.53
Matt Barkley,0,13.03
Dion Sims,3,2.50
Deonte Thompson,2,1.52
Anquan Boldin,2,5.32
Derrick Henry,1,3.40
Tim Hightower,1,8.89
Clive Walford,3,3.81
Odell Beckham,2,18.20
Leonte Carroo,2,0.59
Kirk Cousins,0,23.37
Aaron Ripkowski,1,0.99
Dwayne Harris,2,0.96
Seth Roberts,2,3.48
Lance Kendricks,3,6.42
Jared Goff,0,11.28
Jordan Taylor,2,0.81
Jermaine Gresham,3,4.80
Tyreek Hill,2,7.37
Josh Hill,3,2.14
Devonta Freeman,1,16.12
Brandon Coleman,2,0.88
Torrey Smith,2,3.86
Harry Douglas,2,0.95
Justin Hunter,2,2.71
Tyler Eifert,3,10.43
Tavon Austin,2,7.37
Corey Coleman,2,6.92
Allen Hurns,2,3.55
Breshad Perriman,2,3.81
Dorial Green-Beckham,2,4.72
Chris Ivory,1,8.76
Vernon Davis,3,3.40
Matt Asiata,1,7.02
Tyrell Williams,2,10.90
Marqise Lee,2,7.49
Philip Rivers,0,16.73
Latavius Murray,1,12.11
Rod Streater,2,0.82
AJ Derby,3,0.49
Justin Hardy,2,1.21
Garrett Celek,3,2.92
Brock Osweiler,0,11.47
Ladarius Green,3,4.00
Blake Bortles,0,17.77
Delanie Walker,3,10.28
Terrance Williams,2,5.06
Brandon Marshall,2,12.32
Hunter Henry,3,6.72
Shaun Draughn,1,3.11
Terrelle Pryor,2,13.05
Travis Kelce,3,10.02
Carlos Hyde,1,13.83
Sammy Watkins,2,6.65
Tyrod Taylor,0,17.78
Chris Hogan,2,5.21
Donte Moncrief,2,9.77
Jameis Winston,0,14.58
Rishard Matthews,2,12.47
Dwayne Allen,3,3.46
Michael Crabtree,2,11.62
Kenny Britt,2,11.76
Kenneth Dixon,1,7.05
Mohamed Sanu,2,6.14
Carson Wentz,0,16.59
Ezekiel Elliott,1,23.94
Jerick McKinnon,1,6.39
Carson Palmer,0,16.87
Jordan Howard,1,12.31
Vance McDonald,3,5.54
Josh McCown,0,11.66
Alex Smith,0,11.81
Coby Fleener,3,6.39
Eli Manning,0,18.52
Will Fuller,2,6.20
Rex Burkhead,1,4.79
Kelvin Benjamin,2,12.73
Cam Newton,0,20.56
Marcus Mariota,0,20.89
Aaron Rodgers,0,22.56
DeVante Parker,2,8.14
Ryan Fitzpatrick,0,16.56
Jamison Crowder,2,10.27
Dak Prescott,0,21.59
Paul Perkins,1,5.16
Cameron Brate,3,6.59
Duke Johnson,1,5.79
Kyle Rudolph,3,8.71
Eli Rogers,2,5.25
Darren Sproles,1,7.57
Matt Ryan,0,19.92
Joe Flacco,0,14.93
Julian Edelman,2,11.62
Tyler Boyd,2,9.43
Wendell Smallwood,1,6.06
Bilal Powell,1,6.61
David Johnson,1,25.81
Golden Tate,2,11.38
Devontae Booker,1,12.22
Michael Floyd,2,5.06
Le'Veon Bell,1,24.47
Dion Lewis,1,8.17
Jordy Nelson,2,13.29
Zach Ertz,3,6.96
CJ Fiedorowicz,3,7.83
Brandon LaFell,2,7.22
Dennis Pitta,3,7.42
James Starks,1,10.48
Matthew Stafford,0,18.24
Tevin Coleman,1,10.94
Spencer Ware,1,13.24
Terrance West,1,9.65
Jimmy Graham,3,9.30
Chris Thompson,1,6.99
DeAndre Hopkins,2,12.33
Theo Riddick,1,10.65
Marvin Jones,2,9.44
Dwayne Washington,1,5.14
Jack Doyle,3,6.65
Ben Roethlisberger,0,23.50
Demaryius Thomas,2,11.41
Andy Dalton,0,15.47
Scott Tolzien,0,13.58
Jalen Richard,1,5.85
Will Tye,3,5.63
James White,1,6.54
TJ Yeldon,1,6.34
Fozzy Whittaker,1,5.24
Derek Carr,0,19.49
Cameron Meredith,2,7.05
Jay Ajayi,1,15.66
Cole Beasley,2,10.72
Cordarrelle Patterson,2,6.74
Jared Cook,3,5.75
Willie Snead,2,9.31
Jason Witten,3,9.07
Charles Clay,3,7.40
Ty Montgomery,2,6.34
Adam Thielen,2,11.12
Isaiah Crowell,1,12.33
Martellus Bennett,3,7.73
Mike Wallace,2,12.06
Jeremy Langford,1,5.43
Todd Gurley,1,14.38
Jordan Matthews,2,11.16
Doug Martin,1,13.20
Adam Humphries,2,7.83
Austin Hooper,3,6.17
Tajae Sharpe,2,6.80
Kendall Wright,2,5.24
Jarvis Landry,2,12.15
Randall Cobb,2,11.16
Pierre Garcon,2,10.86
Gary Barnidge,3,7.53
TY Hilton,2,12.46
Travis Benjamin,2,7.25
Alfred Morris,1,6.76
Brian Quick,2,6.53
Jeremy Hill,1,15.02
Eric Ebron,3,7.07
Dez Bryant,2,14.44
Sterling Shepard,2,7.06
Tom Brady,0,24.38
Eddie Royal,2,6.49
Larry Fitzgerald,2,14.29
Rashad Jennings,1,13.56
Steve Smith,2,11.25
Lamar Miller,1,13.42
LeGarrette Blount,1,14.21
Greg Olsen,3,14.32
DeMarco Murray,1,17.34
Doug Baldwin,2,12.84
Melvin Gordon,1,18.17
Russell Wilson,0,19.43
Matt Forte,1,13.97
Frank Gore,1,12.58
Thomas Rawls,1,13.07
Rob Kelley,1,13.85
Allen Robinson,2,14.91
Rob Gronkowski,3,11.62
Julio Jones,2,16.25
Sam Bradford,0,17.79
Amari Cooper,2,15.98
Brandin Cooks,2,14.24
