Rob Kelley,1,14.46
Malcolm Mitchell,2,0.49
Jamize Olawale,1,1.38
Jared Cook,3,4.34
Rashad Jennings,1,10.22
Shaun Draughn,1,0.69
DeVante Parker,2,6.44
Tyler Boyd,2,3.56
Tajae Sharpe,2,5.68
Pierre Garcon,2,11.83
Steve Smith,2,10.63
Jalen Richard,1,4.40
Dorial Green-Beckham,2,4.76
Jermaine Gresham,3,2.58
Dez Bryant,2,15.92
Braxton Miller,2,2.03
Marqise Lee,2,5.40
Josh McCown,0,0.77
Ted Ginn,2,4.84
Jamison Crowder,2,11.61
Dak Prescott,0,18.97
Vance McDonald,3,5.26
Albert Wilson,2,2.34
Kirk Cousins,0,21.17
Brandon Coleman,2,0.90
Alan Cross,3,0.19
Alex Smith,0,14.32
Wendell Smallwood,1,2.09
James Starks,1,8.27
Tim Hightower,1,7.97
Chris Ivory,1,4.47
Adam Thielen,2,8.97
Jeremy Langford,1,5.94
Cecil Shorts,2,1.81
Le'Veon Bell,1,25.45
Aaron Rodgers,0,24.80
Sterling Shepard,2,8.48
James White,1,9.51
Zach Ertz,3,7.23
DeSean Jackson,2,8.60
Zach Miller,3,10.87
Brandon Tate,2,0.82
Thomas Rawls,1,6.62
Russell Shepard,2,2.48
CJ Prosise,1,13.26
Brice Butler,2,2.23
Jameis Winston,0,14.19
Matt Asiata,1,6.77
Tom Brady,0,25.33
Danny Amendola,2,4.22
Robert Turbin,1,4.33
Mike Gillislee,1,4.76
Travis Kelce,3,10.82
Will Tye,3,6.59
Julian Edelman,2,14.68
Jimmy Graham,3,10.99
CJ Fiedorowicz,3,7.73
Lamar Miller,1,16.37
Cole Beasley,2,12.03
Cordarrelle Patterson,2,4.32
Garrett Celek,3,2.58
Rishard Matthews,2,12.36
TY Hilton,2,16.96
Jay Cutler,0,11.64
Gary Barnidge,3,8.88
Derek Carr,0,20.93
Carlos Hyde,1,10.44
Andre Roberts,2,1.16
Carson Wentz,0,13.54
Coby Fleener,3,8.55
Victor Cruz,2,4.50
Terrance West,1,11.57
Dion Lewis,1,4.91
Todd Gurley,1,14.37
Phillip Dorsett,2,5.36
Colin Kaepernick,0,19.03
Ryan Tannehill,0,15.64
Kendall Wright,2,6.12
Donte Moncrief,2,12.19
Jerick McKinnon,1,4.75
Amari Cooper,2,14.79
Eric Ebron,3,9.84
Eli Manning,0,17.45
Russell Wilson,0,17.17
Frank Gore,1,14.69
Charcandrick West,1,5.77
Jordan Reed,3,11.40
Cameron Meredith,2,7.89
Kenneth Dixon,1,6.10
Kenny Stills,2,5.08
Brock Osweiler,0,15.79
Doug Martin,1,13.50
Adam Humphries,2,8.04
Andrew Luck,0,21.01
Doug Baldwin,2,14.82
Latavius Murray,1,12.21
Paul Perkins,1,6.10
Randall Cobb,2,13.39
Marcus Mariota,0,24.47
Jordan Howard,1,13.68
Mike Evans,2,16.00
Jarvis Landry,2,14.50
Tyreek Hill,2,10.06
Brandon LaFell,2,6.90
Dwayne Washington,1,4.78
Duke Johnson,1,10.11
Chris Conley,2,6.65
Quinton Patton,2,5.60
Lance Kendricks,3,6.04
Terrelle Pryor,2,14.96
Andrew Hawkins,2,5.90
Theo Riddick,1,13.01
Marquise Goodwin,2,5.02
Carson Palmer,0,17.79
Corey Coleman,2,8.32
Giovani Bernard,1,10.53
Jonathan Stewart,1,14.70
Jason Witten,3,9.01
Andy Dalton,0,20.47
Charles Clay,3,7.41
Mike Wallace,2,11.85
Ty Montgomery,2,7.56
Sam Bradford,0,12.22
Anquan Boldin,2,9.31
Joe Flacco,0,18.96
Dennis Pitta,3,9.25
Benny Cunningham,1,5.53
Ryan Mathews,1,7.62
Michael Thomas,2,13.73
Michael Floyd,2,7.61
Mark Ingram,1,13.62
Julius Thomas,3,7.20
Jordy Nelson,2,16.06
Jordan Matthews,2,12.78
Eli Rogers,2,8.14
Robert Woods,2,10.77
Terrance Williams,2,7.19
Brian Quick,2,8.22
Tyler Eifert,3,10.93
Chris Thompson,1,8.12
DeAndre Washington,1,5.41
Kenny Britt,2,11.36
Delanie Walker,3,10.71
Allen Robinson,2,16.00
Fozzy Whittaker,1,5.88
Ladarius Green,3,6.85
Larry Fitzgerald,2,14.71
TJ Yeldon,1,10.07
Darren Sproles,1,9.71
Tavon Austin,2,9.56
Will Fuller,2,8.62
Ezekiel Elliott,1,19.82
Cameron Brate,3,9.59
DeAndre Hopkins,2,14.09
Eddie Royal,2,9.55
LeGarrette Blount,1,19.41
John Brown,2,7.37
Allen Hurns,2,8.70
Stefon Diggs,2,12.79
Davante Adams,2,12.76
Willie Snead,2,11.55
Spencer Ware,1,16.40
Kyle Rudolph,3,9.90
Jack Doyle,3,9.35
Blake Bortles,0,20.98
Martellus Bennett,3,10.71
Kelvin Benjamin,2,15.28
Lesean McCoy,1,18.87
Jared Goff,0,13.64
Drew Brees,0,23.77
Jeremy Kerley,2,9.87
DeMarco Murray,1,23.69
Brandin Cooks,2,14.65
Jeremy Hill,1,16.28
Greg Olsen,3,15.08
Marvin Jones,2,12.32
Jay Ajayi,1,18.66
Odell Beckham,2,17.13
Isaiah Crowell,1,13.21
Antonio Brown,2,21.66
Golden Tate,2,13.43
Tyrod Taylor,0,19.57
Matthew Stafford,0,21.34
Michael Crabtree,2,13.88
Cody Kessler,0,16.26
Cam Newton,0,25.89
AJ Green,2,19.03
Ben Roethlisberger,0,26.00
