Theo Riddick,1,7.48
CJ Anderson,1,10.60
Brandin Cooks,2,13.32
Willie Snead,2,10.61
Jack Doyle,3,1.50
DeAngelo Williams,1,16.46
Spencer Ware,1,12.95
AJ Green,2,13.28
Carlos Hyde,1,9.63
Larry Fitzgerald,2,11.41
Alex Smith,0,17.76
Quincy Enunwa,2,0.80
Andrew Luck,0,22.82
Will Fuller,2,7.90
Danny Woodhead,1,10.09
Ameer Abdullah,1,8.95
Mike Wallace,2,6.75
Melvin Gordon,1,9.08
Chris Hogan,2,3.28
Eddie Royal,2,4.73
Mohamed Sanu,2,7.20
Davante Adams,2,3.48
Jameis Winston,0,18.12
Drew Brees,0,23.09
DeMarco Murray,1,10.75
Matthew Stafford,0,17.86
Antonio Brown,2,21.34
Jordan Matthews,2,12.66
Eli Rogers,2,5.82
Seth Roberts,2,0.90
Julius Thomas,3,6.84
Nelson Agholor,2,6.31
Chris Thompson,1,3.60
Tevin Coleman,1,5.82
Tyrell Williams,2,0.58
Kelvin Benjamin,2,11.13
Terrelle Pryor,2,0.62
Isaiah Crowell,1,8.78
Matt Forte,1,10.70
Brandon Myers,3,0.54
Jamize Olawale,1,0.74
Doug Baldwin,2,11.86
Eric Ebron,3,6.73
Austin Seferian-Jenkins,3,4.44
CJ Uzomah,3,0.75
Dwayne Allen,3,7.93
Mike Evans,2,13.12
Carson Wentz,0,14.11
Shaun Draughn,1,3.06
Adam Thielen,2,0.55
Victor Cruz,2,5.82
Larry Donnell,3,3.99
LeGarrette Blount,1,7.02
Vance McDonald,3,4.32
Jeremy Kerley,2,2.46
David Johnson,1,16.62
Ryan Mathews,1,10.93
Quinton Patton,2,2.56
Cam Newton,0,18.29
Sterling Shepard,2,8.26
Phillip Dorsett,2,7.51
Donte Moncrief,2,10.79
Brandon LaFell,2,7.20
Cole Beasley,2,3.83
Marcedes Lewis,3,1.75
Jeremy Langford,1,10.18
Blaine Gabbert,0,11.77
Kenjon Barner,1,1.46
Stefon Diggs,2,9.94
Kyle Rudolph,3,5.54
Jermaine Gresham,3,2.33
TJ Yeldon,1,12.24
Amari Cooper,2,14.27
Lesean McCoy,1,12.14
Tajae Sharpe,2,7.57
Charles Sims,1,9.98
Andy Dalton,0,16.54
Jeremy Maclin,2,13.39
Brock Osweiler,0,15.89
Latavius Murray,1,12.87
Jeremy Hill,1,8.46
Jamison Crowder,2,5.87
Kenny Britt,2,6.37
Ben Roethlisberger,0,21.59
Marvin Jones,2,9.57
Matt Ryan,0,21.32
Carson Palmer,0,18.10
Marcus Mariota,0,17.02
Jacob Tamme,3,5.70
Alshon Jeffery,2,12.53
Thomas Rawls,1,5.52
Michael Thomas,2,6.71
Jimmy Garoppolo,0,13.40
Michael Crabtree,2,11.04
Ryan Tannehill,0,15.08
Danny Amendola,2,6.53
DeSean Jackson,2,12.64
Jason Witten,3,8.83
Corey Coleman,2,8.87
Eli Manning,0,19.28
Jermaine Kearse,2,7.44
Ryan Fitzpatrick,0,16.22
Chris Conley,2,5.80
Shane Vereen,1,7.87
Arian Foster,1,12.28
Eric Decker,2,12.30
Pierre Garcon,2,7.36
James White,1,6.24
Allen Hurns,2,9.81
Sammie Coates,2,7.99
Derrick Henry,1,5.55
Philip Rivers,0,15.23
Kevin White,2,5.51
Charles Clay,3,6.85
Rashad Jennings,1,9.73
Breshad Perriman,2,6.07
Frank Gore,1,10.12
Andre Johnson,2,5.28
Zach Ertz,3,9.19
Aaron Rodgers,0,24.70
Justin Forsett,1,7.63
Derek Carr,0,19.60
Greg Olsen,3,11.20
Shaun Hill,0,11.60
Ezekiel Elliott,1,14.09
Jesse James,3,6.24
Travis Kelce,3,11.31
Michael Floyd,2,9.52
Blake Bortles,0,17.76
Trevor Siemian,0,12.97
Jay Cutler,0,14.70
Bilal Powell,1,7.79
Josh Ferguson,1,4.82
Jordan Reed,3,11.47
Clive Walford,3,5.88
Robert Woods,2,5.81
Allen Robinson,2,11.83
Julian Edelman,2,11.85
Keenan Allen,2,11.97
Travis Benjamin,2,7.53
Terrance West,1,7.19
Will Tye,3,5.74
Jordy Nelson,2,15.21
CJ Prosise,1,5.18
Kenny Stills,2,6.02
Ryan Griffin,3,5.71
Christine Michael,1,11.56
Duke Johnson,1,9.93
DeAndre Hopkins,2,17.80
Delanie Walker,3,9.61
Jonathan Stewart,1,10.67
Lamar Miller,1,16.55
Zach Miller,3,6.12
Terrance Williams,2,8.00
Darren Sproles,1,9.03
TY Hilton,2,13.92
Jarvis Landry,2,12.50
Crockett Gillmore,3,5.29
Jordan Cameron,3,5.87
Emmanuel Sanders,2,10.84
Rishard Matthews,2,8.02
DeAndre Washington,1,7.37
Joe Flacco,0,15.94
Kirk Cousins,0,16.13
Chris Johnson,1,4.78
Mark Ingram,1,14.71
Demaryius Thomas,2,11.69
Golden Tate,2,11.68
Steve Smith,2,8.03
Doug Martin,1,15.41
Dak Prescott,0,14.80
Julio Jones,2,21.48
Devin Funchess,2,7.05
Tyler Lockett,2,8.08
Eddie Lacy,1,14.29
Jordan Howard,1,5.90
Jared Cook,3,7.29
James Starks,1,7.18
Giovani Bernard,1,9.69
Jerick McKinnon,1,6.71
Charcandrick West,1,8.91
Kamar Aiken,2,8.36
Vincent Jackson,2,8.39
Alfred Blue,1,6.19
Laquon Treadwell,2,6.57
Tavon Austin,2,8.33
Devontae Booker,1,5.16
Matt Jones,1,9.83
Antonio Gates,3,9.52
Torrey Smith,2,8.31
