devonta freeman,-1
jarvis landry,-1
russel wilson,1.5
zach ertz,0.8
dion lewis,1
thomas rawls,0.8
devante parker,1
tyler lockett,4.7
jameis winston,3.5
latavius murray,3.5
kelvin benjamin,-1
devontae booker,0.2
